subject_external_db	subject_external_id	relation	object
catmaid_fafb	7282	is_a	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	7330	is_a	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	7362	is_a	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	7410	is_a	alpha'/beta' middle Kenyon cell
catmaid_fafb	7414	is_a	alpha'/beta' middle Kenyon cell
catmaid_fafb	7418	is_a	alpha'/beta' middle Kenyon cell
catmaid_fafb	7430	is_a	alpha'/beta' middle Kenyon cell
catmaid_fafb	7454	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	7466	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	7506	is_a	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	7542	is_a	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	7634	is_a	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	7702	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	8290	is_a	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	8322	is_a	alpha'/beta' middle Kenyon cell
catmaid_fafb	9254	is_a	alpha'/beta' middle Kenyon cell
catmaid_fafb	9294	is_a	alpha'/beta' middle Kenyon cell
catmaid_fafb	9458	is_a	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	10078	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	10082	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	10166	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	10170	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	10202	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	10306	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	10378	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	10410	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	10442	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	10482	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	10526	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	10598	is_a	alpha/beta core Kenyon cell
catmaid_fafb	10630	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	10694	is_a	alpha/beta core Kenyon cell
catmaid_fafb	10698	is_a	alpha/beta core Kenyon cell
catmaid_fafb	10714	is_a	alpha/beta core Kenyon cell
catmaid_fafb	10722	is_a	alpha/beta core Kenyon cell
catmaid_fafb	10754	is_a	alpha/beta core Kenyon cell
catmaid_fafb	10814	is_a	alpha/beta core Kenyon cell
catmaid_fafb	10818	is_a	alpha/beta core Kenyon cell
catmaid_fafb	10850	is_a	alpha/beta core Kenyon cell
catmaid_fafb	10882	is_a	alpha/beta core Kenyon cell
catmaid_fafb	10894	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	10946	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	10986	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	11010	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	11078	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	11102	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	11106	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	11122	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	11138	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	11142	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	11146	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	11714	is_a	alpha'/beta' middle Kenyon cell
catmaid_fafb	11958	is_a	alpha'/beta' middle Kenyon cell
catmaid_fafb	12014	is_a	alpha'/beta' middle Kenyon cell
catmaid_fafb	12066	is_a	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	12070	is_a	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	12150	is_a	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	12210	is_a	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	12230	is_a	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	12266	is_a	alpha'/beta' middle Kenyon cell
catmaid_fafb	12282	is_a	alpha'/beta' middle Kenyon cell
catmaid_fafb	12550	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	12594	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	12602	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	12618	is_a	alpha'/beta' middle Kenyon cell
catmaid_fafb	12634	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	12638	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	12658	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	12686	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	12786	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	12830	is_a	alpha/beta core Kenyon cell
catmaid_fafb	12838	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	12842	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	12854	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	12918	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	12934	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	13030	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	13098	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	13102	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	13146	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	13158	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	13202	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	13278	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	13290	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	13302	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	13310	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	13314	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	13374	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	13378	is_a	alpha/beta core Kenyon cell
catmaid_fafb	13466	is_a	alpha/beta core Kenyon cell
catmaid_fafb	13518	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	13590	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	13682	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	13686	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	13782	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	13786	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	13818	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	13886	is_a	alpha/beta core Kenyon cell
catmaid_fafb	13890	is_a	alpha/beta core Kenyon cell
catmaid_fafb	13894	is_a	alpha/beta core Kenyon cell
catmaid_fafb	13926	is_a	alpha/beta core Kenyon cell
catmaid_fafb	14050	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	14054	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	14154	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	14158	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	14238	is_a	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	14322	is_a	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	14330	is_a	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	14342	is_a	alpha'/beta' middle Kenyon cell
catmaid_fafb	14430	is_a	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	14434	is_a	alpha'/beta' middle Kenyon cell
catmaid_fafb	14466	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	14478	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	14602	is_a	alpha/beta core Kenyon cell
catmaid_fafb	14618	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	14690	is_a	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	14838	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	14862	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	14866	is_a	alpha/beta core Kenyon cell
catmaid_fafb	14890	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	14910	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	15662	is_a	alpha'/beta' middle Kenyon cell
catmaid_fafb	15730	is_a	alpha'/beta' middle Kenyon cell
catmaid_fafb	15798	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	15958	is_a	alpha/beta core Kenyon cell
catmaid_fafb	15966	is_a	alpha/beta core Kenyon cell
catmaid_fafb	15990	is_a	alpha/beta core Kenyon cell
catmaid_fafb	16286	is_a	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	16410	is_a	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	16418	is_a	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	16522	is_a	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	25841	is_a	alpha/beta surface/core Kenyon cell
catmaid_fafb	29893	is_a	alpha/beta core Kenyon cell
