filename	label	AD	DBD	part_of	Template
20x-Brain-2259780249317277733	JRC_SS02663_Brain_2016_20141021_31_J2	P{R35D04-p65.AD}	P{VT040747-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2259780021839200293	JRC_OL0021B_Brain_2016_20140611_31_E2	P{R35D04-p65.AD}	P{R82D11-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2021466534026674274	JRC_OL0046B_Brain_2016_20140612_31_F1	P{R26A03-p65.AD}	P{R54A05-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2259780025836372005	JRC_OL0022B_Brain_2016_20140611_31_F1	P{R35D04-p65.AD}	P{R91B01-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2021466536492925026	JRC_OL0092C_Brain_2016_20140612_31_G2	PBac{R92B02-p65.AD}	P{R38E08-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2259780036422795301	JRC_OL0023B_Brain_2016_20140611_31_G2	P{R72C08-p65.AD}	P{R50D07-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2021466574824669282	JRC_OL0071B_Brain_2016_20140613_31_I1	P{R91B01-p65.AD}	P{R41C07-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2021466539995168866	JRC_OL0007B_Brain_2016_20140612_31_I1	P{R35D04-p65.AD}	P{R65B05-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2021466577353834594	JRC_OL0077B_Brain_2016_20140613_31_J2	P{R92B02-p65.AD}	P{R41C07-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2021466541656113250	JRC_OL0008B_Brain_2016_20140612_31_J1	P{R35D04-p65.AD}	P{R55F01-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2021466583804674146	JRC_OL0218B_Brain_2016_20140620_31_D4	P{R47E07-p65.AD}	P{VT049344-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2021466556076130402	JRC_OL0045B_Brain_2016_20140612_32_G4	P{R55C04-p65.AD}	P{R41C05-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2021466558169088098	JRC_OL0001B_Brain_2016_20140612_32_I1	P{R64G10-p65.AD}	P{R35B06-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2021466590523949154	JRC_OL0202B_Brain_2016_20140620_31_I2	P{R42E06-p65.AD}	P{VT019053-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2259780060309356581	JRC_SS00940_Brain_2016_20140611_31_B2	P{R35D04-p65.AD}	P{R22A07-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2259780063639633957	JRC_SS00937_Brain_2016_20140611_31_C2	P{R22A07-p65.AD}	P{R35D04-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2259780070212108325	JRC_SS00938_Brain_2016_20140611_31_H1	P{R35D04-p65.AD}	P{R71E06-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2259780079385051173	JRC_SS00941_Brain_2016_20140611_31_I1	PBac{R47E07-p65.AD}	P{R35D04-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2021466569904750690	JRC_OL0087B_Brain_2016_20140613_31_F2	P{R82D11-p65.AD}	P{R41C07-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2259780094073503781	JRC_SS00942_Brain_2016_20140611_31_J2	P{R47E07-p65.AD}	P{R35D04-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2021466543874900066	JRC_OL0011B_Brain_2016_20140612_32_A2	P{R82D11-p65.AD}	P{R92B11-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2021466568596127842	JRC_OL0081B_Brain_2016_20140613_31_E3	P{R47E07-p65.AD}	P{R41C07-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2260173451484463141	JRC_SS03822_Brain_2016_20160323_19_B2	P{VT043920-p65.AD}	P{R91B01-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2256157992766406754	JRC_SS00343_Brain_2016_20160323_19_A1	PBac{R17A04-p65.AD}	P{R35B06-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2020722766663123042	JRC_OL0010B_Brain_2016_20140611_32_C1	P{R92B11-p65.AD}	P{R82D11-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2020722768114352226	JRC_OL0015B_Brain_2016_20140611_32_D1	P{R22H02-p65.AD}	P{R20G06-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2020722772065386594	JRC_OL0005B_Brain_2016_20140611_32_F1	P{R21D03-p65.AD}	P{R65C12-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2020722776121278562	JRC_OL0027B_Brain_2016_20140611_32_H1	P{R14A11-p65.AD}	P{R50C10-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2021466527429034082	JRC_OL0003B_Brain_2016_20140612_31_A1	P{R24A02-p65.AD}	P{R26A03-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2021466528737656930	JRC_OL0042B_Brain_2016_20140612_31_B1	P{R26A03-p65.AD}	P{R24A02-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2021466565618172002	JRC_SS00315_Brain_2016_20140613_31_D1	P{R47H03-p65.AD}	P{R72E01-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2021466530985803874	JRC_OL0004B_Brain_2016_20140612_31_C3	P{R24A02-p65.AD}	P{R91B01-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2259780008018968613	JRC_OL0019B_Brain_2016_20140611_31_A2	P{R35D04-p65.AD}	P{R22D06-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2259780011294720037	JRC_OL0020B_Brain_2016_20140611_31_D1	P{R35D04-p65.AD}	P{R80E07-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2021466531883384930	JRC_OL0017B_Brain_2016_20140612_31_D2	P{R82D11-p65.AD}	P{R54A05-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2022140513733312610	JRC_OL0029B_Brain_2016_20140619_31_F1	P{R64G09-p65.AD}	P{R37H04-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2021466552771018850	JRC_OL0044B_Brain_2016_20140612_32_F1	P{R55C04-p65.AD}	P{R85F11-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2024138455012868194	JRC_OL0203B_Brain_2016_20140620_32_B4	P{R42E06-p65.AD}	P{VT022290-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2022140522755260514	JRC_OL0048B_Brain_2016_20140619_31_J1	P{R19G02-p65.AD}	P{R75G12-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2080822626355249250	JRC_SS02445_Brain_2016_20141126_32_D1	P{VT007747-p65.AD}	P{R85H06-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2259780211669205029	JRC_SS02664_Brain_2016_20141021_31_H2	P{R35D04-p65.AD}	P{VT043656-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2259780201644818469	JRC_SS02666_Brain_2016_20141021_31_G2	P{R35D04-p65.AD}	P{VT045997-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2259780179775717413	JRC_SS02665_Brain_2016_20141021_31_E2	P{R35D04-p65.AD}	P{VT058944-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2259780153515180069	JRC_SS02681_Brain_2016_20141021_31_B3	P{VT040747-p65.AD}	P{R72C08-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2149676666895466594	JRC_SS02652_Brain_2016_20141015_32_J1	P{VT032961-p65.AD}	P{VT027704-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2149676663581966434	JRC_SS02650_Brain_2016_20141015_31_H2	P{VT009792-p65.AD}	P{VT002021-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2149676650667704418	JRC_SS02645_Brain_2016_20141015_32_G1	P{VT027704-p65.AD}	P{VT040569-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
