subject_external_db	subject_external_id	subject_name	relation	object
catmaid_l1em	3661586	SelN138 classIV-related descending sog left	is_a	larval SeIN138 neuron
catmaid_l1em	8067524	SelN138 classIV-related descending sog right	is_a	larval SeIN138 neuron
