subject_id	subject_name	object	relation	pub	comment
VFB_00101389	CA(R) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101389	CA(R) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101459	CAN(R) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101459	CAN(R) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_001012c5	CRE(-ROB,-RUB)(R) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_001012c5	CRE(-ROB,-RUB)(R) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_001012c6	CRE(-RUB)(L) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_001012c6	CRE(-RUB)(L) on JRC_FlyEM_Hemibrain	left side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101512	CRE(L) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101512	CRE(L) on JRC_FlyEM_Hemibrain	left side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101438	CRE(R) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101438	CRE(R) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_001011d3	CX on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101400	EB on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_001011d5	EBr1 on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_001011d7	EBr2r4 on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_001011d8	EBr3am on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_001011d9	EBr3d on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_001011d6	EBr3pw on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_001011da	EBr5 on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_001011db	EBr6 on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00102287	EPA(L) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00102287	EPA(L) on JRC_FlyEM_Hemibrain	left side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101451	EPA(R) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101451	EPA(R) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101398	FB on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_001012c7	FB-column3 on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_001011dc	FBl1 on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_001011dd	FBl2 on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_001011de	FBl3 on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_001011df	FBl4 on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_001011dg	FBl5 on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_001011dh	FBl6 on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_001011di	FBl7 on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_001011dj	FBl8 on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_001011dk	FBl9 on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101458	FLA(R) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101458	FLA(R) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101486	GA(R) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101486	GA(R) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101478	GC on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101488	GF(R) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101488	GF(R) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101468	GNG on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101528	GOR(L) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101528	GOR(L) on JRC_FlyEM_Hemibrain	left side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101453	GOR(R) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101453	GOR(R) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101443	IB on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101530	ICL(L) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101530	ICL(L) on JRC_FlyEM_Hemibrain	left side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101442	ICL(R) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101442	ICL(R) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_001011dq	INP on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101455	IPS(R) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101455	IPS(R) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101384	JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_001012c3	LAL(-GA)(R) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_001012c3	LAL(-GA)(R) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101526	LAL(L) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101526	LAL(L) on JRC_FlyEM_Hemibrain	left side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101403	LAL(R) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101403	LAL(R) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101434	LH(R) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101434	LH(R) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101387	LO(R) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101387	LO(R) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101388	LOP(R) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101388	LOP(R) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_001011ds	LX(L) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_001011ds	LX(L) on JRC_FlyEM_Hemibrain	left side of organism	part_of	FlyBase:FBrf0246888	
VFB_001011dt	LX(R) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_001011dt	LX(R) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_001011du	MB(+ACA)(R) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_001011du	MB(+ACA)(R) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_001011dv	MB(L) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_001011dv	MB(L) on JRC_FlyEM_Hemibrain	left side of organism	part_of	FlyBase:FBrf0246888	
VFB_001011dw	MB(R) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_001011dw	MB(R) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101385	ME(R) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101385	ME(R) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_001011aq	NO on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_001011ar	NO(L) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_001011ar	NO(L) on JRC_FlyEM_Hemibrain	left side of organism	part_of	FlyBase:FBrf0246888	
VFB_001011as	NO(R) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_001011as	NO(R) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101550	NO1(L) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101550	NO1(L) on JRC_FlyEM_Hemibrain	left side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101543	NO1(R) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101543	NO1(R) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101553	NO2(L) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101553	NO2(L) on JRC_FlyEM_Hemibrain	left side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101546	NO2(R) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101546	NO2(R) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101554	NO3(L) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101554	NO3(L) on JRC_FlyEM_Hemibrain	left side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101548	NO3(R) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101548	NO3(R) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_001011dx	OL(R) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_001011dx	OL(R) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101401	PB on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101498	PB(L1) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101498	PB(L1) on JRC_FlyEM_Hemibrain	left side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101499	PB(L2) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101499	PB(L2) on JRC_FlyEM_Hemibrain	left side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101500	PB(L3) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101500	PB(L3) on JRC_FlyEM_Hemibrain	left side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101501	PB(L4) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101501	PB(L4) on JRC_FlyEM_Hemibrain	left side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101502	PB(L5) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101502	PB(L5) on JRC_FlyEM_Hemibrain	left side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101503	PB(L6) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101503	PB(L6) on JRC_FlyEM_Hemibrain	left side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101504	PB(L7) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101504	PB(L7) on JRC_FlyEM_Hemibrain	left side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101505	PB(L8) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101505	PB(L8) on JRC_FlyEM_Hemibrain	left side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101506	PB(L9) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101506	PB(L9) on JRC_FlyEM_Hemibrain	left side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101489	PB(R1) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101489	PB(R1) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101490	PB(R2) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101490	PB(R2) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101491	PB(R3) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101491	PB(R3) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101492	PB(R4) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101492	PB(R4) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101493	PB(R5) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101493	PB(R5) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101494	PB(R6) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101494	PB(R6) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101495	PB(R7) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101495	PB(R7) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101496	PB(R8) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101496	PB(R8) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101497	PB(R9) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101497	PB(R9) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101390	PED(R) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101390	PED(R) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_001011dy	PENP on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101417	PLP(R) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101417	PLP(R) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101485	POC on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101460	PRW on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101416	PVLP(R) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101416	PVLP(R) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101439	ROB(R) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101439	ROB(R) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101515	RUB(L) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101515	RUB(L) on JRC_FlyEM_Hemibrain	left side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101440	RUB(R) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101440	RUB(R) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101456	SAD on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_001012c4	SAD(-AMMC) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101529	SCL(L) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101529	SCL(L) on JRC_FlyEM_Hemibrain	left side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101441	SCL(R) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101441	SCL(R) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101508	SIP(L) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101508	SIP(L) on JRC_FlyEM_Hemibrain	left side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101436	SIP(R) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101436	SIP(R) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101435	SLP(R) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101435	SLP(R) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101507	SMP(L) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101507	SMP(L) on JRC_FlyEM_Hemibrain	left side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101437	SMP(R) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101437	SMP(R) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_001011dz	SNP(L) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_001011dz	SNP(L) on JRC_FlyEM_Hemibrain	left side of organism	part_of	FlyBase:FBrf0246888	
VFB_001011e0	SNP(R) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_001011e0	SNP(R) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101532	SPS(L) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101532	SPS(L) on JRC_FlyEM_Hemibrain	left side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101454	SPS(R) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101454	SPS(R) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101535	VES(L) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101535	VES(L) on JRC_FlyEM_Hemibrain	left side of organism	part_of	FlyBase:FBrf0246888	
VFB_00101450	VES(R) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_00101450	VES(R) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_001011e2	VLNP(R) on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
VFB_001011e2	VLNP(R) on JRC_FlyEM_Hemibrain	right side of organism	part_of	FlyBase:FBrf0246888	
VFB_001011e3	VMNP on JRC_FlyEM_Hemibrain	female organism	part_of	FlyBase:FBrf0246888	
