filename	label	AD	DBD	part_of
Janelia-2110272546141110370-VNC-20x_nrs_jacs_jacsData_filestore_robiea_Alignment_076_449_2586150734886076449_align_REG_JRC2018_VNC_FEMALE_8bitc_J18VU_SG	JRC_SS02763_VNC_2020__1	P{R67B01-p65.AD}	P{R28D04-GAL4.DBD}	female organism|thoracico-abdominal ganglion
