filename	is_a	part_of	label	comment	dbxrefs
33305	adult neuron	male organism	Tm16_R (JRC_OpticLobe:33305)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Tm16	neuprint_JRC_OpticLobe_v1_0:33305
38172	adult neuron	male organism	Tm16_R (JRC_OpticLobe:38172)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Tm16	neuprint_JRC_OpticLobe_v1_0:38172
75065	adult neuron	male organism	Tm16_R (JRC_OpticLobe:75065)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Tm16	neuprint_JRC_OpticLobe_v1_0:75065
57521	adult neuron	male organism	Tm16_R (JRC_OpticLobe:57521)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Tm16	neuprint_JRC_OpticLobe_v1_0:57521
52820	adult neuron	male organism	Tm16_R (JRC_OpticLobe:52820)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Tm16	neuprint_JRC_OpticLobe_v1_0:52820
46361	adult neuron	male organism	Tm16_R (JRC_OpticLobe:46361)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Tm16	neuprint_JRC_OpticLobe_v1_0:46361
53820	adult neuron	male organism	Tm16_R (JRC_OpticLobe:53820)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Tm16	neuprint_JRC_OpticLobe_v1_0:53820
51075	adult neuron	male organism	Tm16_R (JRC_OpticLobe:51075)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Tm16	neuprint_JRC_OpticLobe_v1_0:51075
45743	adult neuron	male organism	Tm16_R (JRC_OpticLobe:45743)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Tm16	neuprint_JRC_OpticLobe_v1_0:45743
72659	adult neuron	male organism	Tm16_R (JRC_OpticLobe:72659)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Tm16	neuprint_JRC_OpticLobe_v1_0:72659
36919	adult neuron	male organism	Tm16_R (JRC_OpticLobe:36919)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Tm16	neuprint_JRC_OpticLobe_v1_0:36919
39433	adult neuron	male organism	Tm16_R (JRC_OpticLobe:39433)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Tm16	neuprint_JRC_OpticLobe_v1_0:39433
51078	adult neuron	male organism	Tm16_R (JRC_OpticLobe:51078)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Tm16	neuprint_JRC_OpticLobe_v1_0:51078
47596	adult neuron	male organism	Tm16_R (JRC_OpticLobe:47596)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Tm16	neuprint_JRC_OpticLobe_v1_0:47596
36848	adult neuron	male organism	Tm16_R (JRC_OpticLobe:36848)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Tm16	neuprint_JRC_OpticLobe_v1_0:36848
36069	adult neuron	male organism	Tm16_R (JRC_OpticLobe:36069)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Tm16	neuprint_JRC_OpticLobe_v1_0:36069
46043	adult neuron	male organism	Tm16_R (JRC_OpticLobe:46043)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Tm16	neuprint_JRC_OpticLobe_v1_0:46043
39792	adult neuron	male organism	Tm16_R (JRC_OpticLobe:39792)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Tm16	neuprint_JRC_OpticLobe_v1_0:39792
68910	adult neuron	male organism	Tm16_R (JRC_OpticLobe:68910)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Tm16	neuprint_JRC_OpticLobe_v1_0:68910
37819	adult neuron	male organism	Tm16_R (JRC_OpticLobe:37819)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Tm16	neuprint_JRC_OpticLobe_v1_0:37819
39618	adult neuron	male organism	Tm16_R (JRC_OpticLobe:39618)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Tm16	neuprint_JRC_OpticLobe_v1_0:39618
39478	adult neuron	male organism	Tm16_R (JRC_OpticLobe:39478)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Tm16	neuprint_JRC_OpticLobe_v1_0:39478
35387	adult neuron	male organism	Tm16_R (JRC_OpticLobe:35387)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Tm16	neuprint_JRC_OpticLobe_v1_0:35387
41823	adult neuron	male organism	Tm16_R (JRC_OpticLobe:41823)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Tm16	neuprint_JRC_OpticLobe_v1_0:41823
39711	adult neuron	male organism	Tm16_R (JRC_OpticLobe:39711)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Tm16	neuprint_JRC_OpticLobe_v1_0:39711
50193	adult neuron	male organism	Tm16_R (JRC_OpticLobe:50193)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Tm16	neuprint_JRC_OpticLobe_v1_0:50193
43345	adult neuron	male organism	Tm16_R (JRC_OpticLobe:43345)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Tm16	neuprint_JRC_OpticLobe_v1_0:43345
40495	adult neuron	male organism	Tm16_R (JRC_OpticLobe:40495)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Tm16	neuprint_JRC_OpticLobe_v1_0:40495
40094	adult neuron	male organism	Tm16_R (JRC_OpticLobe:40094)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Tm16	neuprint_JRC_OpticLobe_v1_0:40094
39149	adult neuron	male organism	Tm16_R (JRC_OpticLobe:39149)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Tm16	neuprint_JRC_OpticLobe_v1_0:39149
