filename	label	AD	DBD	part_of	Template	synonyms	dbxrefs	comment
20x-Brain-2851271878427803746	JRC_SS66192_Brain_20200911_41_D4_20x	P{R14D05-p65.AD}	P{VT019720-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS66192|JRC_SS66192	FlyLightSplit:SS66192|FlyLightSplitSlideCode:20200911_41_D4|jrc_slide_code_api:20200911_41_D4|neuronbridge:SS66192	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20200911_41_D4', age: 'Day 1-5'
20x-Brain-2851271883922341986	JRC_SS66201_Brain_20200911_41_G1_20x	P{R14D05-p65.AD}	P{VT019723-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS66201|JRC_SS66201	FlyLightSplit:SS66201|FlyLightSplitSlideCode:20200911_41_G1|jrc_slide_code_api:20200911_41_G1|neuronbridge:SS66201	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20200911_41_G1', age: 'Day 1-5'
20x-Brain-2851271888636739682	JRC_SS66162_Brain_20200911_41_I1_20x	P{R71D08-p65.AD}	P{VT026771-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS66162|JRC_SS66162	FlyLightSplit:SS66162|FlyLightSplitSlideCode:20200911_41_I1|jrc_slide_code_api:20200911_41_I1|neuronbridge:SS66162	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20200911_41_I1', age: 'Day 1-5'
20x-Brain-3129981625102762082	JRC_SS66201_Brain_20221021_43_F3_20x	P{R14D05-p65.AD}	P{VT019723-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS66201|JRC_SS66201	FlyLightSplit:SS66201|FlyLightSplitSlideCode:20221021_43_F3|jrc_slide_code_api:20221021_43_F3|neuronbridge:SS66201	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20221021_43_F3', age: 'Day 1-5'
20x-Brain-3129981626637877346	JRC_SS66162_Brain_20221021_43_H2_20x	P{R71D08-p65.AD}	P{VT026771-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS66162|JRC_SS66162	FlyLightSplit:SS66162|FlyLightSplitSlideCode:20221021_43_H2|jrc_slide_code_api:20221021_43_H2|neuronbridge:SS66162	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20221021_43_H2', age: 'Day 1-5'
20x-Brain-3194093555450642591	JRC_SS66192_Brain_20230421_43_D2_20x	P{R14D05-p65.AD}	P{VT019720-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS66192|JRC_SS66192	FlyLightSplit:SS66192|FlyLightSplitSlideCode:20230421_43_D2|jrc_slide_code_api:20230421_43_D2|neuronbridge:SS66192	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20230421_43_D2', age: 'Day 1-5'
20x-Brain-3198369232869916831	JRC_SS66192_Brain_20230505_43_F1_20x	P{R14D05-p65.AD}	P{VT019720-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS66192|JRC_SS66192	FlyLightSplit:SS66192|FlyLightSplitSlideCode:20230505_43_F1|jrc_slide_code_api:20230505_43_F1|neuronbridge:SS66192	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20230505_43_F1', age: 'Day 1-5'
20x-Brain-3128485004393316450	JRC_SS66201_Brain_20221021_45_A4_20x	P{R14D05-p65.AD}	P{VT019723-GAL4.DBD}	male organism|adult brain	JRC2018Unisex_c	SS66201|JRC_SS66201	FlyLightSplit:SS66201|FlyLightSplitSlideCode:20221021_45_A4|jrc_slide_code_api:20221021_45_A4|neuronbridge:SS66201	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20221021_45_A4', age: 'Day 1-5'
20x-Brain-3128485005081182306	JRC_SS66162_Brain_20221021_45_B3_20x	P{R71D08-p65.AD}	P{VT026771-GAL4.DBD}	male organism|adult brain	JRC2018Unisex_c	SS66162|JRC_SS66162	FlyLightSplit:SS66162|FlyLightSplitSlideCode:20221021_45_B3|jrc_slide_code_api:20221021_45_B3|neuronbridge:SS66162	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20221021_45_B3', age: 'Day 1-5'
20x-Brain-3198767756514164895	JRC_SS66192_Brain_20230505_44_F1_20x	P{R14D05-p65.AD}	P{VT019720-GAL4.DBD}	male organism|adult brain	JRC2018Unisex_c	SS66192|JRC_SS66192	FlyLightSplit:SS66192|FlyLightSplitSlideCode:20230505_44_F1|jrc_slide_code_api:20230505_44_F1|neuronbridge:SS66192	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20230505_44_F1', age: 'Day 1-5'
20x-VNC-2851271878427803746	JRC_SS66192_VNC_20200911_41_D4_20x	P{R14D05-p65.AD}	P{VT019720-GAL4.DBD}	female organism|adult ventral nerve cord	JRC2018UnisexVNC_c	SS66192|JRC_SS66192	FlyLightSplit:SS66192|FlyLightSplitSlideCode:20200911_41_D4|jrc_slide_code_api:20200911_41_D4|neuronbridge:SS66192	tile(s): 'ventral_nerve_cord', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20200911_41_D4', age: 'Day 1-5'
20x-VNC-2851271883922341986	JRC_SS66201_VNC_20200911_41_G1_20x	P{R14D05-p65.AD}	P{VT019723-GAL4.DBD}	female organism|adult ventral nerve cord	JRC2018UnisexVNC_c	SS66201|JRC_SS66201	FlyLightSplit:SS66201|FlyLightSplitSlideCode:20200911_41_G1|jrc_slide_code_api:20200911_41_G1|neuronbridge:SS66201	tile(s): 'ventral_nerve_cord', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20200911_41_G1', age: 'Day 1-5'
20x-VNC-2851271888636739682	JRC_SS66162_VNC_20200911_41_I1_20x	P{R71D08-p65.AD}	P{VT026771-GAL4.DBD}	female organism|adult ventral nerve cord	JRC2018UnisexVNC_c	SS66162|JRC_SS66162	FlyLightSplit:SS66162|FlyLightSplitSlideCode:20200911_41_I1|jrc_slide_code_api:20200911_41_I1|neuronbridge:SS66162	tile(s): 'ventral_nerve_cord', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20200911_41_I1', age: 'Day 1-5'
20x-VNC-3129981625102762082	JRC_SS66201_VNC_20221021_43_F3_20x	P{R14D05-p65.AD}	P{VT019723-GAL4.DBD}	female organism|adult ventral nerve cord	JRC2018UnisexVNC_c	SS66201|JRC_SS66201	FlyLightSplit:SS66201|FlyLightSplitSlideCode:20221021_43_F3|jrc_slide_code_api:20221021_43_F3|neuronbridge:SS66201	tile(s): 'ventral_nerve_cord', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20221021_43_F3', age: 'Day 1-5'
20x-VNC-3129981626637877346	JRC_SS66162_VNC_20221021_43_H2_20x	P{R71D08-p65.AD}	P{VT026771-GAL4.DBD}	female organism|adult ventral nerve cord	JRC2018UnisexVNC_c	SS66162|JRC_SS66162	FlyLightSplit:SS66162|FlyLightSplitSlideCode:20221021_43_H2|jrc_slide_code_api:20221021_43_H2|neuronbridge:SS66162	tile(s): 'ventral_nerve_cord', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20221021_43_H2', age: 'Day 1-5'
20x-VNC-3194093555450642591	JRC_SS66192_VNC_20230421_43_D2_20x	P{R14D05-p65.AD}	P{VT019720-GAL4.DBD}	female organism|adult ventral nerve cord	JRC2018UnisexVNC_c	SS66192|JRC_SS66192	FlyLightSplit:SS66192|FlyLightSplitSlideCode:20230421_43_D2|jrc_slide_code_api:20230421_43_D2|neuronbridge:SS66192	tile(s): 'ventral_nerve_cord', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20230421_43_D2', age: 'Day 1-5'
20x-VNC-3198369232869916831	JRC_SS66192_VNC_20230505_43_F1_20x	P{R14D05-p65.AD}	P{VT019720-GAL4.DBD}	female organism|adult ventral nerve cord	JRC2018UnisexVNC_c	SS66192|JRC_SS66192	FlyLightSplit:SS66192|FlyLightSplitSlideCode:20230505_43_F1|jrc_slide_code_api:20230505_43_F1|neuronbridge:SS66192	tile(s): 'ventral_nerve_cord', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20230505_43_F1', age: 'Day 1-5'
