subject_id	object	relation	pub	subject_name	comment
VFB_jrmc0g9h	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Tm33_L (MaleCNS:81160)	male-cns:v0.9 251117
VFB_jrmc0h8c	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Tm38_R (MaleCNS:40956)	male-cns:v0.9 251117
VFB_jrmc0kf7	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Tm20_L (MaleCNS:149150)	male-cns:v0.9 251117
VFB_jrmc0kf8	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Tm20_L (MaleCNS:158464)	male-cns:v0.9 251117
VFB_jrmc1yph	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Li18a_L (MaleCNS:165444)	male-cns:v0.9 251117
VFB_jrmc246l	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	LPi14_L (MaleCNS:117963)	male-cns:v0.9 251117
VFB_jrmc0ody	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Tm1_R (MaleCNS:100740)	male-cns:v0.9 251117
VFB_jrmc24e7	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	LPi34_L (MaleCNS:23713)	male-cns:v0.9 251117
VFB_jrmc0t6b	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	T5c_R (MaleCNS:137369)	male-cns:v0.9 251117
VFB_jrmc07f7	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Tm9_R (MaleCNS:96778)	male-cns:v0.9 251117
VFB_jrmc09tz	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	TmY17_R (MaleCNS:46020)	male-cns:v0.9 251117
VFB_jrmc1mig	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Mi9_L (MaleCNS:526995)	male-cns:v0.9 251117
VFB_jrmc1lbb	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Pm4_R (MaleCNS:20350)	male-cns:v0.9 251117
VFB_jrmc1zgs	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Li28_R (MaleCNS:17280)	male-cns:v0.9 251117
VFB_jrmc0h8d	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Tm38_L (MaleCNS:80297)	male-cns:v0.9 251117
VFB_jrmc3cw9	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	C2_L (MaleCNS:63542)	male-cns:v0.9 251117
VFB_jrmc0j2w	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Tm2_R (MaleCNS:62661)	male-cns:v0.9 251117
VFB_jrmc1sy4	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Mi4_L (MaleCNS:90324)	male-cns:v0.9 251117
VFB_jrmc09i3	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	TmY15_L (MaleCNS:534672)	male-cns:v0.9 251117
VFB_jrmc0488	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	TmY3_R (MaleCNS:52407)	male-cns:v0.9 251117
VFB_jrmc01gb	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Y13_R (MaleCNS:38127)	male-cns:v0.9 251117
VFB_jrmc2fcy	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	L2_L (MaleCNS:551380)	male-cns:v0.9 251117
VFB_jrmc14aa	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	T2_R (MaleCNS:125710)	male-cns:v0.9 251117
VFB_jrmc1w1c	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Mi1_L (MaleCNS:45841)	male-cns:v0.9 251117
