subject_external_id	subject_name	object	pub	comment	subject_external_db	relation
5813008771	M_vPNml53	adult multiglomerular antennal lobe projection neuron type 53 vPN	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
1570685224	M_vPNml53	adult multiglomerular antennal lobe projection neuron type 53 vPN	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
294792184	M_vPNml53	adult multiglomerular antennal lobe projection neuron type 53 vPN	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
362473525	AstA1	allatostatin A neuron			neuprint_JRC_Hemibrain_1point1	is_a
5813069859	AstA1	allatostatin A neuron			neuprint_JRC_Hemibrain_1point1	is_a
5901194556	M_lvPNm37	adult multiglomerular antennal lobe projection neuron type 37 lvPN	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
5812992942	M_lvPNm37	adult multiglomerular antennal lobe projection neuron type 37 lvPN	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
5901194250	M_lvPNm37	adult multiglomerular antennal lobe projection neuron type 37 lvPN	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
299082033	LHPV5e1	adult lateral horn PV5e1 neuron			neuprint_JRC_Hemibrain_1point1	is_a
328611004	LHPV5e1	adult lateral horn PV5e1 neuron			neuprint_JRC_Hemibrain_1point1	is_a
1570685033	M_vPNml54	adult multiglomerular antennal lobe projection neuron type 54 vPN	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
1570684665	M_vPNml54	adult multiglomerular antennal lobe projection neuron type 54 vPN	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
5813067334	DNES2	adult descending neuron to esophagus	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
295063181	DNES2	adult descending neuron to esophagus	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
514530654	PI1_b	adult neurosecretory cell of pars intercerebralis	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
5813057164	PI1_b	adult neurosecretory cell of pars intercerebralis	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
5813047717	PI1_b	adult neurosecretory cell of pars intercerebralis	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
5813019567	PI1_b	adult neurosecretory cell of pars intercerebralis	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
5813025545	PI1_b	adult neurosecretory cell of pars intercerebralis	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
5813014245	PI1_b	adult neurosecretory cell of pars intercerebralis	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
359027729	PI1_b	adult neurosecretory cell of pars intercerebralis	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
392445880	PI1_b	adult neurosecretory cell of pars intercerebralis	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
5813096129	LHAD1d2	adult lateral horn AD1d2 neuron			neuprint_JRC_Hemibrain_1point1	is_a
391716661	LHAD1d2	adult lateral horn AD1d2 neuron			neuprint_JRC_Hemibrain_1point1	is_a
360314997	LHAD1d2	adult lateral horn AD1d2 neuron			neuprint_JRC_Hemibrain_1point1	is_a
5812981862	SAG	adult sex peptide abdominal ganglion neuron	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
517587356	SAG	adult sex peptide abdominal ganglion neuron	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
1759999022	M_lvPNm33	adult multiglomerular antennal lobe projection neuron type 33 lvPN	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
5813067728	LHAD1b5	adult lateral horn AD1b5 neuron			neuprint_JRC_Hemibrain_1point1	is_a
5901195496	LHAD1b5	adult lateral horn AD1b5 neuron			neuprint_JRC_Hemibrain_1point1	is_a
421957539	LHAD1b5	adult lateral horn AD1b5 neuron			neuprint_JRC_Hemibrain_1point1	is_a
517842578	LHAD1b5	adult lateral horn AD1b5 neuron			neuprint_JRC_Hemibrain_1point1	is_a
513404289	LHAD1b5	adult lateral horn AD1b5 neuron			neuprint_JRC_Hemibrain_1point1	is_a
329599710	M_lvPNm32	adult multiglomerular antennal lobe projection neuron type 32 lvPN	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
5813069532	M_lvPNm34	adult multiglomerular antennal lobe projection neuron type 34 lvPN	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
330388864	PI1_a	adult neurosecretory cell of pars intercerebralis	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
1481737138	PI1_a	adult neurosecretory cell of pars intercerebralis	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
5813047907	PI1_a	adult neurosecretory cell of pars intercerebralis	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
5813026428	PI1_a	adult neurosecretory cell of pars intercerebralis	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
5813026371	PI1_a	adult neurosecretory cell of pars intercerebralis	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
267304783	PI1_a	adult neurosecretory cell of pars intercerebralis	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
5813020965	PI1_a	adult neurosecretory cell of pars intercerebralis	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
5813026385	PI1_a	adult neurosecretory cell of pars intercerebralis	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
512765816	LHAD1b6_a	adult lateral horn AD1b6 neuron			neuprint_JRC_Hemibrain_1point1	is_a
425471220	LHAD1b6_a	adult lateral horn AD1b6 neuron			neuprint_JRC_Hemibrain_1point1	is_a
452336897	LHAD1b6_a	adult lateral horn AD1b6 neuron			neuprint_JRC_Hemibrain_1point1	is_a
294161385	CRZ01	adult corazonin neuron	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
1504889437	M_lvPNm38	adult antennal lobe projection neuron VC5+ lvPN 2	FlyBase:FBrf0246456		neuprint_JRC_Hemibrain_1point1	is_a
1670597454	M_lvPNm35	adult multiglomerular antennal lobe projection neuron type 35 lvPN	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
5812995298	M_lvPNm35	adult multiglomerular antennal lobe projection neuron type 35 lvPN	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
418645869	DNES3	adult descending neuron to esophagus	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
424776680	LHAD1c2	adult lateral horn AD1c2 neuron			neuprint_JRC_Hemibrain_1point1	is_a
424780893	LHAD1c2	adult lateral horn AD1c2 neuron			neuprint_JRC_Hemibrain_1point1	is_a
424781115	LHAD1c2	adult lateral horn AD1c2 neuron			neuprint_JRC_Hemibrain_1point1	is_a
425121959	LHAD1c2	adult lateral horn AD1c2 neuron			neuprint_JRC_Hemibrain_1point1	is_a
551298257	LHAD1c2	adult lateral horn AD1c2 neuron			neuprint_JRC_Hemibrain_1point1	is_a
