subject_id	object	pub	relation	comment	subject_name
VFB_jrmc2uj2	primary neuron	doi:10.1101/2025.10.09.680999	is_a	male-cns:v1.0 260821	GNG656_R (MaleCNS:17754)
VFB_jrmc2uj3	primary neuron	doi:10.1101/2025.10.09.680999	is_a	male-cns:v1.0 260821	GNG656_L (MaleCNS:17941)
VFB_jrmc2uj4	primary neuron	doi:10.1101/2025.10.09.680999	is_a	male-cns:v1.0 260821	GNG656_R (MaleCNS:513814)
VFB_jrmc2uj5	primary neuron	doi:10.1101/2025.10.09.680999	is_a	male-cns:v1.0 260821	GNG656_L (MaleCNS:16428)
VFB_jrmc2hhv	primary neuron	doi:10.1101/2025.10.09.680999	is_a	male-cns:v1.0 260821	IPC_L (MaleCNS:512736)
VFB_jrmc1ikk	primary neuron	doi:10.1101/2025.10.09.680999	is_a	male-cns:v1.0 260821	PI3_L (MaleCNS:33481)
VFB_jrmc37kt	primary neuron	doi:10.1101/2025.10.09.680999	is_a	male-cns:v1.0 260821	DMS_R (MaleCNS:14105)
VFB_jrmc2hhw	primary neuron	doi:10.1101/2025.10.09.680999	is_a	male-cns:v1.0 260821	IPC_R (MaleCNS:11052)
VFB_jrmc1ikl	primary neuron	doi:10.1101/2025.10.09.680999	is_a	male-cns:v1.0 260821	PI3_L (MaleCNS:16640)
VFB_jrmc37ig	primary neuron	doi:10.1101/2025.10.09.680999	is_a	male-cns:v1.0 260821	DH44_R (MaleCNS:10812)
VFB_jrmc37ih	primary neuron	doi:10.1101/2025.10.09.680999	is_a	male-cns:v1.0 260821	DH44_L (MaleCNS:10665)
VFB_jrmc37ii	primary neuron	doi:10.1101/2025.10.09.680999	is_a	male-cns:v1.0 260821	DH44_R (MaleCNS:11162)
VFB_jrmc37ij	primary neuron	doi:10.1101/2025.10.09.680999	is_a	male-cns:v1.0 260821	DH44_L (MaleCNS:11767)
VFB_jrmc37ik	primary neuron	doi:10.1101/2025.10.09.680999	is_a	male-cns:v1.0 260821	DH44_R (MaleCNS:555767)
VFB_jrmc2hi1	primary neuron	doi:10.1101/2025.10.09.680999	is_a	male-cns:v1.0 260821	IPC_R (MaleCNS:10911)
VFB_jrmc2hi2	primary neuron	doi:10.1101/2025.10.09.680999	is_a	male-cns:v1.0 260821	IPC_R (MaleCNS:11209)
