subject_id	object	pub	relation	comment	subject_name
VFB_jrcv07qb	secondary neuron	doi:10.1101/2023.06.05.543757	is_a	manc:v1.2.1 260821	IN14A005_T1_R (MANC:10019)
VFB_jrcv07qv	secondary neuron	doi:10.1101/2023.06.05.543757	is_a	manc:v1.2.1 260821	IN01A007_T1_R (MANC:10039)
VFB_jrcv07r7	secondary neuron	doi:10.1101/2023.06.05.543757	is_a	manc:v1.2.1 260821	IN09A007_T3_L (MANC:10051)
VFB_jrcv07rg	secondary neuron	doi:10.1101/2023.06.05.543757	is_a	manc:v1.2.1 260821	IN16B003_T1_L (MANC:10060)
VFB_jrcv07tb	secondary neuron	doi:10.1101/2023.06.05.543757	is_a	manc:v1.2.1 260821	IN00A003_T3_M (MANC:10127)
VFB_jrcv07te	secondary neuron	doi:10.1101/2023.06.05.543757	is_a	manc:v1.2.1 260821	TBD (MANC:10130)
VFB_jrcv07th	secondary neuron	doi:10.1101/2023.06.05.543757	is_a	manc:v1.2.1 260821	IN19A002_T3_L (MANC:10133)
VFB_jrcv07tw	secondary neuron	doi:10.1101/2023.06.05.543757	is_a	manc:v1.2.1 260821	IN07B005_T2_R (MANC:10148)
VFB_jrcv07ty	secondary neuron	doi:10.1101/2023.06.05.543757	is_a	manc:v1.2.1 260821	IN19A002_T2_R (MANC:10150)
VFB_jrcv07uh	secondary neuron	doi:10.1101/2023.06.05.543757	is_a	manc:v1.2.1 260821	IN19A002_T3_R (MANC:10169)
VFB_jrcv07ul	secondary neuron	doi:10.1101/2023.06.05.543757	is_a	manc:v1.2.1 260821	IN19A005_T1_R (MANC:10173)
VFB_jrcv07up	secondary neuron	doi:10.1101/2023.06.05.543757	is_a	manc:v1.2.1 260821	IN19B013_T3_L (MANC:10177)
VFB_jrcv07ur	secondary neuron	doi:10.1101/2023.06.05.543757	is_a	manc:v1.2.1 260821	AN04B001_T2_R (MANC:10179)
VFB_jrcv07v8	secondary neuron	doi:10.1101/2023.06.05.543757	is_a	manc:v1.2.1 260821	IN19A002_T1_L (MANC:10196)
VFB_jrcv07va	secondary neuron	doi:10.1101/2023.06.05.543757	is_a	manc:v1.2.1 260821	IN08A002_T3_R (MANC:10198)
VFB_jrcv07vf	secondary neuron	doi:10.1101/2023.06.05.543757	is_a	manc:v1.2.1 260821	IN08A002_T3_L (MANC:10203)
VFB_jrcv07vi	secondary neuron	doi:10.1101/2023.06.05.543757	is_a	manc:v1.2.1 260821	IN07B005_T2_L (MANC:10206)
VFB_jrcv07vk	secondary neuron	doi:10.1101/2023.06.05.543757	is_a	manc:v1.2.1 260821	AN12B001_T2_L (MANC:10208)
VFB_jrcv07vn	secondary neuron	doi:10.1101/2023.06.05.543757	is_a	manc:v1.2.1 260821	AN04B001_T2_L (MANC:10211)
VFB_jrcv07vp	secondary neuron	doi:10.1101/2023.06.05.543757	is_a	manc:v1.2.1 260821	IN19A002_T1_R (MANC:10213)
VFB_jrcv07vr	secondary neuron	doi:10.1101/2023.06.05.543757	is_a	manc:v1.2.1 260821	IN19A002_T3_L (MANC:10215)
VFB_jrcv07w6	secondary neuron	doi:10.1101/2023.06.05.543757	is_a	manc:v1.2.1 260821	IN13A003_T1_R (MANC:10230)
VFB_jrcv07w9	secondary neuron	doi:10.1101/2023.06.05.543757	is_a	manc:v1.2.1 260821	IN19A004_T2_R (MANC:10233)
VFB_jrcv07wc	secondary neuron	doi:10.1101/2023.06.05.543757	is_a	manc:v1.2.1 260821	IN19A008_T2_L (MANC:10236)
VFB_jrcv07wd	secondary neuron	doi:10.1101/2023.06.05.543757	is_a	manc:v1.2.1 260821	IN19A001_T3_R (MANC:10237)
