subject_id	object	relation	pub	subject_name	comment
VFB_jrmc18ai	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	None (MaleCNS:816307)	male-cns:v1.0 260624
VFB_jrmc1719	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	None (MaleCNS:816388)	male-cns:v1.0 260624
VFB_jrmc1y7w	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	LgLG3_L (MaleCNS:816421)	male-cns:v1.0 260624
VFB_jrmc18x6	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	None (MaleCNS:816473)	male-cns:v1.0 260624
VFB_jrmc1868	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	None (MaleCNS:816558)	male-cns:v1.0 260624
VFB_jrmc1y0z	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	LgLG1b_L (MaleCNS:816604)	male-cns:v1.0 260624
VFB_jrmc18y0	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	None (MaleCNS:816616)	male-cns:v1.0 260624
VFB_jrmc193w	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	None (MaleCNS:816629)	male-cns:v1.0 260624
VFB_jrmc193x	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	None (MaleCNS:816664)	male-cns:v1.0 260624
VFB_jrmc193y	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	None (MaleCNS:816719)	male-cns:v1.0 260624
VFB_jrmc1y7x	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	LgLG3_L (MaleCNS:816809)	male-cns:v1.0 260624
VFB_jrmc18q6	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	None (MaleCNS:816937)	male-cns:v1.0 260624
VFB_jrmc1y7y	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	LgLG3_L (MaleCNS:817128)	male-cns:v1.0 260624
VFB_jrmc18aj	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	None (MaleCNS:817178)	male-cns:v1.0 260624
VFB_jrmc1869	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	None (MaleCNS:817339)	male-cns:v1.0 260624
VFB_jrmc18dd	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	None (MaleCNS:817402)	male-cns:v1.0 260624
VFB_jrmc1y10	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	LgLG1b_L (MaleCNS:817660)	male-cns:v1.0 260624
VFB_jrmc1y11	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	LgLG1b_L (MaleCNS:817687)	male-cns:v1.0 260624
VFB_jrmc1a1q	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	None (MaleCNS:817706)	male-cns:v1.0 260624
VFB_jrmc1a1r	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	None (MaleCNS:817770)	male-cns:v1.0 260624
VFB_jrmc18ui	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	None (MaleCNS:817827)	male-cns:v1.0 260624
VFB_jrmc1y12	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	LgLG1b_L (MaleCNS:817861)	male-cns:v1.0 260624
VFB_jrmc1y7z	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	LgLG3_L (MaleCNS:817934)	male-cns:v1.0 260624
VFB_jrmc18q7	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	None (MaleCNS:817954)	male-cns:v1.0 260624
VFB_jrmc1y4p	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	LgLG2_L (MaleCNS:818240)	male-cns:v1.0 260624
VFB_jrmc193z	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	None (MaleCNS:818263)	male-cns:v1.0 260624
VFB_jrmc197a	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	None (MaleCNS:818325)	male-cns:v1.0 260624
VFB_jrmc18uj	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	None (MaleCNS:818339)	male-cns:v1.0 260624
VFB_jrmc181s	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	None (MaleCNS:818474)	male-cns:v1.0 260624
VFB_jrmc1y80	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	LgLG3_L (MaleCNS:818687)	male-cns:v1.0 260624
VFB_jrmc1a1s	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	None (MaleCNS:818718)	male-cns:v1.0 260624
VFB_jrmc1y13	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	LgLG1b_L (MaleCNS:819177)	male-cns:v1.0 260624
VFB_jrmc1788	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	None (MaleCNS:819219)	male-cns:v1.0 260624
VFB_jrmc189a	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	None (MaleCNS:819226)	male-cns:v1.0 260624
VFB_jrmc1y4q	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	LgLG2_L (MaleCNS:819334)	male-cns:v1.0 260624
VFB_jrmc18q8	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	None (MaleCNS:819336)	male-cns:v1.0 260624
VFB_jrmc1y14	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	LgLG1b_L (MaleCNS:819359)	male-cns:v1.0 260624
VFB_jrmc181t	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	None (MaleCNS:819463)	male-cns:v1.0 260624
VFB_jrmc1789	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	None (MaleCNS:819500)	male-cns:v1.0 260624
VFB_jrmc1y81	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	LgLG3_L (MaleCNS:819573)	male-cns:v1.0 260624
VFB_jrmc1y15	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	LgLG1b_L (MaleCNS:819769)	male-cns:v1.0 260624
VFB_jrmc18eu	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	None (MaleCNS:819939)	male-cns:v1.0 260624
VFB_jrmc3kve	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	None (MaleCNS:820495)	male-cns:v1.0 260624
VFB_jrmc1y82	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	LgLG3_L (MaleCNS:821029)	male-cns:v1.0 260624
VFB_jrmc1753	adult metathoracic leg nerve	fasciculates_with	doi:10.1101/2025.10.09.680999	None (MaleCNS:821064)	male-cns:v1.0 260624
