filename	label	part_of	Template	synonyms	dbxrefs	AD	DBD	comment
SS55382_30H09_21A03_B	JRC_SS55382_L3CNS_B	embryonic/larval central nervous system	L1_larval_CNS_ssTEM_4_Cardona4Janelia_c	SS55382|JRC_SS55382	FlyLightLarvalCNS:SS55382	P{R30H09-p65.AD}	P{R21A03-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release.
SS55539_124A10_47E12_A	JRC_SS55539_L3CNS_A	embryonic/larval central nervous system	L1_larval_CNS_ssTEM_4_Cardona4Janelia_c	SS55539|JRC_SS55539	FlyLightLarvalCNS:SS55539	P{VT002856-p65.AD}	P{R47E12-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release.
SS55539_124A10_47E12_B	JRC_SS55539_L3CNS_B	embryonic/larval central nervous system	L1_larval_CNS_ssTEM_4_Cardona4Janelia_c	SS55539|JRC_SS55539	FlyLightLarvalCNS:SS55539	P{VT002856-p65.AD}	P{R47E12-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release.
SS55547_116B07_106H07_A	JRC_SS55547_L3CNS_A	embryonic/larval central nervous system	L1_larval_CNS_ssTEM_4_Cardona4Janelia_c	SS55547|JRC_SS55547	FlyLightLarvalCNS:SS55547	P{VT059451-p65.AD}	P{VT015785-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release.
SS55547_116B07_106H07_B	JRC_SS55547_L3CNS_B	embryonic/larval central nervous system	L1_larval_CNS_ssTEM_4_Cardona4Janelia_c	SS55547|JRC_SS55547	FlyLightLarvalCNS:SS55547	P{VT059451-p65.AD}	P{VT015785-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release.
SS55554_24H12_118G12_A	JRC_SS55554_L3CNS_A	embryonic/larval central nervous system	L1_larval_CNS_ssTEM_4_Cardona4Janelia_c	SS55554|JRC_SS55554	FlyLightLarvalCNS:SS55554	P{R24H12-p65.AD}	P{VT056765-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release.
SS55554_24H12_118G12_B	JRC_SS55554_L3CNS_B	embryonic/larval central nervous system	L1_larval_CNS_ssTEM_4_Cardona4Janelia_c	SS55554|JRC_SS55554	FlyLightLarvalCNS:SS55554	P{R24H12-p65.AD}	P{VT056765-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release.
SS55760_94E10_45B08_A	JRC_SS55760_L3CNS_A	embryonic/larval central nervous system	L1_larval_CNS_ssTEM_4_Cardona4Janelia_c	SS55760|JRC_SS55760	FlyLightLarvalCNS:SS55760	P{R94E10-p65.AD}	P{R45B08-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release.
SS55760_94E10_45B08_B	JRC_SS55760_L3CNS_B	embryonic/larval central nervous system	L1_larval_CNS_ssTEM_4_Cardona4Janelia_c	SS55760|JRC_SS55760	FlyLightLarvalCNS:SS55760	P{R94E10-p65.AD}	P{R45B08-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release.
SS55969_110B06_129B02_A	JRC_SS55969_L3CNS_A	embryonic/larval central nervous system	L1_larval_CNS_ssTEM_4_Cardona4Janelia_c	SS55969|JRC_SS55969	FlyLightLarvalCNS:SS55969	P{VT020016-p65.AD}	P{VT017262-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release.
SS55969_110B06_129B02_B	JRC_SS55969_L3CNS_B	embryonic/larval central nervous system	L1_larval_CNS_ssTEM_4_Cardona4Janelia_c	SS55969|JRC_SS55969	FlyLightLarvalCNS:SS55969	P{VT020016-p65.AD}	P{VT017262-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release.
SS55972_115F12_24F10_A	JRC_SS55972_L3CNS_A	embryonic/larval central nervous system	L1_larval_CNS_ssTEM_4_Cardona4Janelia_c	SS55972|JRC_SS55972	FlyLightLarvalCNS:SS55972	P{VT033296-p65.AD}	P{R24F10-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release.
SS55972_115F12_24F10_B	JRC_SS55972_L3CNS_B	embryonic/larval central nervous system	L1_larval_CNS_ssTEM_4_Cardona4Janelia_c	SS55972|JRC_SS55972	FlyLightLarvalCNS:SS55972	P{VT033296-p65.AD}	P{R24F10-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release.
SS55973_105D02_32D04_A	JRC_SS55973_L3CNS_A	embryonic/larval central nervous system	L1_larval_CNS_ssTEM_4_Cardona4Janelia_c	SS55973|JRC_SS55973	FlyLightLarvalCNS:SS55973	P{VT048835-p65.AD}	P{R32D04-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release.
SS55973_105D02_32D04_B	JRC_SS55973_L3CNS_B	embryonic/larval central nervous system	L1_larval_CNS_ssTEM_4_Cardona4Janelia_c	SS55973|JRC_SS55973	FlyLightLarvalCNS:SS55973	P{VT048835-p65.AD}	P{R32D04-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release.
SS56114_17B02_101H04_A	JRC_SS56114_L3CNS_A	embryonic/larval central nervous system	L1_larval_CNS_ssTEM_4_Cardona4Janelia_c	SS56114|JRC_SS56114	FlyLightLarvalCNS:SS56114	P{R17B02-p65.AD}	P{VT041421-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release.
SS56114_17B02_101H04_B	JRC_SS56114_L3CNS_B	embryonic/larval central nervous system	L1_larval_CNS_ssTEM_4_Cardona4Janelia_c	SS56114|JRC_SS56114	FlyLightLarvalCNS:SS56114	P{R17B02-p65.AD}	P{VT041421-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release.
SS56272_69C11_128H10_A	JRC_SS56272_L3CNS_A	embryonic/larval central nervous system	L1_larval_CNS_ssTEM_4_Cardona4Janelia_c	SS56272|JRC_SS56272	FlyLightLarvalCNS:SS56272	P{R69C11-p65.AD}	P{VT063627-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release.
SS56272_69C11_128H10_B	JRC_SS56272_L3CNS_B	embryonic/larval central nervous system	L1_larval_CNS_ssTEM_4_Cardona4Janelia_c	SS56272|JRC_SS56272	FlyLightLarvalCNS:SS56272	P{R69C11-p65.AD}	P{VT063627-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release.
SS56393_59C08_115C08_A	JRC_SS56393_L3CNS_A	embryonic/larval central nervous system	L1_larval_CNS_ssTEM_4_Cardona4Janelia_c	SS56393|JRC_SS56393	FlyLightLarvalCNS:SS56393	P{R59C08-p65.AD}	P{VT016795-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release.
SS56393_59C08_115C08_B	JRC_SS56393_L3CNS_B	embryonic/larval central nervous system	L1_larval_CNS_ssTEM_4_Cardona4Janelia_c	SS56393|JRC_SS56393	FlyLightLarvalCNS:SS56393	P{R59C08-p65.AD}	P{VT016795-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release.
SS56394_59C08_115E12_A	JRC_SS56394_L3CNS_A	embryonic/larval central nervous system	L1_larval_CNS_ssTEM_4_Cardona4Janelia_c	SS56394|JRC_SS56394	FlyLightLarvalCNS:SS56394	P{R59C08-p65.AD}	P{VT028457-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release.
SS56394_59C08_115E12_B	JRC_SS56394_L3CNS_B	embryonic/larval central nervous system	L1_larval_CNS_ssTEM_4_Cardona4Janelia_c	SS56394|JRC_SS56394	FlyLightLarvalCNS:SS56394	P{R59C08-p65.AD}	P{VT028457-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release.
SS56397_104H09_46H07_A	JRC_SS56397_L3CNS_A	embryonic/larval central nervous system	L1_larval_CNS_ssTEM_4_Cardona4Janelia_c	SS56397|JRC_SS56397	FlyLightLarvalCNS:SS56397	P{VT041043-p65.AD}	P{R46H07-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release.
