filename	synonyms	label	driver	part_of
flylight_gen1_lexa-Alignments-GMR_23C02_LJ_21-GMR_23C02_LJ_21-20110115_GMR_23C02_LJ_21_00-fA01b_20110117125158375-20x-Brain-2616259077621153832-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_23C02_LJ_21_00-fA01b	JRC_R23C02_lexA_Brain_20110115	P{GMR23C02-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_23C03_LJ_21-GMR_23C03_LJ_21-20110120_GMR_23C03_LJ_21_02-fA01b_20110121101203062-20x-Brain-2616281806504198181-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_23C03_LJ_21_02-fA01b	JRC_R23C03_lexA_Brain_20110120	P{GMR23C03-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_23C06_LJ_21-GMR_23C06_LJ_21-20130628_GMR_23C06_LJ_21_01-fA01b_20131204030230189-20x-Brain-2616489463609557029-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_23C06_LJ_21_01-fA01b	JRC_R23C06_lexA_Brain_20130628	P{GMR23C06-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_23C11_LJ_21-GMR_23C11_LJ_21-20131112_GMR_23C11_LJ_21_01-fA01b_20131210193837669-20x-Brain-2616527984588226598-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_23C11_LJ_21_01-fA01b	JRC_R23C11_lexA_Brain_20131112	P{GMR23C11-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_23D10_LJ_21-GMR_23D10_LJ_21-20110701_GMR_23D10_LJ_21_02-fA01b_20110701103715093-20x-Brain-2616201863057375272-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_23D10_LJ_21_02-fA01b	JRC_R23D10_lexA_Brain_20110701	P{GMR23D10-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_23D12_LJ_21-GMR_23D12_LJ_21-20110115_GMR_23D12_LJ_21_02-fA01b_20110117125545625-20x-Brain-2616041398033448998-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_23D12_LJ_21_02-fA01b	JRC_R23D12_lexA_Brain_20110115	P{GMR23D12-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_23E04_LJ_21-GMR_23E04_LJ_21-20110115_GMR_23E04_LJ_21_00-fA01b_20110119093800078-20x-Brain-2616147194901692456-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_23E04_LJ_21_00-fA01b	JRC_R23E04_lexA_Brain_20110115	P{GMR23E04-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_23E10_LJ_21-GMR_23E10_LJ_21-20110112_GMR_23E10_LJ_21_01-fA01b_20110113101515609-20x-Brain-2616254512146415654-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_23E10_LJ_21_01-fA01b	JRC_R23E10_lexA_Brain_20110112	P{GMR23E10-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_23E11_LJ_21-GMR_23E11_LJ_21-20140407_GMR_23E11_LJ_21_05-fA01b_20140504224933624-20x-Brain-2616624893185228837-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_23E11_LJ_21_05-fA01b	JRC_R23E11_lexA_Brain_20140407	P{GMR23E11-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_23G01_LJ_21-GMR_23G01_LJ_21-20110125_GMR_23G01_LJ_21_00-fA01b_20110126100221718-20x-Brain-2616126551913136168-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_23G01_LJ_21_00-fA01b	JRC_R23G01_lexA_Brain_20110125	P{GMR23G01-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_23G02_LJ_21-GMR_23G02_LJ_21-20111107_GMR_23G02_LJ_21_00-fA01b_20111219102023968-20x-Brain-2616439592823291943-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_23G02_LJ_21_00-fA01b	JRC_R23G02_lexA_Brain_20111107	P{GMR23G02-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_23G05_LJ_21-GMR_23G05_LJ_21-20110113_GMR_23G05_LJ_21_00-fA01b_20110114100658640-20x-Brain-2616070133663137830-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_23G05_LJ_21_00-fA01b	JRC_R23G05_lexA_Brain_20110113	P{GMR23G05-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_23G11_LJ_21-GMR_23G11_LJ_21-20130719_GMR_23G11_LJ_21_03-fA01b_20131204002514630-20x-Brain-2616476730440810535-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_23G11_LJ_21_03-fA01b	JRC_R23G11_lexA_Brain_20130719	P{GMR23G11-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_23G12_LJ_11-GMR_23G12_LJ_11-20110205_GMR_23G12_LJ_11_01-fA01b_20110207104304062-20x-Brain-2616081281053622309-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_23G12_LJ_11_01-fA01b	JRC_R23G12_lexA_Brain_20110205	P{GMR23G12-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_23H04_LJ_21-GMR_23H04_LJ_21-20110615_GMR_23H04_LJ_21_00-fA01b_20110616120817750-20x-Brain-2616154341240733736-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_23H04_LJ_21_00-fA01b	JRC_R23H04_lexA_Brain_20110615	P{GMR23H04-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_23H05_LJ_21-GMR_23H05_LJ_21-20110414_GMR_23H05_LJ_21_00-fA01b_20110414113622921-20x-Brain-2616118282469507109-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_23H05_LJ_21_00-fA01b	JRC_R23H05_lexA_Brain_20110414	P{GMR23H05-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_23H07_LJ_21-GMR_23H07_LJ_21-20110414_GMR_23H07_LJ_21_01-fA01b_20110414113929765-20x-Brain-2616119955686424616-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_23H07_LJ_21_01-fA01b	JRC_R23H07_lexA_Brain_20110414	P{GMR23H07-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_23H11_LJ_21-GMR_23H11_LJ_21-20101216_GMR_23H11_LJ_21_00-fA01b_20101217164823287-20x-Brain-2616075938034614311-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_23H11_LJ_21_00-fA01b	JRC_R23H11_lexA_Brain_20101216	P{GMR23H11-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_24A02_LJ_21-GMR_24A02_LJ_21-20101203_GMR_24A02_LJ_21_02-fA01b_20101203151456739-20x-Brain-2616272100112990248-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_24A02_LJ_21_02-fA01b	JRC_R24A02_lexA_Brain_20101203	P{GMR24A02-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_24A03_LJ_21-GMR_24A03_LJ_21-20110113_GMR_24A03_LJ_21_00-fA01b_20110114100800281-20x-Brain-2616043149734182951-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_24A03_LJ_21_00-fA01b	JRC_R24A03_lexA_Brain_20110113	P{GMR24A03-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_24A05_LJ_21-GMR_24A05_LJ_21-20110414_GMR_24A05_LJ_21_02-fA01b_20110414114153312-20x-Brain-2616090999478288422-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_24A05_LJ_21_02-fA01b	JRC_R24A05_lexA_Brain_20110414	P{GMR24A05-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_24A08_LJ_21-GMR_24A08_LJ_21-20110414_GMR_24A08_LJ_21_00-fA01b_20110415114112234-20x-Brain-2616054417039818792-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_24A08_LJ_21_00-fA01b	JRC_R24A08_lexA_Brain_20110414	P{GMR24A08-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_24A10_LJ_21-GMR_24A10_LJ_21-20110125_GMR_24A10_LJ_21_00-fA01b_20110126100430390-20x-Brain-2616038067458277416-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_24A10_LJ_21_00-fA01b	JRC_R24A10_lexA_Brain_20110125	P{GMR24A10-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_24B02_LJ_01-GMR_24B02_LJ_01-20101217_GMR_24B02_LJ_01_02-fA01b_20101217165056829-20x-Brain-2616289514347298856-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_24B02_LJ_01_02-fA01b	JRC_R24B02_lexA_Brain_20101217	P{GMR24B02-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_24B05_LJ_21-GMR_24B05_LJ_21-20110113_GMR_24B05_LJ_21_00-fA01b_20110114101006562-20x-Brain-2616239180656672806-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_24B05_LJ_21_00-fA01b	JRC_R24B05_lexA_Brain_20110113	P{GMR24B05-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_24B06_LJ_21-GMR_24B06_LJ_21-20130717_GMR_24B06_LJ_21_03-fA01b_20131211111420827-20x-Brain-2616536593841782822-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_24B06_LJ_21_03-fA01b	JRC_R24B06_lexA_Brain_20130717	P{GMR24B06-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_24B08_LJ_21-GMR_24B08_LJ_21-20101217_GMR_24B08_LJ_21_00-fA01b_20101217165147356-20x-Brain-2616108939778981925-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_24B08_LJ_21_00-fA01b	JRC_R24B08_lexA_Brain_20101217	P{GMR24B08-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_24B10_LJ_21-GMR_24B10_LJ_21-20110706_GMR_24B10_LJ_21_00-fA01b_20110707092108437-20x-Brain-2616199888299360296-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_24B10_LJ_21_00-fA01b	JRC_R24B10_lexA_Brain_20110706	P{GMR24B10-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_24B11_LJ_21-GMR_24B11_LJ_21-20110726_GMR_24B11_LJ_21_00-fA01b_20110727100055312-20x-Brain-2616328597874409509-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_24B11_LJ_21_00-fA01b	JRC_R24B11_lexA_Brain_20110726	P{GMR24B11-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_24C04_LJ_21-GMR_24C04_LJ_21-20101217_GMR_24C04_LJ_21_00-fA01b_20101217165321746-20x-Brain-2616298643770048551-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_24C04_LJ_21_00-fA01b	JRC_R24C04_lexA_Brain_20101217	P{GMR24C04-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_24C08_LJ_21-GMR_24C08_LJ_21-20101203_GMR_24C08_LJ_21_00-fA01b_20101203151139050-20x-Brain-2616063191225991207-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_24C08_LJ_21_00-fA01b	JRC_R24C08_lexA_Brain_20101203	P{GMR24C08-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_24D09_LJ_21-GMR_24D09_LJ_21-20130619_GMR_24D09_LJ_21_01-fA01b_20131204034505509-20x-Brain-2616494330637975589-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_24D09_LJ_21_01-fA01b	JRC_R24D09_lexA_Brain_20130619	P{GMR24D09-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_24D10_LJ_21-GMR_24D10_LJ_21-20130920_GMR_24D10_LJ_21_02-fA01b_20131211201549638-20x-Brain-2616541184637534246-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_24D10_LJ_21_02-fA01b	JRC_R24D10_lexA_Brain_20130920	P{GMR24D10-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_24D12_LJ_21-GMR_24D12_LJ_21-20130920_GMR_24D12_LJ_21_01-fA01b_20131211201704447-20x-Brain-2616534284856459303-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_24D12_LJ_21_01-fA01b	JRC_R24D12_lexA_Brain_20130920	P{GMR24D12-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_24E05_LJ_21-GMR_24E05_LJ_21-20110113_GMR_24E05_LJ_21_00-fA01b_20110113101617734-20x-Brain-2616137882124943399-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_24E05_LJ_21_00-fA01b	JRC_R24E05_lexA_Brain_20110113	P{GMR24E05-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_24E08_LJ_21-GMR_24E08_LJ_21-20110408_GMR_24E08_LJ_21_00-fA01b_20110412122648500-20x-Brain-2616088371864272934-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_24E08_LJ_21_00-fA01b	JRC_R24E08_lexA_Brain_20110408	P{GMR24E08-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_24E12_LJ_21-GMR_24E12_LJ_21-20110126_GMR_24E12_LJ_21_00-fA01b_20110126100646031-20x-Brain-2616043149763543079-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_24E12_LJ_21_00-fA01b	JRC_R24E12_lexA_Brain_20110126	P{GMR24E12-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_24F02_LJ_21-GMR_24F02_LJ_21-20110126_GMR_24F02_LJ_21_02-fA01b_20110126101007140-20x-Brain-2616079053572014119-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_24F02_LJ_21_02-fA01b	JRC_R24F02_lexA_Brain_20110126	P{GMR24F02-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_24F06_LJ_21-GMR_24F06_LJ_21-20110113_GMR_24F06_LJ_21_02-fA01b_20110113101929046-20x-Brain-2616238089118416934-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_24F06_LJ_21_02-fA01b	JRC_R24F06_lexA_Brain_20110113	P{GMR24F06-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_24F08_LJ_21-GMR_24F08_LJ_21-20110409_GMR_24F08_LJ_21_00-fA01b_20110412125321578-20x-Brain-2616281529373949991-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_24F08_LJ_21_00-fA01b	JRC_R24F08_lexA_Brain_20110409	P{GMR24F08-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_24F09_LJ_21-GMR_24F09_LJ_21-20110707_GMR_24F09_LJ_21_01-fA01b_20110707092112062-20x-Brain-2616207912095186982-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_24F09_LJ_21_01-fA01b	JRC_R24F09_lexA_Brain_20110707	P{GMR24F09-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_24F10_LJ_21-GMR_24F10_LJ_21-20101209_GMR_24F10_LJ_21_02-fA01b_20101210143934539-20x-Brain-2616150297415778342-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_24F10_LJ_21_02-fA01b	JRC_R24F10_lexA_Brain_20101209	P{GMR24F10-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_24G01_LJ_21-GMR_24G01_LJ_21-20110621_GMR_24G01_LJ_21_02-fA01b_20110622102725937-20x-Brain-2616170477252509735-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_24G01_LJ_21_02-fA01b	JRC_R24G01_lexA_Brain_20110621	P{GMR24G01-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_24G06_LJ_21-GMR_24G06_LJ_21-20110409_GMR_24G06_LJ_21_02-fA01b_20110412132301765-20x-Brain-2616050410309287976-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_24G06_LJ_21_02-fA01b	JRC_R24G06_lexA_Brain_20110409	P{GMR24G06-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_24G07_LJ_21-GMR_24G07_LJ_21-20110126_GMR_24G07_LJ_21_00-fA01b_20110127115703703-20x-Brain-2616137743310258213-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_24G07_LJ_21_00-fA01b	JRC_R24G07_lexA_Brain_20110126	P{GMR24G07-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_24G09_LJ_21-GMR_24G09_LJ_21-20110414_GMR_24G09_LJ_21_00-fA01b_20110415120319500-20x-Brain-2616287902220419112-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_24G09_LJ_21_00-fA01b	JRC_R24G09_lexA_Brain_20110414	P{GMR24G09-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_24H02_LJ_21-GMR_24H02_LJ_21-20110414_GMR_24H02_LJ_21_00-fA01b_20110415120534875-20x-Brain-2616124695908450343-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_24H02_LJ_21_00-fA01b	JRC_R24H02_lexA_Brain_20110414	P{GMR24H02-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_24H03_LJ_21-GMR_24H03_LJ_21-20110414_GMR_24H03_LJ_21_00-fA01b_20110415120756953-20x-Brain-2616269622382428198-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_24H03_LJ_21_00-fA01b	JRC_R24H03_lexA_Brain_20110414	P{GMR24H03-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_24H08_LJ_21-GMR_24H08_LJ_21-20110217_GMR_24H08_LJ_21_00-fA01b_20110218103528718-20x-Brain-2616090541670006822-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_24H08_LJ_21_00-fA01b	JRC_R24H08_lexA_Brain_20110217	P{GMR24H08-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_25A01_LJ_21-GMR_25A01_LJ_21-20140412_GMR_25A01_LJ_21_01-fA01b_20140505201506765-20x-Brain-2616640997504843816-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_25A01_LJ_21_01-fA01b	JRC_R25A01_lexA_Brain_20140412	P{GMR25A01-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_25B07_LJ_21-GMR_25B07_LJ_21-20110707_GMR_25B07_LJ_21_02-fA01b_20110707092336250-20x-Brain-2616206475944525863-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_25B07_LJ_21_02-fA01b	JRC_R25B07_lexA_Brain_20110707	P{GMR25B07-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_25C02_LJ_21-GMR_25C02_LJ_21-20110414_GMR_25C02_LJ_21_00-fA01b_20110415121024515-20x-Brain-2616288390236078118-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_25C02_LJ_21_00-fA01b	JRC_R25C02_lexA_Brain_20110414	P{GMR25C02-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_25C04_LJ_21-GMR_25C04_LJ_21-20110103_GMR_25C04_LJ_21_00-fA01b_20110104095207515-20x-Brain-2616068104920236070-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_25C04_LJ_21_00-fA01b	JRC_R25C04_lexA_Brain_20110103	P{GMR25C04-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_25C08_LJ_21-GMR_25C08_LJ_21-20130713_GMR_25C08_LJ_21_01-fA01b_20131203225654629-20x-Brain-2616475227692990501-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_25C08_LJ_21_01-fA01b	JRC_R25C08_lexA_Brain_20130713	P{GMR25C08-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_25D01_LJ_21-GMR_25D01_LJ_21-20110415_GMR_25D01_LJ_21_01-fA01b_20110415121331296-20x-Brain-2616274828348358696-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_25D01_LJ_21_01-fA01b	JRC_R25D01_lexA_Brain_20110415	P{GMR25D01-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_25E04_LJ_21-GMR_25E04_LJ_21-20140317_GMR_25E04_LJ_21_05-fA01b_20140503154719800-20x-Brain-2616601794423291944-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_25E04_LJ_21_05-fA01b	JRC_R25E04_lexA_Brain_20140317	P{GMR25E04-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_25E05_LJ_21-GMR_25E05_LJ_21-20110706_GMR_25E05_LJ_21_00-fA01b_20110707092245000-20x-Brain-2616200202997989416-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_25E05_LJ_21_00-fA01b	JRC_R25E05_lexA_Brain_20110706	P{GMR25E05-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_25F06_LJ_21-GMR_25F06_LJ_21-20130719_GMR_25F06_LJ_21_02-fA01b_20131204003602767-20x-Brain-2616488071360675878-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_25F06_LJ_21_02-fA01b	JRC_R25F06_lexA_Brain_20130719	P{GMR25F06-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_25F07_LJ_21-GMR_25F07_LJ_21-20110113_GMR_25F07_LJ_21_00-fA01b_20110114101401750-20x-Brain-2616252706632761382-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_25F07_LJ_21_00-fA01b	JRC_R25F07_lexA_Brain_20110113	P{GMR25F07-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_25F10_LJ_21-GMR_25F10_LJ_21-20140329_GMR_25F10_LJ_21_02-fA01b_20140504214157915-20x-Brain-2616618156122177575-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_25F10_LJ_21_02-fA01b	JRC_R25F10_lexA_Brain_20140329	P{GMR25F10-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_25G03_LJ_21-GMR_25G03_LJ_21-20110103_GMR_25G03_LJ_21_00-fA01b_20110104095824703-20x-Brain-2616117349480136742-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_25G03_LJ_21_00-fA01b	JRC_R25G03_lexA_Brain_20110103	P{GMR25G03-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_25G04_LJ_21-GMR_25G04_LJ_21-20110104_GMR_25G04_LJ_21_00-fA01b_20110104100041281-20x-Brain-2616077691987689510-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_25G04_LJ_21_00-fA01b	JRC_R25G04_lexA_Brain_20110104	P{GMR25G04-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_25G10_LJ_21-GMR_25G10_LJ_21-20110726_GMR_25G10_LJ_21_00-fA01b_20110727100255750-20x-Brain-2616333569093533735-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_25G10_LJ_21_00-fA01b	JRC_R25G10_lexA_Brain_20110726	P{GMR25G10-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_25H03_LJ_21-GMR_25H03_LJ_21-20110409_GMR_25H03_LJ_21_00-fA01b_20110412133745921-20x-Brain-2616043150761787431-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_25H03_LJ_21_00-fA01b	JRC_R25H03_lexA_Brain_20110409	P{GMR25H03-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_25H04_LJ_21-GMR_25H04_LJ_21-20110409_GMR_25H04_LJ_21_02-fA01b_20110412141547671-20x-Brain-2616102459466055719-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_25H04_LJ_21_02-fA01b	JRC_R25H04_lexA_Brain_20110409	P{GMR25H04-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_25H07_LJ_21-GMR_25H07_LJ_21-20101125_GMR_25H07_LJ_21_02-fA01b_20101206095116265-20x-Brain-2616264884270137381-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_25H07_LJ_21_02-fA01b	JRC_R25H07_lexA_Brain_20101125	P{GMR25H07-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_25H09_LJ_22-GMR_25H09_LJ_22-20101215_GMR_25H09_LJ_22_00-fA01b_20101216095108717-20x-Brain-2616066112126713895-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_25H09_LJ_22_00-fA01b	JRC_R25H09_lexA_Brain_20101215	P{GMR25H09-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_25H12_LJ_21-GMR_25H12_LJ_21-20110509_GMR_25H12_LJ_21_00-fA01b_20110510103637781-20x-Brain-2616086824119959591-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_25H12_LJ_21_00-fA01b	JRC_R25H12_lexA_Brain_20110509	P{GMR25H12-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_26A01_LJ_21-GMR_26A01_LJ_21-20110706_GMR_26A01_LJ_21_00-fA01b_20110707092457859-20x-Brain-2616211925561770022-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_26A01_LJ_21_00-fA01b	JRC_R26A01_lexA_Brain_20110706	P{GMR26A01-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_26A02_LJ_21-GMR_26A02_LJ_21-20110126_GMR_26A02_LJ_21_01-fA01b_20110127120003109-20x-Brain-2616048890754891814-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_26A02_LJ_21_01-fA01b	JRC_R26A02_lexA_Brain_20110126	P{GMR26A02-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_26A08_LJ_21-GMR_26A08_LJ_21-20101202_GMR_26A08_LJ_21_00-fA01b_20101203150813677-20x-Brain-2616273605440307240-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_26A08_LJ_21_00-fA01b	JRC_R26A08_lexA_Brain_20101202	P{GMR26A08-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_26A10_LJ_21-GMR_26A10_LJ_21-20110419_GMR_26A10_LJ_21_01-fA01b_20110419115708859-20x-Brain-2616140572657713191-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_26A10_LJ_21_01-fA01b	JRC_R26A10_lexA_Brain_20110419	P{GMR26A10-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_26B04_LJ_21-GMR_26B04_LJ_21-20110721_GMR_26B04_LJ_21_00-fA01b_20110722104145078-20x-Brain-2616321292420251685-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_26B04_LJ_21_00-fA01b	JRC_R26B04_lexA_Brain_20110721	P{GMR26B04-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_26B05_LJ_21-GMR_26B05_LJ_21-20110707_GMR_26B05_LJ_21_02-fA01b_20110707092811062-20x-Brain-2616220564133511207-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_26B05_LJ_21_02-fA01b	JRC_R26B05_lexA_Brain_20110707	P{GMR26B05-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_26B06_LJ_21-GMR_26B06_LJ_21-20131130_GMR_26B06_LJ_21_02-fA01b_20131202214142103-20x-Brain-2616476730415644711-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_26B06_LJ_21_02-fA01b	JRC_R26B06_lexA_Brain_20131130	P{GMR26B06-lexA}	adult brain
