filename	synonyms	label	driver	part_of
flylight_gen1_lexa-Alignments-GMR_10E07_LJ_21-GMR_10E07_LJ_21-20101203_GMR_10E07_LJ_21_00-fA01b_20101203151256992-20x-Brain-2616125186109341733-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_10E07_LJ_21_00-fA01b	JRC_R$3_lexA_Brain_20101203	P{GMR20101203-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_10E08_LJ_21-GMR_10E08_LJ_21-20110110_GMR_10E08_LJ_21_00-fA01b_20110112101828781-20x-Brain-2616077527122182183-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_10E08_LJ_21_00-fA01b	JRC_R$3_lexA_Brain_20110110	P{GMR20110110-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_10F07_LJ_21-GMR_10F07_LJ_21-20130716_GMR_10F07_LJ_21_03-fA01b_20131211110315232-20x-Brain-2616530271603785768-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_10F07_LJ_21_03-fA01b	JRC_R$3_lexA_Brain_20130716	P{GMR20130716-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_10F08_LJ_21-GMR_10F08_LJ_21-20120113_GMR_10F08_LJ_21_00-fA01b_20120117095142218-20x-Brain-2616443504045326376-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_10F08_LJ_21_00-fA01b	JRC_R$3_lexA_Brain_20120113	P{GMR20120113-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_10F10_LJ_21-GMR_10F10_LJ_21-20110701_GMR_10F10_LJ_21_00-fA01b_20110705101157671-20x-Brain-2616204943844966438-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_10F10_LJ_21_00-fA01b	JRC_R$3_lexA_Brain_20110701	P{GMR20110701-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_10G02_LJ_21-GMR_10G02_LJ_21-20101203_GMR_10G02_LJ_21_00-fA01b_20101206102706687-20x-Brain-2616108678800998440-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_10G02_LJ_21_00-fA01b	JRC_R$3_lexA_Brain_20101203	P{GMR20101203-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_10G12_LJ_21-GMR_10G12_LJ_21-20110701_GMR_10G12_LJ_21_00-fA01b_20110705101326859-20x-Brain-2616198647527768104-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_10G12_LJ_21_00-fA01b	JRC_R$3_lexA_Brain_20110701	P{GMR20110701-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_10H02_LJ_21-GMR_10H02_LJ_21-20140205_GMR_10H02_LJ_21_05-fA01b_20140506135639513-20x-Brain-2616644707911991333-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_10H02_LJ_21_05-fA01b	JRC_R$3_lexA_Brain_20140205	P{GMR20140205-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_10H04_LJ_21-GMR_10H04_LJ_21-20101203_GMR_10H04_LJ_21_00-fA01b_20101206103248312-20x-Brain-2616150110895079463-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_10H04_LJ_21_00-fA01b	JRC_R$3_lexA_Brain_20101203	P{GMR20101203-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_10H05_LJ_21-GMR_10H05_LJ_21-20110111_GMR_10H05_LJ_21_00-fA01b_20110112102056109-20x-Brain-2616045293703004200-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_10H05_LJ_21_00-fA01b	JRC_R$3_lexA_Brain_20110111	P{GMR20110111-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_10H10_LJ_21-GMR_10H10_LJ_21-20101201_GMR_10H10_LJ_21_02-fA01b_20101203150035918-20x-Brain-2616045679360868390-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_10H10_LJ_21_02-fA01b	JRC_R$3_lexA_Brain_20101201	P{GMR20101201-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11A01_LJ_21-GMR_11A01_LJ_21-20101203_GMR_11A01_LJ_21_02-fA01b_20101206104555906-20x-Brain-2616114258395529254-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11A01_LJ_21_02-fA01b	JRC_R$3_lexA_Brain_20101203	P{GMR20101203-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11A03_LJ_21-GMR_11A03_LJ_21-20101207_GMR_11A03_LJ_21_00-fA01b_20101208100235468-20x-Brain-2616250898619301928-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11A03_LJ_21_00-fA01b	JRC_R$3_lexA_Brain_20101207	P{GMR20101207-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11A07_LJ_21-GMR_11A07_LJ_21-20110721_GMR_11A07_LJ_21_00-fA01b_20110722103413875-20x-Brain-2616320538657685542-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11A07_LJ_21_00-fA01b	JRC_R$3_lexA_Brain_20110721	P{GMR20110721-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11B01_LJ_21-GMR_11B01_LJ_21-20110324_GMR_11B01_LJ_21_02-fA01b_20110325110455078-20x-Brain-2616257320480407592-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11B01_LJ_21_02-fA01b	JRC_R$3_lexA_Brain_20110324	P{GMR20110324-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11B04_LJ_21-GMR_11B04_LJ_21-20130712_GMR_11B04_LJ_21_01-fA01b_20131203224704186-20x-Brain-2616472609113505831-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11B04_LJ_21_01-fA01b	JRC_R$3_lexA_Brain_20130712	P{GMR20130712-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11B06_LJ_21-GMR_11B06_LJ_21-20130722_GMR_11B06_LJ_21_02-fA01b_20131202085730441-20x-Brain-2616467797395374119-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11B06_LJ_21_02-fA01b	JRC_R$3_lexA_Brain_20130722	P{GMR20130722-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11B07_LJ_21-GMR_11B07_LJ_21-20110324_GMR_11B07_LJ_21_00-fA01b_20110325110621437-20x-Brain-2616140356693000231-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11B07_LJ_21_00-fA01b	JRC_R$3_lexA_Brain_20110324	P{GMR20110324-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11C01_LJ_21-GMR_11C01_LJ_21-20110601_GMR_11C01_LJ_21_03-fA01b_20110602110946531-20x-Brain-2616135733999566885-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11C01_LJ_21_03-fA01b	JRC_R$3_lexA_Brain_20110601	P{GMR20110601-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11C05_LJ_21-GMR_11C05_LJ_21-20111017_GMR_11C05_LJ_21_00-fA01b_20111018142949484-20x-Brain-2616400414836260903-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11C05_LJ_21_00-fA01b	JRC_R$3_lexA_Brain_20111017	P{GMR20111017-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11C07_LJ_21-GMR_11C07_LJ_21-20110124_GMR_11C07_LJ_21_00-fA01b_20110125094704578-20x-Brain-2616295246719352869-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11C07_LJ_21_00-fA01b	JRC_R$3_lexA_Brain_20110124	P{GMR20110124-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11C08_LJ_21-GMR_11C08_LJ_21-20131122_GMR_11C08_LJ_21_01-fA01b_20131204113204617-20x-Brain-2616501802719248424-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11C08_LJ_21_01-fA01b	JRC_R$3_lexA_Brain_20131122	P{GMR20131122-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11D01_LJ_21-GMR_11D01_LJ_21-20101207_GMR_11D01_LJ_21_00-fA01b_20101208100450578-20x-Brain-2616131612156362792-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11D01_LJ_21_00-fA01b	JRC_R$3_lexA_Brain_20101207	P{GMR20101207-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11D02_LJ_21-GMR_11D02_LJ_21-20110111_GMR_11D02_LJ_21_00-fA01b_20110112095514031-20x-Brain-2616048183658151975-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11D02_LJ_21_00-fA01b	JRC_R$3_lexA_Brain_20110111	P{GMR20110111-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11D03_LJ_21-GMR_11D03_LJ_21-20101207_GMR_11D03_LJ_21_00-fA01b_20101208094938421-20x-Brain-2616132303922921509-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11D03_LJ_21_00-fA01b	JRC_R$3_lexA_Brain_20101207	P{GMR20101207-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11D04_LJ_21-GMR_11D04_LJ_21-20130722_GMR_11D04_LJ_21_01-fA01b_20131202085812481-20x-Brain-2616461991585251366-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11D04_LJ_21_01-fA01b	JRC_R$3_lexA_Brain_20130722	P{GMR20130722-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11D07_LJ_21-GMR_11D07_LJ_21-20110111_GMR_11D07_LJ_21_00-fA01b_20110112095726234-20x-Brain-2616141552061251622-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11D07_LJ_21_00-fA01b	JRC_R$3_lexA_Brain_20110111	P{GMR20110111-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11D08_LJ_21-GMR_11D08_LJ_21-20110913_GMR_11D08_LJ_21_00-fA01b_20110914100318843-20x-Brain-2616389827498606632-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11D08_LJ_21_00-fA01b	JRC_R$3_lexA_Brain_20110913	P{GMR20110913-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11D09_LJ_21-GMR_11D09_LJ_21-20130718_GMR_11D09_LJ_21_02-fA01b_20131204002353997-20x-Brain-2616483264629571621-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11D09_LJ_21_02-fA01b	JRC_R$3_lexA_Brain_20130718	P{GMR20130718-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11E05_LJ_21-GMR_11E05_LJ_21-20110111_GMR_11E05_LJ_21_00-fA01b_20110112095937890-20x-Brain-2616298559590367270-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11E05_LJ_21_00-fA01b	JRC_R$3_lexA_Brain_20110111	P{GMR20110111-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11F03_LJ_21-GMR_11F03_LJ_21-20110603_GMR_11F03_LJ_21_00-fA01b_20110606115556375-20x-Brain-2616313927058849830-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11F03_LJ_21_00-fA01b	JRC_R$3_lexA_Brain_20110603	P{GMR20110603-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11F04_LJ_21-GMR_11F04_LJ_21-20101207_GMR_11F04_LJ_21_00-fA01b_20101208095356859-20x-Brain-2616294056598175782-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11F04_LJ_21_00-fA01b	JRC_R$3_lexA_Brain_20101207	P{GMR20101207-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11F12_LJ_21-GMR_11F12_LJ_21-20110603_GMR_11F12_LJ_21_03-fA01b_20110606115933031-20x-Brain-2616234438123585576-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11F12_LJ_21_03-fA01b	JRC_R$3_lexA_Brain_20110603	P{GMR20110603-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11G01_LJ_21-GMR_11G01_LJ_21-20101208_GMR_11G01_LJ_21_00-fA01b_20101208095615125-20x-Brain-2616061638037471271-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11G01_LJ_21_00-fA01b	JRC_R$3_lexA_Brain_20101208	P{GMR20101208-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11G06_LJ_21-GMR_11G06_LJ_21-20130716_GMR_11G06_LJ_21_01-fA01b_20131211110350507-20x-Brain-2616530552211111976-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11G06_LJ_21_01-fA01b	JRC_R$3_lexA_Brain_20130716	P{GMR20130716-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11G09_LJ_21-GMR_11G09_LJ_21-20110701_GMR_11G09_LJ_21_03-fA01b_20110705101716125-20x-Brain-2616199695499788328-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11G09_LJ_21_03-fA01b	JRC_R$3_lexA_Brain_20110701	P{GMR20110701-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11H05_LJ_21-GMR_11H05_LJ_21-20111028_GMR_11H05_LJ_21_08-fA01b_20111031101158750-20x-Brain-2616405972049985576-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11H05_LJ_21_08-fA01b	JRC_R$3_lexA_Brain_20111028	P{GMR20111028-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11H07_LJ_21-GMR_11H07_LJ_21-20110802_GMR_11H07_LJ_21_00-fA01b_20110803095455375-20x-Brain-2616348543299878952-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11H07_LJ_21_00-fA01b	JRC_R$3_lexA_Brain_20110802	P{GMR20110802-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_11H10_LJ_21-GMR_11H10_LJ_21-20130513_GMR_11H10_LJ_21_01-fA01b_20130628164142684-20x-Brain-2616460827573616680-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_11H10_LJ_21_01-fA01b	JRC_R$3_lexA_Brain_20130513	P{GMR20130513-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12A10_LJ_21-GMR_12A10_LJ_21-20110627_GMR_12A10_LJ_21_00-fA01b_20110628100516109-20x-Brain-2616208366766129189-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12A10_LJ_21_00-fA01b	JRC_R$3_lexA_Brain_20110627	P{GMR20110627-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12A11_LJ_21-GMR_12A11_LJ_21-20131231_GMR_12A11_LJ_21_02-fA01b_20140102030714414-20x-Brain-2616569079586095142-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12A11_LJ_21_02-fA01b	JRC_R$3_lexA_Brain_20131231	P{GMR20131231-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12B01_LJ_21-GMR_12B01_LJ_21-20110111_GMR_12B01_LJ_21_01-fA01b_20110112102716671-20x-Brain-2616120775018545189-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12B01_LJ_21_01-fA01b	JRC_R$3_lexA_Brain_20110111	P{GMR20110111-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12B03_LJ_21-GMR_12B03_LJ_21-20110607_GMR_12B03_LJ_21_02-fA01b_20110608112606406-20x-Brain-2616297973235056677-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12B03_LJ_21_02-fA01b	JRC_R$3_lexA_Brain_20110607	P{GMR20110607-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12B10_LJ_21-GMR_12B10_LJ_21-20131024_GMR_12B10_LJ_21_02-fA01b_20131204101505258-20x-Brain-2616503158586736677-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12B10_LJ_21_02-fA01b	JRC_R$3_lexA_Brain_20131024	P{GMR20131024-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12B11_LJ_21-GMR_12B11_LJ_21-20130707_GMR_12B11_LJ_21_01-fA01b_20131204065604008-20x-Brain-2616497599691096104-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12B11_LJ_21_01-fA01b	JRC_R$3_lexA_Brain_20130707	P{GMR20130707-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12C03_LJ_21-GMR_12C03_LJ_21-20101208_GMR_12C03_LJ_21_00-fA01b_20101209093044500-20x-Brain-2616101060971855911-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12C03_LJ_21_00-fA01b	JRC_R$3_lexA_Brain_20101208	P{GMR20101208-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12C04_LJ_21-GMR_12C04_LJ_21-20110607_GMR_12C04_LJ_21_00-fA01b_20110608112716140-20x-Brain-2616296591190917160-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12C04_LJ_21_00-fA01b	JRC_R$3_lexA_Brain_20110607	P{GMR20110607-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12C11_LJ_21-GMR_12C11_LJ_21-20101208_GMR_12C11_LJ_21_00-fA01b_20101208095841250-20x-Brain-2616050038979166248-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12C11_LJ_21_00-fA01b	JRC_R$3_lexA_Brain_20101208	P{GMR20101208-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12D09_LJ_21-GMR_12D09_LJ_21-20131231_GMR_12D09_LJ_21_01-fA01b_20140102030808145-20x-Brain-2616566594859434021-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12D09_LJ_21_01-fA01b	JRC_R$3_lexA_Brain_20131231	P{GMR20131231-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12D10_LJ_21-GMR_12D10_LJ_21-20110718_GMR_12D10_LJ_21_01-fA01b_20110720104229250-20x-Brain-2616306607075622949-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12D10_LJ_21_01-fA01b	JRC_R$3_lexA_Brain_20110718	P{GMR20110718-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12D11_LJ_21-GMR_12D11_LJ_21-20140419_GMR_12D11_LJ_21_02-fA01b_20140503162118572-20x-Brain-2616612223287558183-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12D11_LJ_21_02-fA01b	JRC_R$3_lexA_Brain_20140419	P{GMR20140419-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12D12_LJ_21-GMR_12D12_LJ_21-20110124_GMR_12D12_LJ_21_00-fA01b_20110125094911328-20x-Brain-2616049255772586021-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12D12_LJ_21_00-fA01b	JRC_R$3_lexA_Brain_20110124	P{GMR20110124-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12E04_LJ_21-GMR_12E04_LJ_21-20110607_GMR_12E04_LJ_21_02-fA01b_20110608113031156-20x-Brain-2616231222568812581-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12E04_LJ_21_02-fA01b	JRC_R$3_lexA_Brain_20110607	P{GMR20110607-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12F01_LJ_21-GMR_12F01_LJ_21-20110111_GMR_12F01_LJ_21_00-fA01b_20110112102832093-20x-Brain-2616068283270430759-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12F01_LJ_21_00-fA01b	JRC_R$3_lexA_Brain_20110111	P{GMR20110111-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12G01_LJ_21-GMR_12G01_LJ_21-20130713_GMR_12G01_LJ_21_01-fA01b_20131203225346063-20x-Brain-2616479779431383078-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12G01_LJ_21_01-fA01b	JRC_R$3_lexA_Brain_20130713	P{GMR20130713-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12G04_LJ_21-GMR_12G04_LJ_21-20110308_GMR_12G04_LJ_21_00-fA01b_20110309094350703-20x-Brain-2616088390650560549-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12G04_LJ_21_00-fA01b	JRC_R$3_lexA_Brain_20110308	P{GMR20110308-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12G08_LJ_21-GMR_12G08_LJ_21-20131231_GMR_12G08_LJ_21_01-fA01b_20140102030929353-20x-Brain-2616567405266075688-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12G08_LJ_21_01-fA01b	JRC_R$3_lexA_Brain_20131231	P{GMR20131231-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12G09_LJ_21-GMR_12G09_LJ_21-20110623_GMR_12G09_LJ_21_02-fA01b_20110624094633031-20x-Brain-2616191790033666086-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12G09_LJ_21_02-fA01b	JRC_R$3_lexA_Brain_20110623	P{GMR20110623-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12G10_LJ_21-GMR_12G10_LJ_21-20110601_GMR_12G10_LJ_21_02-fA01b_20110602111513734-20x-Brain-2616259966125735975-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12G10_LJ_21_02-fA01b	JRC_R$3_lexA_Brain_20110601	P{GMR20110601-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_12H12_LJ_21-GMR_12H12_LJ_21-20110514_GMR_12H12_LJ_21_01-fA01b_20110516114210796-20x-Brain-2616108157549674533-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_12H12_LJ_21_01-fA01b	JRC_R$3_lexA_Brain_20110514	P{GMR20110514-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_13A03_LJ_21-GMR_13A03_LJ_21-20110603_GMR_13A03_LJ_21_00-fA01b_20110606120007046-20x-Brain-2616229672639266855-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_13A03_LJ_21_00-fA01b	JRC_R$3_lexA_Brain_20110603	P{GMR20110603-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_13A04_LJ_21-GMR_13A04_LJ_21-20110514_GMR_13A04_LJ_21_02-fA01b_20110516114438906-20x-Brain-2616067236367958056-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_13A04_LJ_21_02-fA01b	JRC_R$3_lexA_Brain_20110514	P{GMR20110514-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_13A08_LJ_21-GMR_13A08_LJ_21-20140101_GMR_13A08_LJ_21_01-fA01b_20140102031050336-20x-Brain-2616566489876004903-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_13A08_LJ_21_01-fA01b	JRC_R$3_lexA_Brain_20140101	P{GMR20140101-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_13B01_LJ_21-GMR_13B01_LJ_21-20110604_GMR_13B01_LJ_21_00-fA01b_20110606120207359-20x-Brain-2616311535043084328-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_13B01_LJ_21_00-fA01b	JRC_R$3_lexA_Brain_20110604	P{GMR20110604-lexA}	adult brain
flylight_gen1_lexa-Alignments-GMR_13B02_LJ_21-GMR_13B02_LJ_21-20110608_GMR_13B02_LJ_21_02-fA01b_20110608113249468-20x-Brain-2616230134377611304-REG_UNISEX_ColorMIP_HR_8bitc_J18U_SG	GMR_13B02_LJ_21_02-fA01b	JRC_R$3_lexA_Brain_20110608	P{GMR20110608-lexA}	adult brain
