filename	label	AD	DBD	part_of
Janelia-2110272527384182882-Brain-20x_nrs_jacs_jacsData_filestore_robiea_Alignment_689_826_2110604978031689826_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_spGAL4control_Brain_2020__1	P{p65.AD.Uw}	P{GAL4.DBD.Uw}	female organism|adult brain
Janelia-2110272530890621026-Brain-20x_nrs_jacs_jacsData_filestore_robiea_Alignment_739_682_2110606102268739682_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_spGAL4control_Brain_2020__2	P{p65.AD.Uw}	P{GAL4.DBD.Uw}	female organism|adult brain
