filename	label	is_a	part_of	dbxrefs	comment
671657343	CRE088_R - 671657343	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:671657343	tracing status-Roughly traced, cropped-False
672524871	CRE088(PDM13)_L - 672524871	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:672524871	tracing status-Roughly traced, cropped-False
983905050	CRE089(PDM13)_L - 983905050	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:983905050	tracing status-Roughly traced, cropped-False
673047760	CRE089_R - 673047760	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:673047760	tracing status-Roughly traced, cropped-False
675784199	CRE089_R - 675784199	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:675784199	tracing status-Roughly traced, cropped-False
733399215	CRE089_R - 733399215	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:733399215	tracing status-Roughly traced, cropped-False
5813022370	CRE089(PDM13)_L - 5813022370	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:5813022370	tracing status-Roughly traced, cropped-False
702708540	CRE089_R - 702708540	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:702708540	tracing status-Roughly traced, cropped-False
702199343	CRE089(PDM13)_L - 702199343	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:702199343	tracing status-Roughly traced, cropped-False
767329844	CRE089(PDM13)_L - 767329844	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:767329844	tracing status-Roughly traced, cropped-False
982540894	CRE090(PDM13)_L - 982540894	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:982540894	tracing status-Roughly traced, cropped-False
889993487	CRE090_R - 889993487	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:889993487	tracing status-Roughly traced, cropped-False
734408687	CRE091_R - 734408687	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:734408687	tracing status-Roughly traced, cropped-False
794967711	CRE091(PDM13)_L - 794967711	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:794967711	tracing status-Roughly traced, cropped-False
800618162	CRE092_R - 800618162	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:800618162	tracing status-Roughly traced, cropped-False
642323384	CRE092_R - 642323384	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:642323384	tracing status-Roughly traced, cropped-False
799249679	CRE092_R - 799249679	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:799249679	tracing status-Roughly traced, cropped-False
736632557	CRE092(PDM13)_L - 736632557	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:736632557	tracing status-Roughly traced, cropped-False
5812983510	CRE092(PDM13)_L - 5812983510	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:5812983510	tracing status-Roughly traced, cropped-False
765975775	CRE092(PDM13)_L - 765975775	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:765975775	tracing status-Roughly traced, cropped-False
764412104	CRE092_R - 764412104	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:764412104	tracing status-Roughly traced, cropped-False
639974538	CRE093_R - 639974538	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:639974538	tracing status-Roughly traced, cropped-False
643350227	CRE093(PDM13)_L - 643350227	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:643350227	tracing status-Roughly traced, cropped-False
857538779	CRE093_R - 857538779	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:857538779	tracing status-Roughly traced, cropped-False
795982617	CRE093(PDM13)_L - 795982617	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:795982617	tracing status-Roughly traced, cropped-False
827911067	CRE093_R - 827911067	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:827911067	tracing status-Roughly traced, cropped-False
767486231	CRE093(PDM13)_L - 767486231	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:767486231	tracing status-Roughly traced, cropped-False
705463175	CRE094_R - 705463175	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:705463175	tracing status-Roughly traced, cropped-False
612643681	CRE094(PDM13)_L - 612643681	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:612643681	tracing status-Roughly traced, cropped-False
738009096	CRE094(PDM13)_L - 738009096	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:738009096	tracing status-Roughly traced, cropped-False
705795727	CRE094_R - 705795727	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:705795727	tracing status-Traced, cropped-False
828597380	CRE095_R - 828597380	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:828597380	tracing status-Roughly traced, cropped-False
890287086	CRE095_R - 890287086	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:890287086	tracing status-Roughly traced, cropped-False
766653726	CRE095(PDM13)_L - 766653726	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:766653726	tracing status-Roughly traced, cropped-False
797562316	CRE095_R - 797562316	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:797562316	tracing status-Roughly traced, cropped-False
5813012995	CRE095(PDM13)_L - 5813012995	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:5813012995	tracing status-Roughly traced, cropped-False
798849134	CRE095(PDM13)_L - 798849134	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:798849134	tracing status-Roughly traced, cropped-False
891111303	CRE096(PDM13)_L - 891111303	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:891111303	tracing status-Roughly traced, cropped-False
736507123	CRE096_R - 736507123	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:736507123	tracing status-Roughly traced, cropped-False
487882254	CRE097_R - 487882254	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:487882254	tracing status-Roughly traced, cropped-False
549049148	CRE097(PDM13)_L - 549049148	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:549049148	tracing status-Roughly traced, cropped-False
767313008	CRE097(PDM13)_L - 767313008	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:767313008	tracing status-Roughly traced, cropped-False
1160807120	CRE097_R - 1160807120	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1160807120	tracing status-Roughly traced, cropped-False
580093930	CRE098(PDM13)_L - 580093930	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:580093930	tracing status-Roughly traced, cropped-False
704777224	CRE098_R - 704777224	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:704777224	tracing status-Roughly traced, cropped-False
766846796	CRE098_R - 766846796	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:766846796	tracing status-Roughly traced, cropped-False
550275987	CRE098(PDM13)_L - 550275987	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:550275987	tracing status-Roughly traced, cropped-False
549727330	CRE099(PDM13)_L - 549727330	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:549727330	tracing status-Roughly traced, cropped-False
674760884	CRE099_R - 674760884	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:674760884	tracing status-Roughly traced, cropped-False
5813033255	CRE099(PDM13)_L - 5813033255	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:5813033255	tracing status-Roughly traced, cropped-False
797558130	CRE099_R - 797558130	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:797558130	tracing status-Roughly traced, cropped-False
5813019676	CRE099_R - 5813019676	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:5813019676	tracing status-Roughly traced, cropped-False
1013416147	CRE100_R - 1013416147	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1013416147	tracing status-Roughly traced, cropped-False
891771553	CRE100(PDM27)_L - 891771553	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:891771553	tracing status-Roughly traced, cropped-False
5813021985	CRE101(PDM27)_L - 5813021985	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:5813021985	tracing status-Roughly traced, cropped-False
985835016	CRE101_R - 985835016	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:985835016	tracing status-Roughly traced, cropped-False
5813021046	CRE102_R - 5813021046	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:5813021046	tracing status-Roughly traced, cropped-False
5813061258	CRE102(PDM29)_L - 5813061258	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:5813061258	tracing status-Roughly traced, cropped-False
607899687	CRE103_R - 607899687	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:607899687	tracing status-Roughly traced, cropped-False
5813094811	CRE103_R - 5813094811	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:5813094811	tracing status-Roughly traced, cropped-False
670297553	CRE103_R - 670297553	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:670297553	tracing status-Roughly traced, cropped-False
766126400	CRE103_R - 766126400	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:766126400	tracing status-Roughly traced, cropped-False
705787638	CRE103_R - 705787638	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:705787638	tracing status-Roughly traced, cropped-False
1050249353	CRE104_R - 1050249353	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1050249353	tracing status-Roughly traced, cropped-False
328601956	CRE105_R - 328601956	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:328601956	tracing status-Roughly traced, cropped-False
859735285	CRE105(PVL06)_L - 859735285	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:859735285	tracing status-Roughly traced, cropped-False
923761285	CRE106_R - 923761285	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:923761285	tracing status-Traced, cropped-False
1049261193	CRE106_R - 1049261193	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1049261193	tracing status-Roughly traced, cropped-False
518558825	CRE107(SCB016)_R - 518558825	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:518558825	tracing status-Roughly traced, cropped-False
550426732	CRE107(SCB016)_L - 550426732	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:550426732	tracing status-Roughly traced, cropped-False
667266529	CRE108(SCB032)_R - 667266529	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:667266529	tracing status-Roughly traced, cropped-False
294161385	CRZ01_R - 294161385	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:294161385	tracing status-Traced, cropped-False
448994377	CRZ02_R - 448994377	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:448994377	tracing status-Roughly traced, cropped-False
759810119	CSD(5HT1)(AVM03)_L - 759810119	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:759810119	tracing status-Roughly traced, cropped-False
851459972	CSD(5HT1)_R - 851459972	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:851459972	tracing status-Roughly traced, cropped-False
1311993208	CT1_L - 1311993208	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1311993208	tracing status-Roughly traced, cropped-False
1575852343	CT1(AVM19)_R - 1575852343	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1575852343	tracing status-Roughly traced, cropped-False
722817260	DA1_lPN_R - 722817260	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:722817260	tracing status-Roughly traced, cropped-False
1734350908	DA1_lPN_R - 1734350908	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1734350908	tracing status-Roughly traced, cropped-False
1765040289	DA1_lPN_R - 1765040289	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1765040289	tracing status-Roughly traced, cropped-False
5813039315	DA1_lPN_R - 5813039315	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:5813039315	tracing status-Roughly traced, cropped-False
754534424	DA1_lPN_R - 754534424	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:754534424	tracing status-Roughly traced, cropped-False
1734350788	DA1_lPN_R - 1734350788	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1734350788	tracing status-Roughly traced, cropped-False
754538881	DA1_lPN_R - 754538881	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:754538881	tracing status-Roughly traced, cropped-False
733316908	DA1_vPN_R - 733316908	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:733316908	tracing status-Roughly traced, cropped-False
1796817841	DA2_lPN_R - 1796817841	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1796817841	tracing status-Roughly traced, cropped-False
1827516355	DA2_lPN_R - 1827516355	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1827516355	tracing status-Roughly traced, cropped-False
1797505019	DA2_lPN_R - 1797505019	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1797505019	tracing status-Roughly traced, cropped-False
818983130	DA2_lPN_R - 818983130	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:818983130	tracing status-Roughly traced, cropped-False
1796818119	DA2_lPN_R - 1796818119	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1796818119	tracing status-Roughly traced, cropped-False
1703683361	DA3_adPN_R - 1703683361	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1703683361	tracing status-Roughly traced, cropped-False
666135689	DA3_adPN_R - 666135689	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:666135689	tracing status-Roughly traced, cropped-False
544021095	DA4l_adPN_R - 544021095	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:544021095	tracing status-Roughly traced, cropped-False
574037266	DA4m_adPN_R - 574037266	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:574037266	tracing status-Roughly traced, cropped-False
1640594274	DC1_adPN_R - 1640594274	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1640594274	tracing status-Roughly traced, cropped-False
5813055048	DC2_adPN_R - 5813055048	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:5813055048	tracing status-Roughly traced, cropped-False
1828206773	DC2_adPN_R - 1828206773	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1828206773	tracing status-Roughly traced, cropped-False
1857825571	DC3_adPN_R - 1857825571	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1857825571	tracing status-Roughly traced, cropped-False
1858171399	DC3_adPN_R - 1858171399	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1858171399	tracing status-Roughly traced, cropped-False
5813039471	DC3_adPN_R - 5813039471	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:5813039471	tracing status-Roughly traced, cropped-False
5813056596	DC4_adPN_R - 5813056596	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:5813056596	tracing status-Roughly traced, cropped-False
1447201088	DC4_vPN_R - 1447201088	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1447201088	tracing status-Roughly traced, cropped-False
697848868	DC4_vPN_R - 697848868	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:697848868	tracing status-Roughly traced, cropped-False
1466485353	DCH LPTC_L - 1466485353	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1466485353	tracing status-Roughly traced, cropped-False
1545158404	DCH LPTC(AVM19)_R - 1545158404	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1545158404	tracing status-Leaves, cropped-True
5813047772	DGI_R - 5813047772	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:5813047772	tracing status-Roughly traced, cropped-False
1700937093	DL1_adPN_R - 1700937093	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1700937093	tracing status-Roughly traced, cropped-False
1700946301	DL1_adPN_R - 1700946301	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1700946301	tracing status-Roughly traced, cropped-False
5813024710	DL2d_adPN_R - 5813024710	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:5813024710	tracing status-Roughly traced, cropped-False
788648194	DL2d_adPN_R - 788648194	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:788648194	tracing status-Roughly traced, cropped-False
1793014716	DL2d_adPN_R - 1793014716	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1793014716	tracing status-Roughly traced, cropped-False
1793351401	DL2d_adPN_R - 1793351401	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1793351401	tracing status-Roughly traced, cropped-False
1756579280	DL2d_adPN_R - 1756579280	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1756579280	tracing status-Roughly traced, cropped-False
823314446	DL2d_vPN_R - 823314446	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:823314446	tracing status-Roughly traced, cropped-False
5813038793	DL2v_adPN_R - 5813038793	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:5813038793	tracing status-Roughly traced, cropped-False
5813039465	DL2v_adPN_R - 5813039465	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:5813039465	tracing status-Roughly traced, cropped-False
1734420152	DL2v_adPN_R - 1734420152	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1734420152	tracing status-Roughly traced, cropped-False
1640568102	DL3_lPN_R - 1640568102	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1640568102	tracing status-Roughly traced, cropped-False
1609883245	DL3_lPN_R - 1609883245	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1609883245	tracing status-Roughly traced, cropped-False
1609542060	DL3_lPN_R - 1609542060	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1609542060	tracing status-Roughly traced, cropped-False
1670934213	DL4_adPN_R - 1670934213	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1670934213	tracing status-Roughly traced, cropped-False
693483018	DL5_adPN_R - 693483018	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:693483018	tracing status-Roughly traced, cropped-False
542634818	DM1_lPN_R - 542634818	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:542634818	tracing status-Roughly traced, cropped-False
5901222910	DM2_lPN_R - 5901222910	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:5901222910	tracing status-Roughly traced, cropped-False
630714299	DM2_lPN_R - 630714299	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:630714299	tracing status-Roughly traced, cropped-False
755518957	DM3_adPN_R - 755518957	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:755518957	tracing status-Roughly traced, cropped-False
1570685283	DM3_vPN_R - 1570685283	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1570685283	tracing status-Roughly traced, cropped-False
573333835	DM4_adPN_R - 573333835	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:573333835	tracing status-Roughly traced, cropped-False
542652506	DM4_vPN_R - 542652506	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:542652506	tracing status-Roughly traced, cropped-False
604031203	DM4_vPN_R - 604031203	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:604031203	tracing status-Roughly traced, cropped-False
697485362	DM5_lPN_R - 697485362	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:697485362	tracing status-Roughly traced, cropped-False
635416407	DM5_lPN_R - 635416407	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:635416407	tracing status-Roughly traced, cropped-False
1764091241	DM6_adPN_R - 1764091241	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1764091241	tracing status-Roughly traced, cropped-False
788306624	DM6_adPN_R - 788306624	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:788306624	tracing status-Roughly traced, cropped-False
5813070872	DM6_adPN_R - 5813070872	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:5813070872	tracing status-Roughly traced, cropped-False
5813039235	DM6_adPN_R - 5813039235	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:5813039235	tracing status-Roughly traced, cropped-False
264083994	DN1a_R - 264083994	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:264083994	tracing status-Roughly traced, cropped-False
5813022274	DN1a_R - 5813022274	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:5813022274	tracing status-Roughly traced, cropped-False
5813010153	DN1pA_R - 5813010153	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:5813010153	tracing status-Roughly traced, cropped-False
324846570	DN1pA_R - 324846570	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:324846570	tracing status-Roughly traced, cropped-False
325529237	DN1pA_R - 325529237	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:325529237	tracing status-Roughly traced, cropped-False
387944118	DN1pA_R - 387944118	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:387944118	tracing status-Roughly traced, cropped-False
387166379	DN1pA_R - 387166379	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:387166379	tracing status-Roughly traced, cropped-False
386834269	DN1pB_R - 386834269	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:386834269	tracing status-Roughly traced, cropped-False
5813071319	DN1pB_R - 5813071319	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:5813071319	tracing status-Roughly traced, cropped-False
603477954	DNES1_R - 603477954	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:603477954	tracing status-Roughly traced, cropped-False
513447083	DNES1_R - 513447083	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:513447083	tracing status-Roughly traced, cropped-False
5812980506	DNES1_R - 5812980506	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:5812980506	tracing status-Roughly traced, cropped-False
574834955	DNES1_R - 574834955	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:574834955	tracing status-Roughly traced, cropped-False
603478303	DNES1_R - 603478303	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:603478303	tracing status-Leaves, cropped-True
5813067334	DNES2_R - 5813067334	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:5813067334	tracing status-Roughly traced, cropped-False
295063181	DNES2_R - 295063181	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:295063181	tracing status-Roughly traced, cropped-False
418645869	DNES3_R - 418645869	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:418645869	tracing status-Roughly traced, cropped-False
1170939344	DNa01_R - 1170939344	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1170939344	tracing status-Roughly traced, cropped-False
1140245595	DNa02_R - 1140245595	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1140245595	tracing status-Roughly traced, cropped-False
1139909038	DNa03_R - 1139909038	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1139909038	tracing status-Roughly traced, cropped-False
1262014782	DNa04_R - 1262014782	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1262014782	tracing status-Roughly traced, cropped-False
1262356170	DNa05_R - 1262356170	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1262356170	tracing status-Roughly traced, cropped-False
1627618361	DNa07_R - 1627618361	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1627618361	tracing status-Roughly traced, cropped-False
1539309006	DNa08_R - 1539309006	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1539309006	tracing status-Roughly traced, cropped-False
1074782432	DNa08(aSP22)_R - 1074782432	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1074782432	tracing status-Roughly traced, cropped-False
1038420643	DNa09(ADM03)_L - 1038420643	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1038420643	tracing status-Roughly traced, cropped-False
1192848260	DNa09_R - 1192848260	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1192848260	tracing status-Roughly traced, cropped-False
707116522	DNa10_R - 707116522	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:707116522	tracing status-Roughly traced, cropped-False
1222928995	DNa10(ADM03)_L - 1222928995	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1222928995	tracing status-Roughly traced, cropped-False
1655997973	DNb01_R - 1655997973	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1655997973	tracing status-Roughly traced, cropped-False
1566597156	DNb01_R - 1566597156	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1566597156	tracing status-Roughly traced, cropped-False
1904885509	DNb02_R - 1904885509	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1904885509	tracing status-Roughly traced, cropped-False
1477239390	DNb02_R - 1477239390	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1477239390	tracing status-Roughly traced, cropped-False
5813022608	DNb03_R - 5813022608	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:5813022608	tracing status-Roughly traced, cropped-False
1963869286	DNb03_R - 1963869286	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1963869286	tracing status-Roughly traced, cropped-False
944974703	DNb04_L - 944974703	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:944974703	tracing status-Roughly traced, cropped-False
1037393225	DNb04_R - 1037393225	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1037393225	tracing status-Roughly traced, cropped-False
1406966879	DNb05_R - 1406966879	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1406966879	tracing status-Roughly traced, cropped-False
1715999506	DNb06_R - 1715999506	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1715999506	tracing status-Roughly traced, cropped-False
5813020864	DNd01_R - 5813020864	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:5813020864	tracing status-Roughly traced, cropped-False
5813077405	DNd01_L - 5813077405	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:5813077405	tracing status-Roughly traced, cropped-False
5813012529	DNd01_R - 5813012529	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:5813012529	tracing status-Roughly traced, cropped-False
5813026404	DNd01_L - 5813026404	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:5813026404	tracing status-Roughly traced, cropped-False
571346836	DNg30_R - 571346836	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:571346836	tracing status-Roughly traced, cropped-False
5813024015	DNp02_R - 5813024015	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:5813024015	tracing status-Roughly traced, cropped-False
1565846637	DNp03_R - 1565846637	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1565846637	tracing status-Roughly traced, cropped-False
1405231475	DNp04_R - 1405231475	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1405231475	tracing status-Roughly traced, cropped-False
1466998977	DNp05_R - 1466998977	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1466998977	tracing status-Roughly traced, cropped-False
5813023322	DNp06_R - 5813023322	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:5813023322	tracing status-Roughly traced, cropped-False
1100404581	DNp07_R - 1100404581	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1100404581	tracing status-Roughly traced, cropped-False
1228264951	DNp09_R - 1228264951	neuron	female organism|adult brain	neuprint_JRC_Hemibrain_1point1:1228264951	tracing status-Roughly traced, cropped-False
