filename	Label	is_a	part_of	develops_from
LALv1A_M12(FB)_0_2018U	LALv1A_M12(FB)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1A_M13(FB)_0_2018U	LALv1A_M13(FB)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1A_M14(FB)_0_2018U	LALv1A_M14(FB)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1A_M15(FB)_0_2018U	LALv1A_M15(FB)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1A_M16(FB)_0_2018U	LALv1A_M16(FB)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1A_M17(FB)_0_2018U	LALv1A_M17(FB)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1A_M18(FB)_0_2018U	LALv1A_M18(FB)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1A_M19(FB)_0_2018U	LALv1A_M19(FB)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1A_M20(FB)_0_2018U	LALv1A_M20(FB)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1A_M21(FB)_0_2018U	LALv1A_M21(FB)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1A_M22(FB)_0_2018U	LALv1A_M22(FB)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1A_M23(FB)_0_2018U	LALv1A_M23(FB)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1A_M24(FB)_0_2018U	LALv1A_M24(FB)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1A_M25(FB)_0_2018U	LALv1A_M25(FB)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1A_M26(FB)_0_2018U	LALv1A_M26(FB)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1A_M27(FB)_0_2018U	LALv1A_M27(FB)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1A_M28(FB)_0_2018U	LALv1A_M28(FB)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1A_M29(FB)_0_2018U	LALv1A_M29(FB)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1B_H01(_IPS)_0_2018U	LALv1B_H01(_IPS)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1B_H02(_IPS)_0_2018U	LALv1B_H02(_IPS)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1B_H03(_CRE)_0_2018U	LALv1B_H03(_CRE)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1B_H04(_LO)_0_2018U	LALv1B_H04(_LO)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1B_H05(SP)_0_2018U	LALv1B_H05(SP)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1B_H06(_PLP)_0_2018U	LALv1B_H06(_PLP)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1B_H07(_PLP)_0_2018U	LALv1B_H07(_PLP)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1B_H08(_VLP)_0_2018U	LALv1B_H08(_VLP)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1B_H09(_VLP)_0_2018U	LALv1B_H09(_VLP)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1B_H10(_VLP)_0_2018U	LALv1B_H10(_VLP)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1B_H11(_VLP)_0_2018U	LALv1B_H11(_VLP)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1B_H12(_VLP)_0_2018U	LALv1B_H12(_VLP)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1B_H13(_VLP)_0_2018U	LALv1B_H13(_VLP)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1B_H14(_VLP)_0_2018U	LALv1B_H14(_VLP)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1B_H15(PS)_0_2018U	LALv1B_H15(PS)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1B_H16(PS)_0_2018U	LALv1B_H16(PS)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1B_H17(PS)_0_2018U	LALv1B_H17(PS)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1B_H18(PS)_0_2018U	LALv1B_H18(PS)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1B_P01(PS)_0_2018U	LALv1B_P01(PS)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1B_P02(PS)_0_2018U	LALv1B_P02(PS)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1B_P03(SP)_0_2018U	LALv1B_P03(SP)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1B_P04(PLP)_0_2018U	LALv1B_P04(PLP)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1B_P05(VLP)_0_2018U	LALv1B_P05(VLP)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1B_P06(VLP)_0_2018U	LALv1B_P06(VLP)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1B_S01(PS)_0_2018U	LALv1B_S01(PS)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1B_S02(PS)_0_2018U	LALv1B_S02(PS)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1B_S03(PS)_0_2018U	LALv1B_S03(PS)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1B_S04(PS)_0_2018U	LALv1B_S04(PS)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1B_S05(PS)_0_2018U	LALv1B_S05(PS)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1B_S06(PS)_0_2018U	LALv1B_S06(PS)_0_2018U	neuron	adult brain	neuroblast LALv1
LALv1B_S07(PS)_0_2018U	LALv1B_S07(PS)_0_2018U	neuron	adult brain	neuroblast LALv1
SLPpm3_H01(SMP)_0_2018U	SLPpm3_H01(SMP)_0_2018U	neuron	adult brain	neuroblast SLPpm3
SLPpm3_H02(SIP)_0_2018U	SLPpm3_H02(SIP)_0_2018U	neuron	adult brain	neuroblast SLPpm3
SLPpm3_P01(SP)_0_2018U	SLPpm3_P01(SP)_0_2018U	neuron	adult brain	neuroblast SLPpm3
SLPpm3_P02(SP)_0_2018U	SLPpm3_P02(SP)_0_2018U	neuron	adult brain	neuroblast SLPpm3
SLPpm3_P03(SP)_0_2018U	SLPpm3_P03(SP)_0_2018U	neuron	adult brain	neuroblast SLPpm3
SLPpm3_P04(SP)_0_2018U	SLPpm3_P04(SP)_0_2018U	neuron	adult brain	neuroblast SLPpm3
SLPpm3_P05(SP)_0_2018U	SLPpm3_P05(SP)_0_2018U	neuron	adult brain	neuroblast SLPpm3
SLPpm3_P06(SP)_0_2018U	SLPpm3_P06(SP)_0_2018U	neuron	adult brain	neuroblast SLPpm3
SLPpm3_P07(SP)_0_2018U	SLPpm3_P07(SP)_0_2018U	neuron	adult brain	neuroblast SLPpm3
SLPpm3_S01(SP)_0_2018U	SLPpm3_S01(SP)_0_2018U	neuron	adult brain	neuroblast SLPpm3
SLPpm3_S02(SP)_0_2018U	SLPpm3_S02(SP)_0_2018U	neuron	adult brain	neuroblast SLPpm3
SMPp&v1A_H01(PS_CL)_0_2018U	SMPp&v1A_H01(PS_CL)_0_2018U	neuron	adult brain	neuroblast SMPp&v1
SMPp&v1A_H02(_CRE)_0_2018U	SMPp&v1A_H02(_CRE)_0_2018U	neuron	adult brain	neuroblast SMPp&v1
SMPp&v1A_H03(_SMP)_0_2018U	SMPp&v1A_H03(_SMP)_0_2018U	neuron	adult brain	neuroblast SMPp&v1
SMPp&v1A_H04(_SMP)_0_2018U	SMPp&v1A_H04(_SMP)_0_2018U	neuron	adult brain	neuroblast SMPp&v1
SMPp&v1A_H05(_CL)_0_2018U	SMPp&v1A_H05(_CL)_0_2018U	neuron	adult brain	neuroblast SMPp&v1
SMPp&v1A_H06(_CL)_0_2018U	SMPp&v1A_H06(_CL)_0_2018U	neuron	adult brain	neuroblast SMPp&v1
SMPp&v1A_H07(_CL)_0_2018U	SMPp&v1A_H07(_CL)_0_2018U	neuron	adult brain	neuroblast SMPp&v1
SMPp&v1A_H08(_CL)_0_2018U	SMPp&v1A_H08(_CL)_0_2018U	neuron	adult brain	neuroblast SMPp&v1
SMPp&v1A_P01(SP)_0_2018U	SMPp&v1A_P01(SP)_0_2018U	neuron	adult brain	neuroblast SMPp&v1
SMPp&v1A_P02(SP)_0_2018U	SMPp&v1A_P02(SP)_0_2018U	neuron	adult brain	neuroblast SMPp&v1
SMPp&v1A_P03(CL)_0_2018U	SMPp&v1A_P03(CL)_0_2018U	neuron	adult brain	neuroblast SMPp&v1
SMPp&v1A_P04(CL)_0_2018U	SMPp&v1A_P04(CL)_0_2018U	neuron	adult brain	neuroblast SMPp&v1
SMPp&v1A_P05(CL)_0_2018U	SMPp&v1A_P05(CL)_0_2018U	neuron	adult brain	neuroblast SMPp&v1
SMPp&v1A_P06(CL)_0_2018U	SMPp&v1A_P06(CL)_0_2018U	neuron	adult brain	neuroblast SMPp&v1
SMPp&v1A_P07(CL)_0_2018U	SMPp&v1A_P07(CL)_0_2018U	neuron	adult brain	neuroblast SMPp&v1
SMPp&v1A_P08(CL)_0_2018U	SMPp&v1A_P08(CL)_0_2018U	neuron	adult brain	neuroblast SMPp&v1
SMPp&v1A_P09(CL)_0_2018U	SMPp&v1A_P09(CL)_0_2018U	neuron	adult brain	neuroblast SMPp&v1
SMPp&v1A_P10(CL)_0_2018U	SMPp&v1A_P10(CL)_0_2018U	neuron	adult brain	neuroblast SMPp&v1
SMPp&v1A_P11(CL)_0_2018U	SMPp&v1A_P11(CL)_0_2018U	neuron	adult brain	neuroblast SMPp&v1
SMPp&v1A_P12(VLP)_0_2018U	SMPp&v1A_P12(VLP)_0_2018U	neuron	adult brain	neuroblast SMPp&v1
SMPp&v1A_S01(SP)_0_2018U	SMPp&v1A_S01(SP)_0_2018U	neuron	adult brain	neuroblast SMPp&v1
SMPp&v1A_S02(SP)_0_2018U	SMPp&v1A_S02(SP)_0_2018U	neuron	adult brain	neuroblast SMPp&v1
SMPp&v1A_S03(SP)_0_2018U	SMPp&v1A_S03(SP)_0_2018U	neuron	adult brain	neuroblast SMPp&v1
SMPp&v1B_H01(LH)_0_2018U	SMPp&v1B_H01(LH)_0_2018U	neuron	adult brain	neuroblast SMPp&v1
SMPp&v1B_H02(SP)_0_2018U	SMPp&v1B_H02(SP)_0_2018U	neuron	adult brain	neuroblast SMPp&v1
SMPp&v1B_H03(SP)_0_2018U	SMPp&v1B_H03(SP)_0_2018U	neuron	adult brain	neuroblast SMPp&v1
SMPp&v1B_H04(SMP)_0_2018U	SMPp&v1B_H04(SMP)_0_2018U	neuron	adult brain	neuroblast SMPp&v1
SMPp&v1B_M01(IB)_0_2018U	SMPp&v1B_M01(IB)_0_2018U	neuron	adult brain	neuroblast SMPp&v1
SMPp&v1B_M02(IB)_0_2018U	SMPp&v1B_M02(IB)_0_2018U	neuron	adult brain	neuroblast SMPp&v1
SMPp&v1B_T01(ME)_0_2018U	SMPp&v1B_T01(ME)_0_2018U	neuron	adult brain	neuroblast SMPp&v1
SMPp&v1B_T02(ME)_0_2018U	SMPp&v1B_T02(ME)_0_2018U	neuron	adult brain	neuroblast SMPp&v1
VESa1_H01(_SEZ)_0_2018U	VESa1_H01(_SEZ)_0_2018U	neuron	adult brain	neuroblast VESa1
VESa1_H02(_SEZ)_0_2018U	VESa1_H02(_SEZ)_0_2018U	neuron	adult brain	neuroblast VESa1
VESa1_H03(_SEZ)_0_2018U	VESa1_H03(_SEZ)_0_2018U	neuron	adult brain	neuroblast VESa1
VESa1_H04(_VES)_0_2018U	VESa1_H04(_VES)_0_2018U	neuron	adult brain	neuroblast VESa1
VESa1_H05(_VES)_0_2018U	VESa1_H05(_VES)_0_2018U	neuron	adult brain	neuroblast VESa1
VESa1_H06(_VES)_0_2018U	VESa1_H06(_VES)_0_2018U	neuron	adult brain	neuroblast VESa1
VESa1_P01(SLP)_0_2018U	VESa1_P01(SLP)_0_2018U	neuron	adult brain	neuroblast VESa1
VESa1_P02(VLP)_0_2018U	VESa1_P02(VLP)_0_2018U	neuron	adult brain	neuroblast VESa1
VESa1_P03(PS)_0_2018U	VESa1_P03(PS)_0_2018U	neuron	adult brain	neuroblast VESa1
VESa1_P04(PS)_0_2018U	VESa1_P04(PS)_0_2018U	neuron	adult brain	neuroblast VESa1
VESa1_P05(PS)_0_2018U	VESa1_P05(PS)_0_2018U	neuron	adult brain	neuroblast VESa1
VESa1_S01(PS)_0_2018U	VESa1_S01(PS)_0_2018U	neuron	adult brain	neuroblast VESa1
VESa2_H01(PLP)_0_2018U	VESa2_H01(PLP)_0_2018U	neuron	adult brain	neuroblast VESa2
VESa2_H02(PLP)_0_2018U	VESa2_H02(PLP)_0_2018U	neuron	adult brain	neuroblast VESa2
VESa2_H03(PLP)_0_2018U	VESa2_H03(PLP)_0_2018U	neuron	adult brain	neuroblast VESa2
VESa2_H04(VLP)_0_2018U	VESa2_H04(VLP)_0_2018U	neuron	adult brain	neuroblast VESa2
VESa2_H05(SLP)_0_2018U	VESa2_H05(SLP)_0_2018U	neuron	adult brain	neuroblast VESa2
VESa2_H06(SLP)_0_2018U	VESa2_H06(SLP)_0_2018U	neuron	adult brain	neuroblast VESa2
VESa2_H07(SLP)_0_2018U	VESa2_H07(SLP)_0_2018U	neuron	adult brain	neuroblast VESa2
VESa2_H08(CL)_0_2018U	VESa2_H08(CL)_0_2018U	neuron	adult brain	neuroblast VESa2
VESa2_H09(CL)_0_2018U	VESa2_H09(CL)_0_2018U	neuron	adult brain	neuroblast VESa2
VESa2_H10(CL)_0_2018U	VESa2_H10(CL)_0_2018U	neuron	adult brain	neuroblast VESa2
VESa2_M01(IB_LO)_0_2018U	VESa2_M01(IB_LO)_0_2018U	neuron	adult brain	neuroblast VESa2
VESa2_P01(SLP)_0_2018U	VESa2_P01(SLP)_0_2018U	neuron	adult brain	neuroblast VESa2
VESa2_P02(SLP)_0_2018U	VESa2_P02(SLP)_0_2018U	neuron	adult brain	neuroblast VESa2
VESa2_P03(SLP)_0_2018U	VESa2_P03(SLP)_0_2018U	neuron	adult brain	neuroblast VESa2
VESa2_P04(SLP)_0_2018U	VESa2_P04(SLP)_0_2018U	neuron	adult brain	neuroblast VESa2
VESa2_P05(PLP)_0_2018U	VESa2_P05(PLP)_0_2018U	neuron	adult brain	neuroblast VESa2
VLPa2_H01(VLP)_0_2018U	VLPa2_H01(VLP)_0_2018U	neuron	adult brain	neuroblast VLPa2
VLPa2_H02(VLP)_0_2018U	VLPa2_H02(VLP)_0_2018U	neuron	adult brain	neuroblast VLPa2
VLPa2_H03(VLP)_0_2018U	VLPa2_H03(VLP)_0_2018U	neuron	adult brain	neuroblast VLPa2
VLPa2_H04(VLP)_0_2018U	VLPa2_H04(VLP)_0_2018U	neuron	adult brain	neuroblast VLPa2
VLPa2_H05(VLP)_0_2018U	VLPa2_H05(VLP)_0_2018U	neuron	adult brain	neuroblast VLPa2
VLPa2_H06(VLP)_0_2018U	VLPa2_H06(VLP)_0_2018U	neuron	adult brain	neuroblast VLPa2
VLPa2_H07(VLP)_0_2018U	VLPa2_H07(VLP)_0_2018U	neuron	adult brain	neuroblast VLPa2
VLPa2_H08(VLP)_0_2018U	VLPa2_H08(VLP)_0_2018U	neuron	adult brain	neuroblast VLPa2
VLPa2_H09(VLP)_0_2018U	VLPa2_H09(VLP)_0_2018U	neuron	adult brain	neuroblast VLPa2
VLPa2_H10(VLP)_0_2018U	VLPa2_H10(VLP)_0_2018U	neuron	adult brain	neuroblast VLPa2
VLPa2_H11(VLP)_0_2018U	VLPa2_H11(VLP)_0_2018U	neuron	adult brain	neuroblast VLPa2
VLPa2_H12(VLP)_0_2018U	VLPa2_H12(VLP)_0_2018U	neuron	adult brain	neuroblast VLPa2
VLPa2_H13(VLP)_0_2018U	VLPa2_H13(VLP)_0_2018U	neuron	adult brain	neuroblast VLPa2
VLPa2_H14(VLP)_0_2018U	VLPa2_H14(VLP)_0_2018U	neuron	adult brain	neuroblast VLPa2
VLPa2_H15(VLP)_0_2018U	VLPa2_H15(VLP)_0_2018U	neuron	adult brain	neuroblast VLPa2
VLPa2_H16(VLP)_0_2018U	VLPa2_H16(VLP)_0_2018U	neuron	adult brain	neuroblast VLPa2
VLPa2_H17(VLP)_0_2018U	VLPa2_H17(VLP)_0_2018U	neuron	adult brain	neuroblast VLPa2
VLPa2_H18(VLP)_0_2018U	VLPa2_H18(VLP)_0_2018U	neuron	adult brain	neuroblast VLPa2
VLPa2_H19(VLP)_0_2018U	VLPa2_H19(VLP)_0_2018U	neuron	adult brain	neuroblast VLPa2
VLPa2_H20(VLP)_0_2018U	VLPa2_H20(VLP)_0_2018U	neuron	adult brain	neuroblast VLPa2
VLPa2_H21(VLP)_0_2018U	VLPa2_H21(VLP)_0_2018U	neuron	adult brain	neuroblast VLPa2
VLPa2_H22(VLP)_0_2018U	VLPa2_H22(VLP)_0_2018U	neuron	adult brain	neuroblast VLPa2
VLPa2_H23(VLP)_0_2018U	VLPa2_H23(VLP)_0_2018U	neuron	adult brain	neuroblast VLPa2
VLPa2_H24(VLP)_0_2018U	VLPa2_H24(VLP)_0_2018U	neuron	adult brain	neuroblast VLPa2
VLPa2_H25(VLP)_0_2018U	VLPa2_H25(VLP)_0_2018U	neuron	adult brain	neuroblast VLPa2
VLPa2_H26(VLP)_0_2018U	VLPa2_H26(VLP)_0_2018U	neuron	adult brain	neuroblast VLPa2
VLPa2_H27(VLP)_0_2018U	VLPa2_H27(VLP)_0_2018U	neuron	adult brain	neuroblast VLPa2
VLPa2_H28(VLP)_0_2018U	VLPa2_H28(VLP)_0_2018U	neuron	adult brain	neuroblast VLPa2
VLPa2_H29(VLP)_0_2018U	VLPa2_H29(VLP)_0_2018U	neuron	adult brain	neuroblast VLPa2
VLPa2_H30(VLP)_0_2018U	VLPa2_H30(VLP)_0_2018U	neuron	adult brain	neuroblast VLPa2
VLPa2_H31(_WED)_0_2018U	VLPa2_H31(_WED)_0_2018U	neuron	adult brain	neuroblast VLPa2
VLPa2_H32(_SAD)_0_2018U	VLPa2_H32(_SAD)_0_2018U	neuron	adult brain	neuroblast VLPa2
VLPa2_H33(_SAD)_0_2018U	VLPa2_H33(_SAD)_0_2018U	neuron	adult brain	neuroblast VLPa2
VLPa2_H34(_PS)_0_2018U	VLPa2_H34(_PS)_0_2018U	neuron	adult brain	neuroblast VLPa2
VLPa2_P01(VLP)_0_2018U	VLPa2_P01(VLP)_0_2018U	neuron	adult brain	neuroblast VLPa2
VLPa2_T01(SADi)_0_2018U	VLPa2_T01(SADi)_0_2018U	neuron	adult brain	neuroblast VLPa2
VLPa2_T02(SADi)_0_2018U	VLPa2_T02(SADi)_0_2018U	neuron	adult brain	neuroblast VLPa2
WEDa1_P01(SEZ)_0_2018U	WEDa1_P01(SEZ)_0_2018U	neuron	adult brain	neuroblast WEDa1
WEDa1_P02(PLP)_0_2018U	WEDa1_P02(PLP)_0_2018U	neuron	adult brain	neuroblast WEDa1
WEDa1_S01(SAD)_0_2018U	WEDa1_S01(SAD)_0_2018U	neuron	adult brain	neuroblast WEDa1
WEDa1_S02(SAD)_0_2018U	WEDa1_S02(SAD)_0_2018U	neuron	adult brain	neuroblast WEDa1
WEDa1_S03(SAD)_0_2018U	WEDa1_S03(SAD)_0_2018U	neuron	adult brain	neuroblast WEDa1
WEDa1_S04(SAD)_0_2018U	WEDa1_S04(SAD)_0_2018U	neuron	adult brain	neuroblast WEDa1
WEDa1_S05(SAD)_0_2018U	WEDa1_S05(SAD)_0_2018U	neuron	adult brain	neuroblast WEDa1
WEDa1_S06(SAD)_0_2018U	WEDa1_S06(SAD)_0_2018U	neuron	adult brain	neuroblast WEDa1
WEDa1_S07(SAD)_0_2018U	WEDa1_S07(SAD)_0_2018U	neuron	adult brain	neuroblast WEDa1
WEDa1_S08(SAD)_0_2018U	WEDa1_S08(SAD)_0_2018U	neuron	adult brain	neuroblast WEDa1
WEDa1_S09(SAD)_0_2018U	WEDa1_S09(SAD)_0_2018U	neuron	adult brain	neuroblast WEDa1
WEDa1_S10(WED)_0_2018U	WEDa1_S10(WED)_0_2018U	neuron	adult brain	neuroblast WEDa1
WEDa1_S11(WED)_0_2018U	WEDa1_S11(WED)_0_2018U	neuron	adult brain	neuroblast WEDa1
WEDa1_S12(WED)_0_2018U	WEDa1_S12(WED)_0_2018U	neuron	adult brain	neuroblast WEDa1
WEDa1_S13(WED)_0_2018U	WEDa1_S13(WED)_0_2018U	neuron	adult brain	neuroblast WEDa1
WEDa1_S14(WED)_0_2018U	WEDa1_S14(WED)_0_2018U	neuron	adult brain	neuroblast WEDa1
WEDa1_S15(WED)_0_2018U	WEDa1_S15(WED)_0_2018U	neuron	adult brain	neuroblast WEDa1
WEDa1_S16(WED)_0_2018U	WEDa1_S16(WED)_0_2018U	neuron	adult brain	neuroblast WEDa1
WEDa1_S17(WED)_0_2018U	WEDa1_S17(WED)_0_2018U	neuron	adult brain	neuroblast WEDa1
WEDd1_E01(VNC)_0_2018U	WEDd1_E01(VNC)_0_2018U	neuron	adult nervous system	neuroblast WEDd1
WEDd1_E02(VNC)_0_2018U	WEDd1_E02(VNC)_0_2018U	neuron	adult nervous system	neuroblast WEDd1
WEDd1_H01(VES)_0_2018U	WEDd1_H01(VES)_0_2018U	neuron	adult brain	neuroblast WEDd1
WEDd1_P01(PS)_0_2018U	WEDd1_P01(PS)_0_2018U	neuron	adult brain	neuroblast WEDd1
WEDd1_P02(VES)_0_2018U	WEDd1_P02(VES)_0_2018U	neuron	adult brain	neuroblast WEDd1
WEDd1_P03(SEZ)_0_2018U	WEDd1_P03(SEZ)_0_2018U	neuron	adult brain	neuroblast WEDd1
WEDd1_P04(PLP)_0_2018U	WEDd1_P04(PLP)_0_2018U	neuron	adult brain	neuroblast WEDd1
WEDd1_P05(PLP)_0_2018U	WEDd1_P05(PLP)_0_2018U	neuron	adult brain	neuroblast WEDd1
WEDd1_P06(PLP)_0_2018U	WEDd1_P06(PLP)_0_2018U	neuron	adult brain	neuroblast WEDd1
WEDd1_P07(PLP)_0_2018U	WEDd1_P07(PLP)_0_2018U	neuron	adult brain	neuroblast WEDd1
WEDd1_P08(PLP)_0_2018U	WEDd1_P08(PLP)_0_2018U	neuron	adult brain	neuroblast WEDd1
WEDd1_P09(SAD)_0_2018U	WEDd1_P09(SAD)_0_2018U	neuron	adult brain	neuroblast WEDd1
WEDd1_P10(SAD)_0_2018U	WEDd1_P10(SAD)_0_2018U	neuron	adult brain	neuroblast WEDd1
WEDd1_P11(SAD)_0_2018U	WEDd1_P11(SAD)_0_2018U	neuron	adult brain	neuroblast WEDd1
WEDd1_S01(PS)_0_2018U	WEDd1_S01(PS)_0_2018U	neuron	adult brain	neuroblast WEDd1
WEDd1_S02(PS)_0_2018U	WEDd1_S02(PS)_0_2018U	neuron	adult brain	neuroblast WEDd1
CREa1A_H01(a1)_0_2018U	CREa1A_H01(a1)_0_2018U	dopaminergic PAM neuron 11	adult brain	
CREa1A_H02(b1ped)_0_2018U	CREa1A_H02(b1ped)_0_2018U	dopaminergic PAM neuron 9	adult brain	
CREa1A_H03(b1)_0_2018U	CREa1A_H03(b1)_0_2018U	dopaminergic PAM neuron 10	adult brain	
CREa1A_H04(b2)_0_2018U	CREa1A_H04(b2)_0_2018U	dopaminergic PAM neuron 4	adult brain	
CREa1A_H05(b2)_0_2018U	CREa1A_H05(b2)_0_2018U	dopaminergic PAM neuron	adult brain	
CREa1A_H06(r5)_0_2018U	CREa1A_H06(r5)_0_2018U	dopaminergic PAM neuron 1	adult brain	
CREa1A_H07(b'2r5)_0_2018U	CREa1A_H07(b'2r5)_0_2018U	dopaminergic PAM neuron	adult brain	
CREa1A_H08(b'2a)_0_2018U	CREa1A_H08(b'2a)_0_2018U	dopaminergic PAM neuron 2	adult brain	
CREa1A_H09(b'2m)_0_2018U	CREa1A_H09(b'2m)_0_2018U	dopaminergic PAM neuron 6	adult brain	
CREa1A_H10(r4)_0_2018U	CREa1A_H10(r4)_0_2018U	dopaminergic PAM neuron 8	adult brain	
CREa1A_H11(b'2p)_0_2018U	CREa1A_H11(b'2p)_0_2018U	dopaminergic PAM neuron 5	adult brain	
CREa1A_H12(b'2m)_0_2018U	CREa1A_H12(b'2m)_0_2018U	dopaminergic PAM neuron 6	adult brain	
CREa1A_H13(b'1m)_0_2018U	CREa1A_H13(b'1m)_0_2018U	dopaminergic PAM neuron 14	adult brain	
CREa1A_H14(b'1ap)_0_2018U	CREa1A_H14(b'1ap)_0_2018U	dopaminergic PAM neuron 13	adult brain	
CREa1A_H15(r3)_0_2018U	CREa1A_H15(r3)_0_2018U	mushroom body medial lobe arborizing neuron 2	adult brain	
CREa1A_H16(r4)_0_2018U	CREa1A_H16(r4)_0_2018U	dopaminergic PAM neuron 8	adult brain	
CREa1A_H17(r4_r2)_0_2018U	CREa1A_H17(r4_r2)_0_2018U	dopaminergic PAM neuron	adult brain	
CREa1A_H18(r4_r1r2)_0_2018U	CREa1A_H18(r4_r1r2)_0_2018U	dopaminergic PAM neuron 7	adult brain	
CREa1A_H19(r4_5)_0_2018U	CREa1A_H19(r4_5)_0_2018U	dopaminergic PAM neuron	adult brain	
CREa1A_H20(r5)_0_2018U	CREa1A_H20(r5)_0_2018U	dopaminergic PAM neuron 1	adult brain	
CREa1A_H21(b'2m)_0_2018U	CREa1A_H21(b'2m)_0_2018U	dopaminergic PAM neuron 6	adult brain	
CREa1A_H22(b2)_0_2018U	CREa1A_H22(b2)_0_2018U	dopaminergic PAM neuron	adult brain	
CREa1A_H23(b2b'2)_0_2018U	CREa1A_H23(b2b'2)_0_2018U	mushroom body medial lobe arborizing neuron 3	adult brain	
CREa1A_M01(FB)_0_2018U	CREa1A_M01(FB)_0_2018U	neuron	adult brain	
CREa1A_T01(IB)_0_2018U	CREa1A_T01(IB)_0_2018U	neuron	adult brain	
CREa1B_H01(_SLPc)_0_2018U	CREa1B_H01(_SLPc)_0_2018U	neuron	adult brain	
CREa1B_P01(LO)_0_2018U	CREa1B_P01(LO)_0_2018U	neuron	adult brain	
CREa1B_P02(VLP)_0_2018U	CREa1B_P02(VLP)_0_2018U	neuron	adult brain	
CREa1B_P03(VLP)_0_2018U	CREa1B_P03(VLP)_0_2018U	neuron	adult brain	
CREa1B_P04(LH)_0_2018U	CREa1B_P04(LH)_0_2018U	neuron	adult brain	
CREa1B_P05(SLP)_0_2018U	CREa1B_P05(SLP)_0_2018U	neuron	adult brain	
CREa1B_P06(SLP)_0_2018U	CREa1B_P06(SLP)_0_2018U	neuron	adult brain	
CREa1B_P07(SLP)_0_2018U	CREa1B_P07(SLP)_0_2018U	neuron	adult brain	
CREa1B_P08(SLP)_0_2018U	CREa1B_P08(SLP)_0_2018U	neuron	adult brain	
SMPad1_H01(_SMP)_0_2018U	SMPad1_H01(_SMP)_0_2018U	neuron	adult brain	
SMPad1_H02(_SMP)_0_2018U	SMPad1_H02(_SMP)_0_2018U	neuron	adult brain	
SMPad1_H03(SMP)_0_2018U	SMPad1_H03(SMP)_0_2018U	neuron	adult brain	
SMPad1_H04(SMP)_0_2018U	SMPad1_H04(SMP)_0_2018U	neuron	adult brain	
SMPad1_H05(SMP)_0_2018U	SMPad1_H05(SMP)_0_2018U	neuron	adult brain	
SMPad1_H06(SMP)_0_2018U	SMPad1_H06(SMP)_0_2018U	neuron	adult brain	
SMPad1_H07(SMP)_0_2018U	SMPad1_H07(SMP)_0_2018U	neuron	adult brain	
SMPad1_H08(SMP)_0_2018U	SMPad1_H08(SMP)_0_2018U	neuron	adult brain	
SMPad1_H09(SMP)_0_2018U	SMPad1_H09(SMP)_0_2018U	neuron	adult brain	
SMPad1_H10(SMP)_0_2018U	SMPad1_H10(SMP)_0_2018U	neuron	adult brain	
