bodyID	subject_name	object	subject_external_db	relation
880880259	Delta7(PB15)_L4R5_R	adult intrinsic protocerebral bridge 18 glomeruli-glomeruli 5 and 4 neuron	neuprint_JRC_Hemibrain_1point1	is_a
910442723	Delta7(PB15)_L4R5_R	adult intrinsic protocerebral bridge 18 glomeruli-glomeruli 5 and 4 neuron	neuprint_JRC_Hemibrain_1point1	is_a
911129339	Delta7(PB15)_L4R5_R	adult intrinsic protocerebral bridge 18 glomeruli-glomeruli 5 and 4 neuron	neuprint_JRC_Hemibrain_1point1	is_a
911134009	Delta7(PB15)_L4R5_R	adult intrinsic protocerebral bridge 18 glomeruli-glomeruli 5 and 4 neuron	neuprint_JRC_Hemibrain_1point1	is_a
911138168	Delta7(PB15)_L4R5_R	adult intrinsic protocerebral bridge 18 glomeruli-glomeruli 5 and 4 neuron	neuprint_JRC_Hemibrain_1point1	is_a
911901802	Delta7(PB15)_L4R6_R	adult intrinsic protocerebral bridge 18 glomeruli-2 glomeruli neuron	neuprint_JRC_Hemibrain_1point1	is_a
910442782	Delta7(PB15)_L4R6_R	adult intrinsic protocerebral bridge 18 glomeruli-2 glomeruli neuron	neuprint_JRC_Hemibrain_1point1	is_a
5813048042	Delta7(PB15)_L5R4_L	adult intrinsic protocerebral bridge 18 glomeruli-glomeruli 5 and 4 neuron	neuprint_JRC_Hemibrain_1point1	is_a
880530613	Delta7(PB15)_L5R4_L	adult intrinsic protocerebral bridge 18 glomeruli-glomeruli 5 and 4 neuron	neuprint_JRC_Hemibrain_1point1	is_a
880875736	Delta7(PB15)_L5R4_L	adult intrinsic protocerebral bridge 18 glomeruli-glomeruli 5 and 4 neuron	neuprint_JRC_Hemibrain_1point1	is_a
910796989	Delta7(PB15)_L5R4_L	adult intrinsic protocerebral bridge 18 glomeruli-glomeruli 5 and 4 neuron	neuprint_JRC_Hemibrain_1point1	is_a
910801332	Delta7(PB15)_L5R4_L	adult intrinsic protocerebral bridge 18 glomeruli-glomeruli 5 and 4 neuron	neuprint_JRC_Hemibrain_1point1	is_a
734581598	Delta7(PB15)_L6R3_L	adult intrinsic protocerebral bridge 18 glomeruli-glomeruli 6 and 3 neuron	neuprint_JRC_Hemibrain_1point1	is_a
911919044	Delta7(PB15)_L6R3_L	adult intrinsic protocerebral bridge 18 glomeruli-glomeruli 6 and 3 neuron	neuprint_JRC_Hemibrain_1point1	is_a
941482720	Delta7(PB15)_L6R3_L	adult intrinsic protocerebral bridge 18 glomeruli-glomeruli 6 and 3 neuron	neuprint_JRC_Hemibrain_1point1	is_a
941814787	Delta7(PB15)_L6R3_L	adult intrinsic protocerebral bridge 18 glomeruli-glomeruli 6 and 3 neuron	neuprint_JRC_Hemibrain_1point1	is_a
973959177	Delta7(PB15)_L6R3_L	adult intrinsic protocerebral bridge 18 glomeruli-glomeruli 6 and 3 neuron	neuprint_JRC_Hemibrain_1point1	is_a
911211196	Delta7(PB15)_L6R4_L	adult intrinsic protocerebral bridge 18 glomeruli-2 glomeruli neuron	neuprint_JRC_Hemibrain_1point1	is_a
911241750	Delta7(PB15)_L6R4_L	adult intrinsic protocerebral bridge 18 glomeruli-2 glomeruli neuron	neuprint_JRC_Hemibrain_1point1	is_a
1158747783	Delta7(PB15)_L7R2_L	adult intrinsic protocerebral bridge 18 glomeruli-glomeruli 7 and 2 neuron	neuprint_JRC_Hemibrain_1point1	is_a
912243353	Delta7(PB15)_L7R2_L	adult intrinsic protocerebral bridge 18 glomeruli-glomeruli 7 and 2 neuron	neuprint_JRC_Hemibrain_1point1	is_a
911129204	Delta7(PB15)_L7R2_L	adult intrinsic protocerebral bridge 18 glomeruli-glomeruli 7 and 2 neuron	neuprint_JRC_Hemibrain_1point1	is_a
941810314	Delta7(PB15)_L7R3_L	adult intrinsic protocerebral bridge 18 glomeruli-2 glomeruli neuron	neuprint_JRC_Hemibrain_1point1	is_a
911578595	Delta7(PB15)_L8R1R9_L	adult intrinsic protocerebral bridge 18 glomeruli-3 glomeruli neuron	neuprint_JRC_Hemibrain_1point1	is_a
911911193	Delta7(PB15)_L8R1R9_L	adult intrinsic protocerebral bridge 18 glomeruli-3 glomeruli neuron	neuprint_JRC_Hemibrain_1point1	is_a
910442752	Delta7(PB15)_L8R1R9_L	adult intrinsic protocerebral bridge 18 glomeruli-3 glomeruli neuron	neuprint_JRC_Hemibrain_1point1	is_a
910783731	Delta7(PB15)_L8R1R9_L	adult intrinsic protocerebral bridge 18 glomeruli-3 glomeruli neuron	neuprint_JRC_Hemibrain_1point1	is_a
910783883	Delta7(PB15)_L8R1R9_L	adult intrinsic protocerebral bridge 18 glomeruli-3 glomeruli neuron	neuprint_JRC_Hemibrain_1point1	is_a
1447576662	EPG(PB08)_L1	adult ellipsoid body-protocerebral bridge glomerulus 1-dorsal gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
572870540	EPG(PB08)_L1	adult ellipsoid body-protocerebral bridge glomerulus 1-dorsal gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
697001770	EPG(PB08)_L2	adult ellipsoid body-protocerebral bridge glomerulus 2-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
912545106	EPG(PB08)_L2	adult ellipsoid body-protocerebral bridge glomerulus 3-dorsal gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
387364605	EPG(PB08)_L3	adult ellipsoid body-protocerebral bridge glomerulus 3-dorsal gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
449438847	EPG(PB08)_L3	adult ellipsoid body-protocerebral bridge glomerulus 3-dorsal gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
758419409	EPG(PB08)_L3	adult ellipsoid body-protocerebral bridge glomerulus 3-dorsal gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
5813022281	EPG(PB08)_L4	adult ellipsoid body-protocerebral bridge glomerulus 4-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
634962055	EPG(PB08)_L4	adult ellipsoid body-protocerebral bridge glomerulus 4-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
665314820	EPG(PB08)_L4	adult ellipsoid body-protocerebral bridge glomerulus 4-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
696362840	EPG(PB08)_L5	adult ellipsoid body-protocerebral bridge glomerulus 5-dorsal gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
789126240	EPG(PB08)_L5	adult ellipsoid body-protocerebral bridge glomerulus 5-dorsal gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
819828986	EPG(PB08)_L5	adult ellipsoid body-protocerebral bridge glomerulus 5-dorsal gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
541870397	EPG(PB08)_L6	adult ellipsoid body-protocerebral bridge glomerulus 6-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
788794171	EPG(PB08)_L6	adult ellipsoid body-protocerebral bridge glomerulus 6-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
912601268	EPG(PB08)_L6	adult ellipsoid body-protocerebral bridge glomerulus 6-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
1004017998	EPG(PB08)_L7	adult ellipsoid body-protocerebral bridge glomerulus 7-dorsal gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
1035045015	EPG(PB08)_L7	adult ellipsoid body-protocerebral bridge glomerulus 7-dorsal gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
5813012006	EPG(PB08)_L7	adult ellipsoid body-protocerebral bridge glomerulus 7-dorsal gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
1065410141	EPG(PB08)_L8	adult ellipsoid body-protocerebral bridge glomerulus 8-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
1127476096	EPG(PB08)_L8	adult ellipsoid body-protocerebral bridge glomerulus 8-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
1167995070	EPG(PB08)_L8	adult ellipsoid body-protocerebral bridge glomerulus 8-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
1168664495	EPG(PB08)_L8	adult ellipsoid body-protocerebral bridge glomerulus 8-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
5813077544	EPG(PB08)_R1	adult ellipsoid body-protocerebral bridge glomerulus 1-dorsal gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
5813014873	EPG(PB08)_R1	adult ellipsoid body-protocerebral bridge glomerulus 1-dorsal gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
632544268	EPG(PB08)_R2	adult ellipsoid body-protocerebral bridge glomerulus 2-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
695629525	EPG(PB08)_R2	adult ellipsoid body-protocerebral bridge glomerulus 2-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
478375456	EPG(PB08)_R3	adult ellipsoid body-protocerebral bridge glomerulus 3-dorsal gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
541118908	EPG(PB08)_R3	adult ellipsoid body-protocerebral bridge glomerulus 3-dorsal gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
5813080838	EPG(PB08)_R3	adult ellipsoid body-protocerebral bridge glomerulus 3-dorsal gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
416642425	EPG(PB08)_R4	adult ellipsoid body-protocerebral bridge glomerulus 4-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
633546217	EPG(PB08)_R4	adult ellipsoid body-protocerebral bridge glomerulus 4-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
695956656	EPG(PB08)_R4	adult ellipsoid body-protocerebral bridge glomerulus 4-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
5813027103	EPG(PB08)_R5	adult ellipsoid body-protocerebral bridge glomerulus 5-dorsal gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
694920753	EPG(PB08)_R5	adult ellipsoid body-protocerebral bridge glomerulus 5-dorsal gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
725951521	EPG(PB08)_R5	adult ellipsoid body-protocerebral bridge glomerulus 5-dorsal gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
910438331	EPG(PB08)_R6	adult ellipsoid body-protocerebral bridge glomerulus 6-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
941132434	EPG(PB08)_R6	adult ellipsoid body-protocerebral bridge glomerulus 6-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
942491983	EPG(PB08)_R6	adult ellipsoid body-protocerebral bridge glomerulus 6-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
1002507159	EPG(PB08)_R7	adult ellipsoid body-protocerebral bridge glomerulus 7-dorsal gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
1002852791	EPG(PB08)_R7	adult ellipsoid body-protocerebral bridge glomerulus 7-dorsal gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
1034219901	EPG(PB08)_R7	adult ellipsoid body-protocerebral bridge glomerulus 7-dorsal gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
1125964814	EPG(PB08)_R8	adult ellipsoid body-protocerebral bridge glomerulus 8-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
1126647624	EPG(PB08)_R8	adult ellipsoid body-protocerebral bridge glomerulus 8-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
5813061251	EPG(PB08)_R8	adult ellipsoid body-protocerebral bridge glomerulus 8-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
5813040233	EPG(PB08)_R8	adult ellipsoid body-protocerebral bridge glomerulus 8-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
1168660239	EPGt(PB09)_L9	adult ellipsoid body-protocerebral bridge glomerulus 9-gall tip neuron	neuprint_JRC_Hemibrain_1point1	is_a
1168664447	EPGt(PB09)_L9	adult ellipsoid body-protocerebral bridge glomerulus 9-gall tip neuron	neuprint_JRC_Hemibrain_1point1	is_a
1168659995	EPGt(PB09)_R9	adult ellipsoid body-protocerebral bridge glomerulus 9-gall tip neuron	neuprint_JRC_Hemibrain_1point1	is_a
1219069439	EPGt(PB09)_R9	adult ellipsoid body-protocerebral bridge glomerulus 9-gall tip neuron	neuprint_JRC_Hemibrain_1point1	is_a
1128088594	PEG(PB07)_L1	adult protocerebral bridge glomerulus 1-ellipsoid body tile-dorsal gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
1190171884	PEG(PB07)_L2	adult protocerebral bridge glomerulus 2-ellipsoid body tile-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
974300015	PEG(PB07)_L3	adult protocerebral bridge glomerulus 3-ellipsoid body tile-dorsal gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
942587380	PEG(PB07)_L4	adult protocerebral bridge glomerulus 4-ellipsoid body tile-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
880875861	PEG(PB07)_L5	adult protocerebral bridge glomerulus 5-ellipsoid body tile-dorsal gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
881898734	PEG(PB07)_L6	adult protocerebral bridge glomerulus 6-ellipsoid body tile-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
1004014587	PEG(PB07)_L7	adult protocerebral bridge glomerulus 7-ellipsoid body tile-dorsal gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
1065409934	PEG(PB07)_L8	adult protocerebral bridge glomerulus 8-ellipsoid body tile-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
1199677638	PEG(PB07)_L9	adult protocerebral bridge glomerulus 9-ellipsoid body tile-dorsal gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
848761388	PEG(PB07)_R1	adult protocerebral bridge glomerulus 1-ellipsoid body tile-dorsal gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
972555509	PEG(PB07)_R2	adult protocerebral bridge glomerulus 2-ellipsoid body tile-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
974239375	PEG(PB07)_R3	adult protocerebral bridge glomerulus 3-ellipsoid body tile-dorsal gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
942173776	PEG(PB07)_R4	adult protocerebral bridge glomerulus 4-ellipsoid body tile-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
5813014882	PEG(PB07)_R5	adult protocerebral bridge glomerulus 5-ellipsoid body tile-dorsal gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
912147912	PEG(PB07)_R6	adult protocerebral bridge glomerulus 6-ellipsoid body tile-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
1002848661	PEG(PB07)_R7	adult protocerebral bridge glomerulus 7-ellipsoid body tile-dorsal gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
5813059834	PEG(PB07)_R8	adult protocerebral bridge glomerulus 8-ellipsoid body tile-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
1125969082	PEG(PB07)_R9	adult protocerebral bridge glomerulus 9-ellipsoid body tile-dorsal gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
634608104	PEN_a(PB06a)_L2	adult protocerebral bridge glomerulus 2-ellipsoid body tile-nodulus 1 neuron 1	neuprint_JRC_Hemibrain_1point1	is_a
1508334312	PEN_a(PB06a)_L3	adult protocerebral bridge glomerulus 3-ellipsoid body tile-nodulus 1 neuron 1	neuprint_JRC_Hemibrain_1point1	is_a
757055317	PEN_a(PB06a)_L4	adult protocerebral bridge glomerulus 4-ellipsoid body tile-nodulus 1 neuron 1	neuprint_JRC_Hemibrain_1point1	is_a
849482511	PEN_a(PB06a)_L4	adult protocerebral bridge glomerulus 4-ellipsoid body tile-nodulus 1 neuron 1	neuprint_JRC_Hemibrain_1point1	is_a
5813080979	PEN_a(PB06a)_L5	adult protocerebral bridge glomerulus 5-ellipsoid body tile-nodulus 1 neuron 1	neuprint_JRC_Hemibrain_1point1	is_a
1380495496	PEN_a(PB06a)_L6	adult protocerebral bridge glomerulus 6-ellipsoid body tile-nodulus 1 neuron 1	neuprint_JRC_Hemibrain_1point1	is_a
664645558	PEN_a(PB06a)_L6	adult protocerebral bridge glomerulus 6-ellipsoid body tile-nodulus 1 neuron 1	neuprint_JRC_Hemibrain_1point1	is_a
508793049	PEN_a(PB06a)_L7	adult protocerebral bridge glomerulus 7-ellipsoid body tile-nodulus 1 neuron 1	neuprint_JRC_Hemibrain_1point1	is_a
1127471692	PEN_a(PB06a)_L8	adult protocerebral bridge glomerulus 8-ellipsoid body tile-nodulus 1 neuron 1	neuprint_JRC_Hemibrain_1point1	is_a
1220576923	PEN_a(PB06a)_L9	adult protocerebral bridge glomerulus 9-ellipsoid body tile-nodulus 1 neuron 1	neuprint_JRC_Hemibrain_1point1	is_a
972892437	PEN_a(PB06a)_R2	adult protocerebral bridge glomerulus 2-ellipsoid body tile-nodulus 1 neuron 1	neuprint_JRC_Hemibrain_1point1	is_a
570461892	PEN_a(PB06a)_R3	adult protocerebral bridge glomerulus 3-ellipsoid body tile-nodulus 1 neuron 1	neuprint_JRC_Hemibrain_1point1	is_a
509410587	PEN_a(PB06a)_R4	adult protocerebral bridge glomerulus 4-ellipsoid body tile-nodulus 1 neuron 1	neuprint_JRC_Hemibrain_1point1	is_a
5813056953	PEN_a(PB06a)_R4	adult protocerebral bridge glomerulus 4-ellipsoid body tile-nodulus 1 neuron 1	neuprint_JRC_Hemibrain_1point1	is_a
910447075	PEN_a(PB06a)_R5	adult protocerebral bridge glomerulus 5-ellipsoid body tile-nodulus 1 neuron 1	neuprint_JRC_Hemibrain_1point1	is_a
663190769	PEN_a(PB06a)_R6	adult protocerebral bridge glomerulus 6-ellipsoid body tile-nodulus 1 neuron 1	neuprint_JRC_Hemibrain_1point1	is_a
847336755	PEN_a(PB06a)_R6	adult protocerebral bridge glomerulus 6-ellipsoid body tile-nodulus 1 neuron 1	neuprint_JRC_Hemibrain_1point1	is_a
1002507131	PEN_a(PB06a)_R7	adult protocerebral bridge glomerulus 7-ellipsoid body tile-nodulus 1 neuron 1	neuprint_JRC_Hemibrain_1point1	is_a
1125964630	PEN_a(PB06a)_R8	adult protocerebral bridge glomerulus 8-ellipsoid body tile-nodulus 1 neuron 1	neuprint_JRC_Hemibrain_1point1	is_a
1218732640	PEN_a(PB06a)_R9	adult protocerebral bridge glomerulus 9-ellipsoid body tile-nodulus 1 neuron 1	neuprint_JRC_Hemibrain_1point1	is_a
5813047157	PEN_b(PB06b)_L2	adult protocerebral bridge glomerulus 2-ellipsoid body tile-nodulus 1 neuron 2	neuprint_JRC_Hemibrain_1point1	is_a
5813070465	PEN_b(PB06b)_L3	adult protocerebral bridge glomerulus 3-ellipsoid body tile-nodulus 1 neuron 2	neuprint_JRC_Hemibrain_1point1	is_a
387023620	PEN_b(PB06b)_L4	adult protocerebral bridge glomerulus 4-ellipsoid body tile-nodulus 1 neuron 2	neuprint_JRC_Hemibrain_1point1	is_a
539462336	PEN_b(PB06b)_L4	adult protocerebral bridge glomerulus 4-ellipsoid body tile-nodulus 1 neuron 2	neuprint_JRC_Hemibrain_1point1	is_a
1631450739	PEN_b(PB06b)_L5	adult protocerebral bridge glomerulus 5-ellipsoid body tile-nodulus 1 neuron 2	neuprint_JRC_Hemibrain_1point1	is_a
664650297	PEN_b(PB06b)_L6	adult protocerebral bridge glomerulus 6-ellipsoid body tile-nodulus 1 neuron 2	neuprint_JRC_Hemibrain_1point1	is_a
879183317	PEN_b(PB06b)_L6	adult protocerebral bridge glomerulus 6-ellipsoid body tile-nodulus 1 neuron 2	neuprint_JRC_Hemibrain_1point1	is_a
1318109929	PEN_b(PB06b)_L7	adult protocerebral bridge glomerulus 7-ellipsoid body tile-nodulus 1 neuron 2	neuprint_JRC_Hemibrain_1point1	is_a
1353544607	PEN_b(PB06b)_L8	adult protocerebral bridge glomerulus 8-ellipsoid body tile-nodulus 1 neuron 2	neuprint_JRC_Hemibrain_1point1	is_a
1220584946	PEN_b(PB06b)_L9	adult protocerebral bridge glomerulus 9-ellipsoid body tile-nodulus 1 neuron 2	neuprint_JRC_Hemibrain_1point1	is_a
1600083889	PEN_b(PB06b)_L9	adult protocerebral bridge glomerulus 9-ellipsoid body tile-nodulus 1 neuron 2	neuprint_JRC_Hemibrain_1point1	is_a
724280817	PEN_b(PB06b)_R2	adult protocerebral bridge glomerulus 2-ellipsoid body tile-nodulus 1 neuron 2	neuprint_JRC_Hemibrain_1point1	is_a
973566036	PEN_b(PB06b)_R3	adult protocerebral bridge glomerulus 3-ellipsoid body tile-nodulus 1 neuron 2	neuprint_JRC_Hemibrain_1point1	is_a
569775058	PEN_b(PB06b)_R4	adult protocerebral bridge glomerulus 4-ellipsoid body tile-nodulus 1 neuron 2	neuprint_JRC_Hemibrain_1point1	is_a
663562172	PEN_b(PB06b)_R4	adult protocerebral bridge glomerulus 4-ellipsoid body tile-nodulus 1 neuron 2	neuprint_JRC_Hemibrain_1point1	is_a
849421763	PEN_b(PB06b)_R5	adult protocerebral bridge glomerulus 5-ellipsoid body tile-nodulus 1 neuron 2	neuprint_JRC_Hemibrain_1point1	is_a
1197993940	PEN_b(PB06b)_R6	adult protocerebral bridge glomerulus 6-ellipsoid body tile-nodulus 1 neuron 2	neuprint_JRC_Hemibrain_1point1	is_a
941123755	PEN_b(PB06b)_R6	adult protocerebral bridge glomerulus 6-ellipsoid body tile-nodulus 1 neuron 2	neuprint_JRC_Hemibrain_1point1	is_a
693755250	PEN_b(PB06b)_R7	adult protocerebral bridge glomerulus 7-ellipsoid body tile-nodulus 1 neuron 2	neuprint_JRC_Hemibrain_1point1	is_a
1062526223	PEN_b(PB06b)_R8	adult protocerebral bridge glomerulus 8-ellipsoid body tile-nodulus 1 neuron 2	neuprint_JRC_Hemibrain_1point1	is_a
1218728570	PEN_b(PB06b)_R9	adult protocerebral bridge glomerulus 9-ellipsoid body tile-nodulus 1 neuron 2	neuprint_JRC_Hemibrain_1point1	is_a
1601771527	PEN_b(PB06b)_R9	adult protocerebral bridge glomerulus 9-ellipsoid body tile-nodulus 1 neuron 2	neuprint_JRC_Hemibrain_1point1	is_a
1198749960	PFGs(PB10)_L1_C9_irreg	PB slice 1-FB layers 3 and 6-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
726352774	PFGs(PB10)_L4_C4	PB slice 3-FB layers 3 and 6-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
1133890586	PFGs(PB10)_L5_C5	PB slice 4-FB layers 3 and 6-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
1136273393	PFGs(PB10)_L7_C7	PB slice 6-FB layers 3 and 6-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
1189891402	PFGs(PB10)_L8_C8	PB slice 7-FB layers 3 and 6-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
1200027441	PFGs(PB10)_L9_C9	PB slice 8-FB layers 3 and 6-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
664943511	PFGs(PB10)_R1_C1_irreg	PB slice 1-FB layers 3 and 6-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
5813010807	PFGs(PB10)_R4_C6	PB slice 3-FB layers 3 and 6-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
884916660	PFGs(PB10)_R5_C5	PB slice 4-FB layers 3 and 6-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
1033887446	PFGs(PB10)_R7_C3	PB slice 6-FB layers 3 and 6-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
1103810192	PFGs(PB10)_R8_C2	PB slice 7-FB layers 3 and 6-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
1136204852	PFGs(PB10)_R9_C1	PB slice 8-FB layers 3 and 6-ventral gall neuron	neuprint_JRC_Hemibrain_1point1	is_a
1128092885	PFL1(PB12a)_L1_C8_irreg	PB slice 1-FB layer 2-IDFP HB-lateral ipsilateral neuron	neuprint_JRC_Hemibrain_1point1	is_a
481121605	PFL1(PB12a)_L2_C3	PB slice 1-FB layer 2-IDFP HB-lateral neuron	neuprint_JRC_Hemibrain_1point1	is_a
1292423935	PFL1(PB12a)_L3_C4	PB slice 2-FB layer 2-IDFP HB-lateral neuron	neuprint_JRC_Hemibrain_1point1	is_a
5813041365	PFL1(PB12a)_L4_C5	PB slice 3-FB layer 2-IDFP HB-lateral neuron	neuprint_JRC_Hemibrain_1point1	is_a
911565319	PFL1(PB12a)_L5_C6	PB slice 4-FB layer 2-IDFP HB-lateral neuron	neuprint_JRC_Hemibrain_1point1	is_a
911578483	PFL1(PB12a)_L6_C7	PB slice 5-FB layer 2-IDFP HB-lateral neuron	neuprint_JRC_Hemibrain_1point1	is_a
1003672766	PFL1(PB12a)_L7_C9	PB slice 6-FB layer 2-IDFP HB-lateral neuron	neuprint_JRC_Hemibrain_1point1	is_a
882533209	PFL1(PB12a)_R1_C2_irreg	PB slice 1-FB layer 2-IDFP HB-lateral ipsilateral neuron	neuprint_JRC_Hemibrain_1point1	is_a
1097718901	PFL1(PB12a)_R2_C7	PB slice 1-FB layer 2-IDFP HB-lateral neuron	neuprint_JRC_Hemibrain_1point1	is_a
881458181	PFL1(PB12a)_R3_C6	PB slice 2-FB layer 2-IDFP HB-lateral neuron	neuprint_JRC_Hemibrain_1point1	is_a
881458145	PFL1(PB12a)_R4_C5	PB slice 3-FB layer 2-IDFP HB-lateral neuron	neuprint_JRC_Hemibrain_1point1	is_a
910787992	PFL1(PB12a)_R5_C4	PB slice 4-FB layer 2-IDFP HB-lateral neuron	neuprint_JRC_Hemibrain_1point1	is_a
941123943	PFL1(PB12a)_R6_C3	PB slice 5-FB layer 2-IDFP HB-lateral neuron	neuprint_JRC_Hemibrain_1point1	is_a
1002507170	PFL1(PB12a)_R7_C1	PB slice 6-FB layer 2-IDFP HB-lateral neuron	neuprint_JRC_Hemibrain_1point1	is_a
1381484065	PFL2(PB12b)_L2_C6	PB slice 1-FB layers 1 to 4-bilateral IDFP HB-medial neuron	neuprint_JRC_Hemibrain_1point1	is_a
850194651	PFL2(PB12b)_L4_C8	PB slice 3-FB layers 1 to 4-bilateral IDFP HB-medial neuron	neuprint_JRC_Hemibrain_1point1	is_a
916284630	PFL2(PB12b)_R2_C4	PB slice 1-FB layers 1 to 4-bilateral IDFP HB-medial neuron	neuprint_JRC_Hemibrain_1point1	is_a
1167282562	PFL2(PB12b)_R4_C2	PB slice 3-FB layers 1 to 4-bilateral IDFP HB-medial neuron	neuprint_JRC_Hemibrain_1point1	is_a
1258686925	PFL3(PB12c)_L2_C4	PB slice 2-FB layers 1 to 4-IDFP HB-medial neuron	neuprint_JRC_Hemibrain_1point1	is_a
757694775	PFL3(PB12c)_L2_C9_irreg	PB slice 2-FB layers 1 to 4-IDFP HB-medial ipsilateral neuron	neuprint_JRC_Hemibrain_1point1	is_a
850855138	PFL3(PB12c)_L3_C5	PB slice 3-FB layers 1 to 4-IDFP HB-medial neuron	neuprint_JRC_Hemibrain_1point1	is_a
912925080	PFL3(PB12c)_L3_C5	PB slice 3-FB layers 1 to 4-IDFP HB-medial neuron	neuprint_JRC_Hemibrain_1point1	is_a
789130596	PFL3(PB12c)_L4_C6	PB slice 4-FB layers 1 to 4-IDFP HB-medial neuron	neuprint_JRC_Hemibrain_1point1	is_a
880875927	PFL3(PB12c)_L5_C7	PB slice 5-FB layers 1 to 4-IDFP HB-medial neuron	neuprint_JRC_Hemibrain_1point1	is_a
911569552	PFL3(PB12c)_L5_C7	PB slice 5-FB layers 1 to 4-IDFP HB-medial neuron	neuprint_JRC_Hemibrain_1point1	is_a
941939879	PFL3(PB12c)_L6_C8	PB slice 6-FB layers 1 to 4-IDFP HB-medial neuron	neuprint_JRC_Hemibrain_1point1	is_a
