subject_external_db	subject_external_id	relation	pub	object
catmaid_fafb	3823842	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or19
catmaid_fafb	5157896	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or19
catmaid_fafb	5158081	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or19
catmaid_fafb	5164684	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or19
catmaid_fafb	8594279	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or19
catmaid_fafb	11355584	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or19
catmaid_fafb	11774082	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or19
catmaid_fafb	11858364	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or19
catmaid_fafb	11858466	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or19
catmaid_fafb	13281170	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or19
catmaid_fafb	7278969	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or67d
catmaid_fafb	4079928	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or42b
catmaid_fafb	4081029	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or42b
catmaid_fafb	4081141	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or42b
catmaid_fafb	4081183	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or42b
catmaid_fafb	4081193	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or42b
catmaid_fafb	4081200	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or42b
catmaid_fafb	5849310	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or42b
catmaid_fafb	5849467	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or42b
catmaid_fafb	7161775	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or42b
catmaid_fafb	7167832	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or42b
catmaid_fafb	7179380	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or42b
catmaid_fafb	7179492	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or42b
catmaid_fafb	7179501	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or42b
catmaid_fafb	7179547	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or42b
catmaid_fafb	7179613	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or42b
catmaid_fafb	11161904	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or42b
catmaid_fafb	11673863	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or42b
catmaid_fafb	11673877	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or42b
catmaid_fafb	11720855	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or42b
catmaid_fafb	11720861	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or42b
catmaid_fafb	13762716	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or42b
catmaid_fafb	14020953	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or42b
catmaid_fafb	14023189	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or42b
catmaid_fafb	14545747	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or42b
catmaid_fafb	5038796	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or85a
catmaid_fafb	5110857	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or85a
catmaid_fafb	5111282	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or85a
catmaid_fafb	5111360	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or85a
catmaid_fafb	8672384	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or85a
catmaid_fafb	8674892	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or85a
catmaid_fafb	8677211	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or85a
catmaid_fafb	8677226	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or85a
catmaid_fafb	8677396	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or85a
catmaid_fafb	8677435	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or85a
catmaid_fafb	8677465	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or85a
catmaid_fafb	8749911	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or85a
catmaid_fafb	8750841	is_a	doi:10.1523/JNEUROSCI.0552-20.2020	adult olfactory receptor neuron Or85a
