subject_external_id	subject_name	object	pub	comment	subject_external_db	relation
203594175	FS4A	adult fan-shaped body 1 column-superior medial protocerebrum neuron	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
5813079341	FS4A	adult fan-shaped body 1 column-superior medial protocerebrum neuron	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
1279775029	FS4A	adult fan-shaped body 1 column-superior medial protocerebrum neuron	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
980391392	FS4A	adult fan-shaped body 1 column-superior medial protocerebrum neuron	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
948704521	FS4A	adult fan-shaped body 1 column-superior medial protocerebrum neuron	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
203253072	FS4A	adult fan-shaped body 1 column-superior medial protocerebrum neuron	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
1104824699	FS4A	adult fan-shaped body 1 column-superior medial protocerebrum neuron	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
203931040	FS4A	adult fan-shaped body 1 column-superior medial protocerebrum neuron	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
1230328538	FS4A	adult fan-shaped body 1 column-superior medial protocerebrum neuron	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
1136545839	FS4A	adult fan-shaped body 1 column-superior medial protocerebrum neuron	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
1011076931	FS4A	adult fan-shaped body 1 column-superior medial protocerebrum neuron	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
1073457310	FS4A	adult fan-shaped body 1 column-superior medial protocerebrum neuron	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
916970574	FS4A	adult fan-shaped body 1 column-superior medial protocerebrum neuron	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
1374390473	FS4A	adult fan-shaped body 1 column-superior medial protocerebrum neuron	FlyBase:FBrf0246888		neuprint_JRC_Hemibrain_1point1	is_a
