subject_external_id	subject_name	subject_external_db	relation	object	pub
720575941592140940	BANC_888:720575941592140940	BANC888	is_a	lamina monopolar neuron L1	
720575941592142334	BANC_888:720575941592142334	BANC888	is_a	adult IN16B075 neuron	
720575941592144126	BANC_888:720575941592144126	BANC888	is_a	adult IN09A012 neuron	
720575941592147307	BANC_888:720575941592147307	BANC888	is_a	T5d neuron	
720575941592147454	BANC_888:720575941592147454	BANC888	is_a	T2 neuron	
720575941592148075	BANC_888:720575941592148075	BANC888	is_a	adult SNxx26 neuron	
720575941592149718	BANC_888:720575941592149718	BANC888	is_a	adult IN06A070 neuron	
720575941592149758	BANC_888:720575941592149758	BANC888	is_a	adult lobula visual centrifugal neuron LoVC27	FlyBase:FBrf0262545
720575941592150824	BANC_888:720575941592150824	BANC888	is_a	adult CB1424 neuron	
720575941592151294	BANC_888:720575941592151294	BANC888	is_a	T2 neuron	
720575941592151806	BANC_888:720575941592151806	BANC888	is_a	transmedullary neuron Tm3	
720575941592154582	BANC_888:720575941592154582	BANC888	is_a	adult IN03B061 neuron	
720575941592155350	BANC_888:720575941592155350	BANC888	is_a	adult INXXX468 neuron	
720575941592156044	BANC_888:720575941592156044	BANC888	is_a	lamina monopolar neuron L5	
720575941592156414	BANC_888:720575941592156414	BANC888	is_a	distal medullary amacrine neuron Dm9	
720575941592158827	BANC_888:720575941592158827	BANC888	is_a	medulla tangential intrinsic neuron 2	FlyBase:FBrf0262545
720575941592159528	BANC_888:720575941592159528	BANC888	is_a	columnar neuron T1	
720575941592159958	BANC_888:720575941592159958	BANC888	is_a	adult AN07B071 neuron	
720575941592160254	BANC_888:720575941592160254	BANC888	is_a	adult central brain intrinsic neuron	
720575941592162046	BANC_888:720575941592162046	BANC888	is_a	adult optic lobe intrinsic neuron	
720575941592164566	BANC_888:720575941592164566	BANC888	is_a	T4c neuron	
720575941592166540	BANC_888:720575941592166540	BANC888	is_a	lamina monopolar neuron L5	
720575941592166614	BANC_888:720575941592166614	BANC888	is_a	adult IN03A039 neuron	
720575941592170091	BANC_888:720575941592170091	BANC888	is_a	centrifugal neuron C2	
720575941592177003	BANC_888:720575941592177003	BANC888	is_a	centrifugal neuron C3	
720575941592179240	BANC_888:720575941592179240	BANC888	is_a	adult optic lobe intrinsic neuron	
720575941592180478	BANC_888:720575941592180478	BANC888	is_a	adult optic lobe intrinsic neuron	
720575941592180843	BANC_888:720575941592180843	BANC888	is_a	medulla intrinsic neuron Mi1	
720575941592182635	BANC_888:720575941592182635	BANC888	is_a	centrifugal neuron C2	
720575941592183038	BANC_888:720575941592183038	BANC888	is_a	adult optic lobe intrinsic neuron	
720575941592183403	BANC_888:720575941592183403	BANC888	is_a	T2 neuron	
720575941592185814	BANC_888:720575941592185814	BANC888	is_a	adult IN06A096 neuron	
720575941592188926	BANC_888:720575941592188926	BANC888	is_a	adult optic lobe intrinsic neuron	
720575941592190860	BANC_888:720575941592190860	BANC888	is_a	lamina monopolar neuron L5	
720575941592195582	BANC_888:720575941592195582	BANC888	is_a	adult optic lobe intrinsic neuron	
