filename	label	is_a	part_of
4522123	KC#635-y	neuron	female organism|adult brain
4525827	KC#636-ab	neuron	female organism|adult brain
4568751	KC#637-y	neuron	female organism|adult brain
4577461	KC#638-y	neuron	female organism|adult brain
4583398	KC#639-a'b'	neuron	female organism|adult brain
4583656	KC#640-y	neuron	female organism|adult brain
4591408	KC#641-y	neuron	female organism|adult brain
4608004	KC#642-y	neuron	female organism|adult brain
4611423	KC#643-y	neuron	female organism|adult brain
4615724	KC#644-y	neuron	female organism|adult brain
4645802	KC#645-y	neuron	female organism|adult brain
4685925	KC#646-a'b'	neuron	female organism|adult brain
4706268	KC#647-y	neuron	female organism|adult brain
4708198	KC#648-ab	neuron	female organism|adult brain
4777025	KC#649-ab	neuron	female organism|adult brain
4810265	KC#650-y	neuron	female organism|adult brain
4870775	KC#651-y	neuron	female organism|adult brain
4927553	KC#402-y	neuron	female organism|adult brain
4983291	KC#652-y	neuron	female organism|adult brain
5020058	KC#653-y	neuron	female organism|adult brain
5023576	KC#654-ab	neuron	female organism|adult brain
5023633	KC#655-y	neuron	female organism|adult brain
5048918	KC#656-y	neuron	female organism|adult brain
5055252	KC#657-y	neuron	female organism|adult brain
5824641	KC#403-a'b'	neuron	female organism|adult brain
6826598	KC#404-y	neuron	female organism|adult brain
7053684	KC#658-ab	neuron	female organism|adult brain
7698540	KC#659-y	neuron	female organism|adult brain
7701662	KC#660-a'b'	neuron	female organism|adult brain
7712448	KC#661-y	neuron	female organism|adult brain
7731771	KC#662-a'b'	neuron	female organism|adult brain
7877698	KC#663-y	neuron	female organism|adult brain
7904181	KC#664-y	neuron	female organism|adult brain
7911576	KC#665-y	neuron	female organism|adult brain
7943969	KC#666-y	neuron	female organism|adult brain
8050559	KC#667-y	neuron	female organism|adult brain
8076373	KC#405-a'b'	neuron	female organism|adult brain
8139894	KC#406-a'b'	neuron	female organism|adult brain
8189134	KC#407-a'b'	neuron	female organism|adult brain
8198124	KC#408-a'b'	neuron	female organism|adult brain
8217673	KC#409-ab	neuron	female organism|adult brain
8220583	KC#410-ab	neuron	female organism|adult brain
8252716	KC#411-y	neuron	female organism|adult brain
8262078	KC#412-y	neuron	female organism|adult brain
8262248	KC#413-ab	neuron	female organism|adult brain
8277965	KC#414-y	neuron	female organism|adult brain
8278640	KC#415-ab	neuron	female organism|adult brain
8279560	KC#416-y	neuron	female organism|adult brain
8279765	KC#417-ab	neuron	female organism|adult brain
8280422	KC#418-y	neuron	female organism|adult brain
8297026	KC#419-y	neuron	female organism|adult brain
8302896	KC#420-y	neuron	female organism|adult brain
8336193	KC#421-a'b'	neuron	female organism|adult brain
8338709	KC#668-y	neuron	female organism|adult brain
8361575	KC#669-y	neuron	female organism|adult brain
8369584	KC#670-y	neuron	female organism|adult brain
8370303	KC#671-y	neuron	female organism|adult brain
8370334	KC#672	neuron	female organism|adult brain
8377449	KC#673-y	neuron	female organism|adult brain
8378760	KC#674-y	neuron	female organism|adult brain
8378970	KC#675-ab	neuron	female organism|adult brain
8379056	KC#676-y	neuron	female organism|adult brain
8379909	KC#677	neuron	female organism|adult brain
8387679	KC#678	neuron	female organism|adult brain
8390388	KC#679-a'b'	neuron	female organism|adult brain
8391002	KC#422-a'b'	neuron	female organism|adult brain
8391655	KC#680-a'b'	neuron	female organism|adult brain
8395029	KC#681	neuron	female organism|adult brain
8396597	KC#682-a'b'	neuron	female organism|adult brain
8396796	KC#683	neuron	female organism|adult brain
8397248	KC#684-a'b'	neuron	female organism|adult brain
8398470	KC#685-ab	neuron	female organism|adult brain
8398660	KC#686	neuron	female organism|adult brain
8398870	KC#687	neuron	female organism|adult brain
8406463	KC#688-y	neuron	female organism|adult brain
8408663	KC#689-y	neuron	female organism|adult brain
8409714	KC#690	neuron	female organism|adult brain
8410988	KC#691	neuron	female organism|adult brain
8411125	KC#692	neuron	female organism|adult brain
8412340	KC#693-ab	neuron	female organism|adult brain
8413082	KC#694	neuron	female organism|adult brain
8419995	KC#695	neuron	female organism|adult brain
8420057	KC#696	neuron	female organism|adult brain
8420625	KC#697-y	neuron	female organism|adult brain
8421369	KC#698	neuron	female organism|adult brain
8423134	KC#699	neuron	female organism|adult brain
8426264	KC#700	neuron	female organism|adult brain
8426633	KC#701-ab	neuron	female organism|adult brain
8429008	KC#702	neuron	female organism|adult brain
8429356	KC#703	neuron	female organism|adult brain
8430509	KC#704	neuron	female organism|adult brain
8439172	KC#705	neuron	female organism|adult brain
8439289	KC#706	neuron	female organism|adult brain
8441187	KC#707	neuron	female organism|adult brain
8442544	KC#708	neuron	female organism|adult brain
8443320	KC#709-a'b'	neuron	female organism|adult brain
8445852	KC#710-ab	neuron	female organism|adult brain
8446144	KC#711-ab	neuron	female organism|adult brain
8446417	KC#712	neuron	female organism|adult brain
8447556	KC#713-a'b'	neuron	female organism|adult brain
8447731	KC#714	neuron	female organism|adult brain
8448574	KC#715	neuron	female organism|adult brain
8449714	KC#716	neuron	female organism|adult brain
8449992	KC#717-ab	neuron	female organism|adult brain
8456586	KC#718	neuron	female organism|adult brain
8460662	KC#719	neuron	female organism|adult brain
8462524	KC#720	neuron	female organism|adult brain
8463672	KC#721	neuron	female organism|adult brain
8464869	KC#722-a'b'	neuron	female organism|adult brain
8465140	KC#723	neuron	female organism|adult brain
8473714	KC#724	neuron	female organism|adult brain
8474260	KC#423-ab	neuron	female organism|adult brain
8478498	KC#725-ab	neuron	female organism|adult brain
8484737	KC#726	neuron	female organism|adult brain
8496988	KC#727-y	neuron	female organism|adult brain
8592524	KC#728-a'b'	neuron	female organism|adult brain
8652603	KC#729	neuron	female organism|adult brain
8662622	KC#730	neuron	female organism|adult brain
8670439	KC#731	neuron	female organism|adult brain
8670454	KC#732	neuron	female organism|adult brain
8670582	KC#733	neuron	female organism|adult brain
8674752	KC#734	neuron	female organism|adult brain
8680461	KC#735-y	neuron	female organism|adult brain
8681055	KC#736	neuron	female organism|adult brain
8731716	KC#737-y	neuron	female organism|adult brain
8755280	KC#738-a'b'	neuron	female organism|adult brain
8761046	KC#739-y	neuron	female organism|adult brain
8762682	KC#740-a'b'	neuron	female organism|adult brain
8762686	KC#741-ab	neuron	female organism|adult brain
8763460	KC#742-y	neuron	female organism|adult brain
8771471	KC#743-ab	neuron	female organism|adult brain
8779393	KC#744-ab	neuron	female organism|adult brain
8782565	KC#745-y	neuron	female organism|adult brain
8783087	KC#746-y	neuron	female organism|adult brain
8794629	KC#747-a'b'	neuron	female organism|adult brain
8799774	KC#748-a'b'	neuron	female organism|adult brain
8802820	KC#749-a'b'	neuron	female organism|adult brain
8805938	KC#750-y	neuron	female organism|adult brain
8808565	KC#751-y	neuron	female organism|adult brain
8808887	KC#752-y	neuron	female organism|adult brain
8817189	KC#753-ab	neuron	female organism|adult brain
8838947	KC#754-a'b'	neuron	female organism|adult brain
8850390	KC#755-a'b'	neuron	female organism|adult brain
8854652	KC#756-a'b'	neuron	female organism|adult brain
8870254	KC#757-y	neuron	female organism|adult brain
8875041	KC#758-y	neuron	female organism|adult brain
8879917	KC#759-a'b'	neuron	female organism|adult brain
8885301	KC#760-ab	neuron	female organism|adult brain
8885849	KC#761-ab	neuron	female organism|adult brain
8890986	KC#762-a'b'	neuron	female organism|adult brain
8894477	KC#763-ab	neuron	female organism|adult brain
8911969	KC#764-ab	neuron	female organism|adult brain
8918059	KC#765-y	neuron	female organism|adult brain
8928912	KC#766-a'b'	neuron	female organism|adult brain
8935488	KC#767-y	neuron	female organism|adult brain
8936254	KC#424-ab	neuron	female organism|adult brain
8936856	KC#768-ab	neuron	female organism|adult brain
8937539	KC#769-y	neuron	female organism|adult brain
8940379	KC#770-a'b'	neuron	female organism|adult brain
8949847	KC#771-ab	neuron	female organism|adult brain
8950668	KC#772-ab	neuron	female organism|adult brain
8951977	KC#773-y	neuron	female organism|adult brain
8956373	KC#774-a'b'	neuron	female organism|adult brain
8957584	KC#775-y	neuron	female organism|adult brain
8957689	KC#776-ab	neuron	female organism|adult brain
8957972	KC#777-y	neuron	female organism|adult brain
8969377	KC#778-y	neuron	female organism|adult brain
8970963	KC#779-y	neuron	female organism|adult brain
8971184	KC#780-ab	neuron	female organism|adult brain
8975271	KC#781-y	neuron	female organism|adult brain
8983188	KC#782-y	neuron	female organism|adult brain
8983601	KC#783-a'b'	neuron	female organism|adult brain
8986192	KC#784-a'b'	neuron	female organism|adult brain
8991203	KC#785-y	neuron	female organism|adult brain
8992272	KC#786-ab	neuron	female organism|adult brain
8996437	KC#787-y	neuron	female organism|adult brain
9000083	KC#788-ab	neuron	female organism|adult brain
9008119	KC#789-ab	neuron	female organism|adult brain
9013097	KC#790-ab	neuron	female organism|adult brain
9014892	KC#791-y	neuron	female organism|adult brain
9025227	KC#792-y	neuron	female organism|adult brain
9028038	KC#793-ab	neuron	female organism|adult brain
9029906	KC#794-ab	neuron	female organism|adult brain
9052623	KC#795-ab	neuron	female organism|adult brain
9052628	KC#796-ab	neuron	female organism|adult brain
9052637	KC#797-a'b'	neuron	female organism|adult brain
9052644	KC#798-ab	neuron	female organism|adult brain
9052648	KC#799-ab	neuron	female organism|adult brain
9052656	KC#800-y	neuron	female organism|adult brain
9052688	KC#801-y	neuron	female organism|adult brain
9052700	KC#802-y	neuron	female organism|adult brain
9063681	KC#803-ab	neuron	female organism|adult brain
9065418	KC#804-a'b'	neuron	female organism|adult brain
9069405	KC#805-y	neuron	female organism|adult brain
9094724	KC#806-y	neuron	female organism|adult brain
9096278	KC#807-a'b'	neuron	female organism|adult brain
9097930	KC#808-ab	neuron	female organism|adult brain
9107369	KC#809-a'b'	neuron	female organism|adult brain
9107543	KC#810-ab	neuron	female organism|adult brain
9111219	KC#811-y	neuron	female organism|adult brain
9134486	KC#812-a'b'	neuron	female organism|adult brain
9137150	KC#813-y	neuron	female organism|adult brain
9137312	KC#814-y	neuron	female organism|adult brain
9144496	KC#815-y	neuron	female organism|adult brain
9150135	KC#816-y	neuron	female organism|adult brain
9156595	KC#817-y	neuron	female organism|adult brain
9165088	KC#818-ab	neuron	female organism|adult brain
9166341	KC#819-a'b'	neuron	female organism|adult brain
9168453	KC#820-y	neuron	female organism|adult brain
9171066	KC#821-ab	neuron	female organism|adult brain
9172781	KC#822-y	neuron	female organism|adult brain
9174909	KC#823-ab	neuron	female organism|adult brain
9178535	KC#824-ab	neuron	female organism|adult brain
9186095	KC#825-y	neuron	female organism|adult brain
9186153	KC#826-y	neuron	female organism|adult brain
9186162	KC#827-ab	neuron	female organism|adult brain
9186181	KC#828-y	neuron	female organism|adult brain
9186216	KC#829-y	neuron	female organism|adult brain
9191892	KC#830-ab	neuron	female organism|adult brain
9198377	KC#831-y	neuron	female organism|adult brain
9198831	KC#832-ab	neuron	female organism|adult brain
9210802	KC#833-y	neuron	female organism|adult brain
9215081	KC#834-a'b'	neuron	female organism|adult brain
9220810	KC#835-a'b'	neuron	female organism|adult brain
9221593	KC#836-y	neuron	female organism|adult brain
9224110	KC#837-y	neuron	female organism|adult brain
9225497	KC#838-y	neuron	female organism|adult brain
9228192	KC#839-y	neuron	female organism|adult brain
9233093	KC#840-a'b'	neuron	female organism|adult brain
9248222	KC#841-y	neuron	female organism|adult brain
9249035	KC#842-a'b'	neuron	female organism|adult brain
9253286	KC#843-ab	neuron	female organism|adult brain
9258437	KC#844-a'b'	neuron	female organism|adult brain
9258758	KC#425-y	neuron	female organism|adult brain
9268737	KC#845-a'b'	neuron	female organism|adult brain
9271793	KC#846-y	neuron	female organism|adult brain
9271827	KC#847-ab	neuron	female organism|adult brain
9271871	KC#848-y	neuron	female organism|adult brain
9271877	KC#849-y	neuron	female organism|adult brain
9271882	KC#850-y	neuron	female organism|adult brain
9276414	KC#851-a'b'	neuron	female organism|adult brain
9277584	KC#852-a'b'	neuron	female organism|adult brain
9279528	KC#853-y	neuron	female organism|adult brain
9280680	KC#854-ab	neuron	female organism|adult brain
9282773	KC#855-a'b'	neuron	female organism|adult brain
9283477	KC#856-a'b'	neuron	female organism|adult brain
9306255	KC#857-ab	neuron	female organism|adult brain
9311659	KC#858-y	neuron	female organism|adult brain
9315272	KC#859-ab	neuron	female organism|adult brain
9316502	KC#860-y	neuron	female organism|adult brain
9318471	KC#861-y	neuron	female organism|adult brain
9319364	KC#862-ab	neuron	female organism|adult brain
9338312	KC#863-y	neuron	female organism|adult brain
9345768	KC#864-y	neuron	female organism|adult brain
9348391	KC#865-y	neuron	female organism|adult brain
9362069	KC#866-ab	neuron	female organism|adult brain
9363479	KC#867-y	neuron	female organism|adult brain
9365081	KC#868-y	neuron	female organism|adult brain
9369443	KC#869-ab	neuron	female organism|adult brain
9371986	KC#870-ab	neuron	female organism|adult brain
9371997	KC#871-a'b'	neuron	female organism|adult brain
9372001	KC#872-y	neuron	female organism|adult brain
9372011	KC#873-a'b'	neuron	female organism|adult brain
9372015	KC#874-a'b'	neuron	female organism|adult brain
9382557	KC#875-a'b'	neuron	female organism|adult brain
9383270	KC#876-ab	neuron	female organism|adult brain
9386351	KC#877-a'b'	neuron	female organism|adult brain
9388347	KC#878-ab	neuron	female organism|adult brain
9391862	KC#879-y	neuron	female organism|adult brain
9392043	KC#880-a'b'	neuron	female organism|adult brain
9396461	KC#881-y	neuron	female organism|adult brain
9407224	KC#882-y	neuron	female organism|adult brain
9409208	KC#883-a'b'	neuron	female organism|adult brain
9410520	KC#884-a'b'	neuron	female organism|adult brain
9411807	KC#885-a'b'	neuron	female organism|adult brain
9431053	KC#886-a'b'	neuron	female organism|adult brain
9437371	KC#887-ab	neuron	female organism|adult brain
9440771	KC#888-ab	neuron	female organism|adult brain
9444179	KC#889-ab	neuron	female organism|adult brain
9447875	KC#890-ab	neuron	female organism|adult brain
9447905	KC#426-ab	neuron	female organism|adult brain
9447933	KC#891-ab	neuron	female organism|adult brain
9447968	KC#892-y	neuron	female organism|adult brain
9448028	KC#893-y	neuron	female organism|adult brain
9448180	KC#894-y	neuron	female organism|adult brain
9460891	KC#895-a'b'	neuron	female organism|adult brain
9460944	KC#896-y	neuron	female organism|adult brain
9464046	KC#897-ab	neuron	female organism|adult brain
9466471	KC#898-a'b'	neuron	female organism|adult brain
9469216	KC#899-y	neuron	female organism|adult brain
9469390	KC#900-a'b'	neuron	female organism|adult brain
9470598	KC#901-y	neuron	female organism|adult brain
9472074	KC#902-ab	neuron	female organism|adult brain
9474961	KC#903-a'b'	neuron	female organism|adult brain
9476149	KC#904-y	neuron	female organism|adult brain
9480568	KC#905-ab	neuron	female organism|adult brain
9480687	KC#906-y	neuron	female organism|adult brain
9491177	KC#907-y	neuron	female organism|adult brain
9493370	KC#908-a'b'	neuron	female organism|adult brain
9494838	KC#909-ab	neuron	female organism|adult brain
9495510	KC#910-y	neuron	female organism|adult brain
9500387	KC#911-y	neuron	female organism|adult brain
9501371	KC#912-y	neuron	female organism|adult brain
9507005	KC#913-a'b'	neuron	female organism|adult brain
9509170	KC#914-ab	neuron	female organism|adult brain
9509396	KC#915-y	neuron	female organism|adult brain
9519450	KC#916-y	neuron	female organism|adult brain
9521279	KC#917-ab	neuron	female organism|adult brain
9521382	KC#918-y	neuron	female organism|adult brain
9521576	KC#919-y	neuron	female organism|adult brain
9527109	KC#920-ab	neuron	female organism|adult brain
9527608	KC#921-ab	neuron	female organism|adult brain
9527942	KC#922-ab	neuron	female organism|adult brain
9528229	KC#427-y	neuron	female organism|adult brain
9532035	KC#923-ab	neuron	female organism|adult brain
9533778	KC#428-y	neuron	female organism|adult brain
9535126	KC#924-ab	neuron	female organism|adult brain
9541552	KC#925-ab	neuron	female organism|adult brain
9545395	KC#926-a'b'	neuron	female organism|adult brain
9547059	KC#927-y	neuron	female organism|adult brain
9549089	KC#928-y	neuron	female organism|adult brain
9550600	KC#929-ab	neuron	female organism|adult brain
9550682	KC#930-y	neuron	female organism|adult brain
9552710	KC#931-y	neuron	female organism|adult brain
9559578	KC#932-y	neuron	female organism|adult brain
9583983	KC#933-y	neuron	female organism|adult brain
9584586	KC#934-y	neuron	female organism|adult brain
9589552	KC#935-y	neuron	female organism|adult brain
9591890	KC#936-y	neuron	female organism|adult brain
9592065	KC#429-ab	neuron	female organism|adult brain
9592186	KC#937-ab	neuron	female organism|adult brain
9592219	KC#938-y	neuron	female organism|adult brain
9593248	KC#939-ab	neuron	female organism|adult brain
9593318	KC#940-y	neuron	female organism|adult brain
9593967	KC#941-y	neuron	female organism|adult brain
9594411	KC#942-y	neuron	female organism|adult brain
9595661	KC#943-y	neuron	female organism|adult brain
9595700	KC#944-a'b'	neuron	female organism|adult brain
9596753	KC#945-a'b'	neuron	female organism|adult brain
9597064	KC#946-ab	neuron	female organism|adult brain
9607636	KC#947-y	neuron	female organism|adult brain
9607746	KC#948-a'b'	neuron	female organism|adult brain
9608335	KC#949-y	neuron	female organism|adult brain
9611575	KC#950-ab	neuron	female organism|adult brain
9613452	KC#951-ab	neuron	female organism|adult brain
9613651	KC#952-y	neuron	female organism|adult brain
9617111	KC#953-ab	neuron	female organism|adult brain
9617569	KC#954-y	neuron	female organism|adult brain
9619092	KC#955-a'b'	neuron	female organism|adult brain
9619107	KC#956-a'b'	neuron	female organism|adult brain
9619123	KC#957-ab	neuron	female organism|adult brain
9620635	KC#958-ab	neuron	female organism|adult brain
9623030	KC#959-ab	neuron	female organism|adult brain
9629350	KC#960-y	neuron	female organism|adult brain
9632776	KC#961-y	neuron	female organism|adult brain
9633362	KC#962-ab	neuron	female organism|adult brain
9633777	KC#963-y	neuron	female organism|adult brain
9634680	KC#964-y	neuron	female organism|adult brain
9634992	KC#965-ab	neuron	female organism|adult brain
9636324	KC#966-a'b'	neuron	female organism|adult brain
9641928	KC#967-y	neuron	female organism|adult brain
9642060	KC#968-y	neuron	female organism|adult brain
9642478	KC#969-y	neuron	female organism|adult brain
9645946	KC#970-y	neuron	female organism|adult brain
9650635	KC#971-y	neuron	female organism|adult brain
9654604	KC#972-a'b'	neuron	female organism|adult brain
9654666	KC#973-y	neuron	female organism|adult brain
9657338	KC#974-y	neuron	female organism|adult brain
9664219	KC#975-ab	neuron	female organism|adult brain
9670369	KC#976-a'b'	neuron	female organism|adult brain
9671422	KC#977-y	neuron	female organism|adult brain
9672101	KC#978-y	neuron	female organism|adult brain
9672619	KC#979-y	neuron	female organism|adult brain
9675784	KC#980-y	neuron	female organism|adult brain
9679011	KC#981-y	neuron	female organism|adult brain
9690361	KC#982-y	neuron	female organism|adult brain
9691005	KC#430-ab	neuron	female organism|adult brain
9692436	KC#983-ab	neuron	female organism|adult brain
9697536	KC#984-ab	neuron	female organism|adult brain
9699217	KC#985-y	neuron	female organism|adult brain
9707449	KC#986-ab	neuron	female organism|adult brain
9709190	KC#987-ab	neuron	female organism|adult brain
9710094	KC#988-y	neuron	female organism|adult brain
9710290	KC#989-y	neuron	female organism|adult brain
9711817	KC#990-y	neuron	female organism|adult brain
9717716	KC#991-y	neuron	female organism|adult brain
9722378	KC#992-y	neuron	female organism|adult brain
9725087	KC#993-ab	neuron	female organism|adult brain
9731376	KC#994-y	neuron	female organism|adult brain
9733078	KC#995-ab	neuron	female organism|adult brain
9735324	KC#996-a'b'	neuron	female organism|adult brain
9736645	KC#997-y	neuron	female organism|adult brain
9736667	KC#998-a'b'	neuron	female organism|adult brain
9737463	KC#999-ab	neuron	female organism|adult brain
9740044	KC#1000-ab	neuron	female organism|adult brain
9742362	KC#1001-y	neuron	female organism|adult brain
9742970	KC#1002-a'b'	neuron	female organism|adult brain
9745795	KC#1003-y	neuron	female organism|adult brain
9752683	KC#1004-a'b'	neuron	female organism|adult brain
9756305	KC#1005-a'b'	neuron	female organism|adult brain
9758485	KC#1006-a'b'	neuron	female organism|adult brain
9758553	KC#1007-y	neuron	female organism|adult brain
9762044	KC#1008-y	neuron	female organism|adult brain
9762915	KC#1009-y	neuron	female organism|adult brain
9764382	KC#1010-y	neuron	female organism|adult brain
9771064	KC#1011-y	neuron	female organism|adult brain
9790645	KC#1012-ab	neuron	female organism|adult brain
9795149	KC#1013-a'b'	neuron	female organism|adult brain
9797930	KC#1014-y	neuron	female organism|adult brain
9810230	KC#1015-ab	neuron	female organism|adult brain
9813280	KC#1016-ab	neuron	female organism|adult brain
9814273	KC#1017-y	neuron	female organism|adult brain
9815065	KC#1018-a'b'	neuron	female organism|adult brain
9817277	KC#1019-ab	neuron	female organism|adult brain
9826707	KC#1020-y	neuron	female organism|adult brain
9829259	KC#1021-a'b'	neuron	female organism|adult brain
9829848	KC#1022-y	neuron	female organism|adult brain
9830207	KC#1023-a'b'	neuron	female organism|adult brain
9830987	KC#1024-ab	neuron	female organism|adult brain
9836579	KC#1025-ab	neuron	female organism|adult brain
9836807	KC#1026-ab	neuron	female organism|adult brain
9837038	KC#1027-a'b'	neuron	female organism|adult brain
9840067	KC#1028-y	neuron	female organism|adult brain
9844140	KC#1029-ab	neuron	female organism|adult brain
9849708	KC#1030-y	neuron	female organism|adult brain
9860757	KC#1031-ab	neuron	female organism|adult brain
9862809	KC#1032-y	neuron	female organism|adult brain
9863062	KC#1033-ab	neuron	female organism|adult brain
9865759	KC#1034-a'b'	neuron	female organism|adult brain
9866012	KC#1035-a'b'	neuron	female organism|adult brain
9866447	KC#1036-y	neuron	female organism|adult brain
9866677	KC#1037-ab	neuron	female organism|adult brain
9872587	KC#1038-ab	neuron	female organism|adult brain
9873884	KC#1039-ab	neuron	female organism|adult brain
9874011	KC#1040-ab	neuron	female organism|adult brain
9874162	KC#1041-ab	neuron	female organism|adult brain
9876951	KC#1042-ab	neuron	female organism|adult brain
9877356	KC#1043-y	neuron	female organism|adult brain
9878440	KC#1044-ab	neuron	female organism|adult brain
9878694	KC#1045-ab	neuron	female organism|adult brain
9882057	KC#1046-ab	neuron	female organism|adult brain
9882893	KC#1047-ab	neuron	female organism|adult brain
9884778	KC#1048-y	neuron	female organism|adult brain
9885903	KC#1049-ab	neuron	female organism|adult brain
9887123	KC#1050-y	neuron	female organism|adult brain
9889077	KC#1051-y	neuron	female organism|adult brain
9890633	KC#1052-y	neuron	female organism|adult brain
9894033	KC#1053-ab	neuron	female organism|adult brain
9896992	KC#1054-a'b'	neuron	female organism|adult brain
9901029	KC#1055-a'b'	neuron	female organism|adult brain
9903604	KC#1056-a'b'	neuron	female organism|adult brain
9903674	KC#1057-y	neuron	female organism|adult brain
9904042	KC#1058-ab	neuron	female organism|adult brain
9905307	KC#1059-y	neuron	female organism|adult brain
9907430	KC#1060-ab	neuron	female organism|adult brain
9907633	KC#1061-ab	neuron	female organism|adult brain
9908355	KC#1062-a'b'	neuron	female organism|adult brain
9917371	KC#1063-y	neuron	female organism|adult brain
9919180	KC#1064-a'b'	neuron	female organism|adult brain
9919241	KC#1065-ab	neuron	female organism|adult brain
9921619	KC#1066-ab	neuron	female organism|adult brain
9929089	KC#1067-y	neuron	female organism|adult brain
9934131	KC#1068-y	neuron	female organism|adult brain
9939473	KC#1069-y	neuron	female organism|adult brain
9946069	KC#1070-ab	neuron	female organism|adult brain
9961387	KC#1071-a'b'	neuron	female organism|adult brain
9964006	KC#1072-y	neuron	female organism|adult brain
9964060	KC#1073-a'b'	neuron	female organism|adult brain
9965421	KC#1074-ab	neuron	female organism|adult brain
9965686	KC#1075-y	neuron	female organism|adult brain
9967802	KC#1076-a'b'	neuron	female organism|adult brain
9968835	KC#1077-y	neuron	female organism|adult brain
9969440	KC#1078-y	neuron	female organism|adult brain
9971747	KC#1079-y	neuron	female organism|adult brain
9976167	KC#1080-y	neuron	female organism|adult brain
9982240	KC#1081-ab	neuron	female organism|adult brain
9985327	KC#1082-y	neuron	female organism|adult brain
9985453	KC#1083-ab	neuron	female organism|adult brain
9987695	KC#1084-y	neuron	female organism|adult brain
9989497	KC#1085-y	neuron	female organism|adult brain
9989648	KC#431-ab	neuron	female organism|adult brain
10001130	KC#1086-y	neuron	female organism|adult brain
10007817	KC#1087-a'b'	neuron	female organism|adult brain
10012579	KC#1088-y	neuron	female organism|adult brain
10013816	KC#1089-ab	neuron	female organism|adult brain
10015835	KC#1090-y	neuron	female organism|adult brain
10016781	KC#1091-y	neuron	female organism|adult brain
10017846	KC#1092-y	neuron	female organism|adult brain
10023376	KC#1093-a'b'	neuron	female organism|adult brain
10024850	KC#1094-y	neuron	female organism|adult brain
10026445	KC#1095-ab	neuron	female organism|adult brain
10028288	KC#1096-ab	neuron	female organism|adult brain
10029882	KC#432-ab	neuron	female organism|adult brain
10035909	KC#1097-a'b'	neuron	female organism|adult brain
10041586	KC#1098-y	neuron	female organism|adult brain
10047209	KC#1099-y	neuron	female organism|adult brain
10049888	KC#1100-y	neuron	female organism|adult brain
10050004	KC#1101-ab	neuron	female organism|adult brain
10056324	KC#1102-ab	neuron	female organism|adult brain
10063656	KC#1103-ab	neuron	female organism|adult brain
10064925	KC#1104-ab	neuron	female organism|adult brain
10066406	KC#1105-a'b'	neuron	female organism|adult brain
10076516	KC#1106-ab	neuron	female organism|adult brain
10078931	KC#1107-a'b'	neuron	female organism|adult brain
10081550	KC#1108-a'b'	neuron	female organism|adult brain
10082601	KC#1109-ab	neuron	female organism|adult brain
10083320	KC#1110-y	neuron	female organism|adult brain
10083795	KC#1111-a'b'	neuron	female organism|adult brain
10084201	KC#1112-y	neuron	female organism|adult brain
10088468	KC#1113-y	neuron	female organism|adult brain
10092291	KC#1114-ab	neuron	female organism|adult brain
10094877	KC#433-ab	neuron	female organism|adult brain
10095862	KC#1115-ab	neuron	female organism|adult brain
10101073	KC#1116-ab	neuron	female organism|adult brain
10102968	KC#1117-y	neuron	female organism|adult brain
10103220	KC#1118-y	neuron	female organism|adult brain
10103558	KC#1119-y	neuron	female organism|adult brain
10104463	KC#1120-y	neuron	female organism|adult brain
10109368	KC#1121-y	neuron	female organism|adult brain
10109866	KC#1122-ab	neuron	female organism|adult brain
10114996	KC#1123-y	neuron	female organism|adult brain
10120487	KC#1124-a'b'	neuron	female organism|adult brain
10120552	KC#1125-y	neuron	female organism|adult brain
10120996	KC#1126-y	neuron	female organism|adult brain
10121027	KC#1127-ab	neuron	female organism|adult brain
10127007	KC#1128-y	neuron	female organism|adult brain
10127045	KC#1129-a'b'	neuron	female organism|adult brain
10129667	KC#1130-ab	neuron	female organism|adult brain
10139826	KC#1131-y	neuron	female organism|adult brain
10142991	KC#1132-a'b'	neuron	female organism|adult brain
10145641	KC#1133-a'b'	neuron	female organism|adult brain
10146400	KC#1134-y	neuron	female organism|adult brain
10150757	KC#1135-y	neuron	female organism|adult brain
10152644	KC#1136-ab	neuron	female organism|adult brain
10153962	KC#434-ab	neuron	female organism|adult brain
10155069	KC#1137-y	neuron	female organism|adult brain
10156117	KC#1138-y	neuron	female organism|adult brain
10156811	KC#1139-a'b'	neuron	female organism|adult brain
10160259	KC#1140-a'b'	neuron	female organism|adult brain
10163221	KC#1141-ab	neuron	female organism|adult brain
10165349	KC#1142-ab	neuron	female organism|adult brain
10165814	KC#1143-y	neuron	female organism|adult brain
10166046	KC#1144-y	neuron	female organism|adult brain
10179616	KC#1145-y	neuron	female organism|adult brain
10179697	KC#1146-ab	neuron	female organism|adult brain
10181090	KC#1147-y	neuron	female organism|adult brain
10187187	KC#1148-a'b'	neuron	female organism|adult brain
10187623	KC#1149-y	neuron	female organism|adult brain
10189421	KC#1150-y	neuron	female organism|adult brain
10190852	KC#1151-ab	neuron	female organism|adult brain
10190897	KC#1152-y	neuron	female organism|adult brain
10199809	KC#1153-y	neuron	female organism|adult brain
10201263	KC#1154-ab	neuron	female organism|adult brain
10213125	KC#1155-ab	neuron	female organism|adult brain
10217102	KC#1156-y	neuron	female organism|adult brain
10217558	KC#1157-y	neuron	female organism|adult brain
10218115	KC#1158-ab	neuron	female organism|adult brain
10220676	KC#1159-y	neuron	female organism|adult brain
