object	relation	subject_id	subject_name
adult ventral nerve cord	overlaps	VFB_001028cw	neuron 26021 (FANC:516045)
left side of organism	has_soma_location	VFB_001028cw	neuron 26021 (FANC:516045)
adult peripheral nervous system	overlaps	VFB_001028cy	neuron 26029 (FANC:516071)
adult ventral nerve cord	overlaps	VFB_001028cy	neuron 26029 (FANC:516071)
left side of organism	has_soma_location	VFB_001028cy	neuron 26029 (FANC:516071)
adult peripheral nervous system	overlaps	VFB_001028d2	neuron 26034 (FANC:516130)
adult ventral nerve cord	overlaps	VFB_001028d2	neuron 26034 (FANC:516130)
left side of organism	has_soma_location	VFB_001028d2	neuron 26034 (FANC:516130)
adult peripheral nervous system	overlaps	VFB_001028d4	neuron 26040 (FANC:516156)
adult ventral nerve cord	overlaps	VFB_001028d4	neuron 26040 (FANC:516156)
left side of organism	has_soma_location	VFB_001028d4	neuron 26040 (FANC:516156)
adult peripheral nervous system	overlaps	VFB_001028d7	neuron 26049 (FANC:516200)
adult ventral nerve cord	overlaps	VFB_001028d7	neuron 26049 (FANC:516200)
left side of organism	has_soma_location	VFB_001028d7	neuron 26049 (FANC:516200)
adult peripheral nervous system	overlaps	VFB_001028da	neuron 26055 (FANC:516242)
adult ventral nerve cord	overlaps	VFB_001028da	neuron 26055 (FANC:516242)
left side of organism	has_soma_location	VFB_001028da	neuron 26055 (FANC:516242)
adult peripheral nervous system	overlaps	VFB_001028dd	neuron 26062 (FANC:516279)
adult ventral nerve cord	overlaps	VFB_001028dd	neuron 26062 (FANC:516279)
left side of organism	has_soma_location	VFB_001028dd	neuron 26062 (FANC:516279)
adult peripheral nervous system	overlaps	VFB_001028df	neuron 26071 (FANC:516306)
adult ventral nerve cord	overlaps	VFB_001028df	neuron 26071 (FANC:516306)
left side of organism	has_soma_location	VFB_001028df	neuron 26071 (FANC:516306)
adult peripheral nervous system	overlaps	VFB_001028di	neuron 26078 (FANC:516345)
adult ventral nerve cord	overlaps	VFB_001028di	neuron 26078 (FANC:516345)
left side of organism	has_soma_location	VFB_001028di	neuron 26078 (FANC:516345)
adult peripheral nervous system	overlaps	VFB_001028dk	neuron 26082 (FANC:516370)
adult ventral nerve cord	overlaps	VFB_001028dk	neuron 26082 (FANC:516370)
left side of organism	has_soma_location	VFB_001028dk	neuron 26082 (FANC:516370)
adult peripheral nervous system	overlaps	VFB_001028dp	neuron 26089 (FANC:516438)
adult ventral nerve cord	overlaps	VFB_001028dp	neuron 26089 (FANC:516438)
left side of organism	has_soma_location	VFB_001028dp	neuron 26089 (FANC:516438)
adult peripheral nervous system	overlaps	VFB_001028ds	neuron 26104 (FANC:516477)
adult ventral nerve cord	overlaps	VFB_001028ds	neuron 26104 (FANC:516477)
left side of organism	has_soma_location	VFB_001028ds	neuron 26104 (FANC:516477)
adult peripheral nervous system	overlaps	VFB_001028dx	neuron 26111 (FANC:516539)
adult ventral nerve cord	overlaps	VFB_001028dx	neuron 26111 (FANC:516539)
left side of organism	has_soma_location	VFB_001028dx	neuron 26111 (FANC:516539)
adult peripheral nervous system	overlaps	VFB_001028dz	neuron 26118 (FANC:516566)
adult ventral nerve cord	overlaps	VFB_001028dz	neuron 26118 (FANC:516566)
left side of organism	has_soma_location	VFB_001028dz	neuron 26118 (FANC:516566)
adult peripheral nervous system	overlaps	VFB_001028e1	neuron 26125 (FANC:516593)
adult ventral nerve cord	overlaps	VFB_001028e1	neuron 26125 (FANC:516593)
left side of organism	has_soma_location	VFB_001028e1	neuron 26125 (FANC:516593)
adult peripheral nervous system	overlaps	VFB_001028e6	neuron 26139 (FANC:516654)
adult ventral nerve cord	overlaps	VFB_001028e6	neuron 26139 (FANC:516654)
left side of organism	has_soma_location	VFB_001028e6	neuron 26139 (FANC:516654)
adult peripheral nervous system	overlaps	VFB_0010291s	neuron 26146 (FANC:664263)
adult ventral nerve cord	overlaps	VFB_0010291s	neuron 26146 (FANC:664263)
left side of organism	has_soma_location	VFB_0010291s	neuron 26146 (FANC:664263)
adult peripheral nervous system	overlaps	VFB_001028ec	neuron 26159 (FANC:516914)
adult ventral nerve cord	overlaps	VFB_001028ec	neuron 26159 (FANC:516914)
left side of organism	has_soma_location	VFB_001028ec	neuron 26159 (FANC:516914)
adult peripheral nervous system	overlaps	VFB_001028ei	neuron 26167 (FANC:516989)
adult ventral nerve cord	overlaps	VFB_001028ei	neuron 26167 (FANC:516989)
left side of organism	has_soma_location	VFB_001028ei	neuron 26167 (FANC:516989)
adult peripheral nervous system	overlaps	VFB_001028ej	neuron 26174 (FANC:517003)
adult ventral nerve cord	overlaps	VFB_001028ej	neuron 26174 (FANC:517003)
left side of organism	has_soma_location	VFB_001028ej	neuron 26174 (FANC:517003)
adult peripheral nervous system	overlaps	VFB_001028ek	neuron 26181 (FANC:517017)
adult ventral nerve cord	overlaps	VFB_001028ek	neuron 26181 (FANC:517017)
left side of organism	has_soma_location	VFB_001028ek	neuron 26181 (FANC:517017)
adult peripheral nervous system	overlaps	VFB_001028ep	neuron 26195 (FANC:517079)
adult ventral nerve cord	overlaps	VFB_001028ep	neuron 26195 (FANC:517079)
left side of organism	has_soma_location	VFB_001028ep	neuron 26195 (FANC:517079)
adult peripheral nervous system	overlaps	VFB_001028eq	neuron 26199 (FANC:517093)
adult ventral nerve cord	overlaps	VFB_001028eq	neuron 26199 (FANC:517093)
left side of organism	has_soma_location	VFB_001028eq	neuron 26199 (FANC:517093)
adult peripheral nervous system	overlaps	VFB_001028f3	neuron 26242 (FANC:517269)
adult ventral nerve cord	overlaps	VFB_001028f3	neuron 26242 (FANC:517269)
left side of organism	has_soma_location	VFB_001028f3	neuron 26242 (FANC:517269)
adult peripheral nervous system	overlaps	VFB_0010291b	neuron 26263 (FANC:664035)
adult ventral nerve cord	overlaps	VFB_0010291b	neuron 26263 (FANC:664035)
left side of organism	has_soma_location	VFB_0010291b	neuron 26263 (FANC:664035)
adult peripheral nervous system	overlaps	VFB_001028fa	neuron 26270 (FANC:517367)
adult ventral nerve cord	overlaps	VFB_001028fa	neuron 26270 (FANC:517367)
left side of organism	has_soma_location	VFB_001028fa	neuron 26270 (FANC:517367)
adult peripheral nervous system	overlaps	VFB_001028fc	neuron 26277 (FANC:517394)
adult ventral nerve cord	overlaps	VFB_001028fc	neuron 26277 (FANC:517394)
left side of organism	has_soma_location	VFB_001028fc	neuron 26277 (FANC:517394)
adult peripheral nervous system	overlaps	VFB_001028fu	neuron 26376 (FANC:517618)
adult ventral nerve cord	overlaps	VFB_001028fu	neuron 26376 (FANC:517618)
left side of organism	has_soma_location	VFB_001028fu	neuron 26376 (FANC:517618)
adult peripheral nervous system	overlaps	VFB_001028fw	neuron 26383 (FANC:517650)
adult ventral nerve cord	overlaps	VFB_001028fw	neuron 26383 (FANC:517650)
left side of organism	has_soma_location	VFB_001028fw	neuron 26383 (FANC:517650)
adult peripheral nervous system	overlaps	VFB_0010291a	neuron 26390 (FANC:664022)
adult ventral nerve cord	overlaps	VFB_0010291a	neuron 26390 (FANC:664022)
left side of organism	has_soma_location	VFB_0010291a	neuron 26390 (FANC:664022)
adult peripheral nervous system	overlaps	VFB_001028g1	neuron 26418 (FANC:517717)
adult ventral nerve cord	overlaps	VFB_001028g1	neuron 26418 (FANC:517717)
left side of organism	has_soma_location	VFB_001028g1	neuron 26418 (FANC:517717)
adult peripheral nervous system	overlaps	VFB_0010292b	neuron 26432 (FANC:664384)
adult ventral nerve cord	overlaps	VFB_0010292b	neuron 26432 (FANC:664384)
left side of organism	has_soma_location	VFB_0010292b	neuron 26432 (FANC:664384)
adult peripheral nervous system	overlaps	VFB_0010292d	neuron 26439 (FANC:664410)
adult ventral nerve cord	overlaps	VFB_0010292d	neuron 26439 (FANC:664410)
left side of organism	has_soma_location	VFB_0010292d	neuron 26439 (FANC:664410)
adult peripheral nervous system	overlaps	VFB_0010292f	neuron 26569 (FANC:664436)
adult ventral nerve cord	overlaps	VFB_0010292f	neuron 26569 (FANC:664436)
left side of organism	has_soma_location	VFB_0010292f	neuron 26569 (FANC:664436)
adult peripheral nervous system	overlaps	VFB_001027ym	neuron 26709 (FANC:510469)
adult ventral nerve cord	overlaps	VFB_001027ym	neuron 26709 (FANC:510469)
left side of organism	has_soma_location	VFB_001027ym	neuron 26709 (FANC:510469)
adult peripheral nervous system	overlaps	VFB_001027yo	neuron 26716 (FANC:510493)
adult ventral nerve cord	overlaps	VFB_001027yo	neuron 26716 (FANC:510493)
left side of organism	has_soma_location	VFB_001027yo	neuron 26716 (FANC:510493)
adult peripheral nervous system	overlaps	VFB_001027yw	neuron 26772 (FANC:510599)
adult ventral nerve cord	overlaps	VFB_001027yw	neuron 26772 (FANC:510599)
left side of organism	has_soma_location	VFB_001027yw	neuron 26772 (FANC:510599)
adult peripheral nervous system	overlaps	VFB_001027yy	neuron 26779 (FANC:510624)
adult ventral nerve cord	overlaps	VFB_001027yy	neuron 26779 (FANC:510624)
left side of organism	has_soma_location	VFB_001027yy	neuron 26779 (FANC:510624)
adult peripheral nervous system	overlaps	VFB_001027z2	neuron 26786 (FANC:510674)
adult ventral nerve cord	overlaps	VFB_001027z2	neuron 26786 (FANC:510674)
left side of organism	has_soma_location	VFB_001027z2	neuron 26786 (FANC:510674)
adult peripheral nervous system	overlaps	VFB_001027z9	neuron 26800 (FANC:510764)
adult ventral nerve cord	overlaps	VFB_001027z9	neuron 26800 (FANC:510764)
left side of organism	has_soma_location	VFB_001027z9	neuron 26800 (FANC:510764)
adult peripheral nervous system	overlaps	VFB_001027za	neuron 26807 (FANC:510777)
adult ventral nerve cord	overlaps	VFB_001027za	neuron 26807 (FANC:510777)
left side of organism	has_soma_location	VFB_001027za	neuron 26807 (FANC:510777)
adult peripheral nervous system	overlaps	VFB_001027zc	neuron 26814 (FANC:510802)
adult ventral nerve cord	overlaps	VFB_001027zc	neuron 26814 (FANC:510802)
left side of organism	has_soma_location	VFB_001027zc	neuron 26814 (FANC:510802)
adult peripheral nervous system	overlaps	VFB_001027zd	neuron 26821 (FANC:510815)
adult ventral nerve cord	overlaps	VFB_001027zd	neuron 26821 (FANC:510815)
bilateral	has_characteristic	VFB_001027zd	neuron 26821 (FANC:510815)
left side of organism	has_soma_location	VFB_001027zd	neuron 26821 (FANC:510815)
adult peripheral nervous system	overlaps	VFB_001027zh	neuron 26835 (FANC:510880)
adult ventral nerve cord	overlaps	VFB_001027zh	neuron 26835 (FANC:510880)
left side of organism	has_soma_location	VFB_001027zh	neuron 26835 (FANC:510880)
adult peripheral nervous system	overlaps	VFB_001027zi	neuron 26842 (FANC:510893)
adult ventral nerve cord	overlaps	VFB_001027zi	neuron 26842 (FANC:510893)
left side of organism	has_soma_location	VFB_001027zi	neuron 26842 (FANC:510893)
adult peripheral nervous system	overlaps	VFB_001027zu	neuron 26884 (FANC:511060)
adult ventral nerve cord	overlaps	VFB_001027zu	neuron 26884 (FANC:511060)
left side of organism	has_soma_location	VFB_001027zu	neuron 26884 (FANC:511060)
adult peripheral nervous system	overlaps	VFB_0010281a	neuron 26962 (FANC:511518)
adult ventral nerve cord	overlaps	VFB_0010281a	neuron 26962 (FANC:511518)
left side of organism	has_soma_location	VFB_0010281a	neuron 26962 (FANC:511518)
adult peripheral nervous system	overlaps	VFB_0010292z	neuron 27004 (FANC:664695)
adult ventral nerve cord	overlaps	VFB_0010292z	neuron 27004 (FANC:664695)
left side of organism	has_soma_location	VFB_0010292z	neuron 27004 (FANC:664695)
adult peripheral nervous system	overlaps	VFB_0010284t	neuron 27216 (FANC:512867)
adult ventral nerve cord	overlaps	VFB_0010284t	neuron 27216 (FANC:512867)
left side of organism	has_soma_location	VFB_0010284t	neuron 27216 (FANC:512867)
left side of organism	has_soma_location	VFB_001028lh	neuron 27921 (FANC:564944)
adult peripheral nervous system	overlaps	VFB_001028d8	neuron 28097 (FANC:516215)
adult ventral nerve cord	overlaps	VFB_001028d8	neuron 28097 (FANC:516215)
left side of organism	has_soma_location	VFB_001028d8	neuron 28097 (FANC:516215)
adult dorsal prothoracic nerve	fasciculates_with	VFB_001028dy	neuron 28163 (FANC:516554)
adult peripheral nervous system	overlaps	VFB_001028dy	neuron 28163 (FANC:516554)
adult ventral nerve cord	overlaps	VFB_001028dy	neuron 28163 (FANC:516554)
left side of organism	has_soma_location	VFB_001028dy	neuron 28163 (FANC:516554)
adult peripheral nervous system	overlaps	VFB_001027vp	neuron 28283 (FANC:500637)
adult ventral nerve cord	overlaps	VFB_001027vp	neuron 28283 (FANC:500637)
left side of organism	has_soma_location	VFB_001027vp	neuron 28283 (FANC:500637)
adult peripheral nervous system	overlaps	VFB_001027vs	neuron 28292 (FANC:500686)
adult ventral nerve cord	overlaps	VFB_001027vs	neuron 28292 (FANC:500686)
left side of organism	has_soma_location	VFB_001027vs	neuron 28292 (FANC:500686)
adult peripheral nervous system	overlaps	VFB_001027w0	neuron 28315 (FANC:500818)
adult ventral nerve cord	overlaps	VFB_001027w0	neuron 28315 (FANC:500818)
right side of organism	has_soma_location	VFB_001027w0	neuron 28315 (FANC:500818)
adult peripheral nervous system	overlaps	VFB_001027w2	neuron 28319 (FANC:500854)
adult ventral nerve cord	overlaps	VFB_001027w2	neuron 28319 (FANC:500854)
right side of organism	has_soma_location	VFB_001027w2	neuron 28319 (FANC:500854)
adult peripheral nervous system	overlaps	VFB_001027w5	neuron 28323 (FANC:500902)
adult ventral nerve cord	overlaps	VFB_001027w5	neuron 28323 (FANC:500902)
right side of organism	has_soma_location	VFB_001027w5	neuron 28323 (FANC:500902)
adult peripheral nervous system	overlaps	VFB_001027wb	neuron 28334 (FANC:501004)
adult ventral nerve cord	overlaps	VFB_001027wb	neuron 28334 (FANC:501004)
right side of organism	has_soma_location	VFB_001027wb	neuron 28334 (FANC:501004)
adult peripheral nervous system	overlaps	VFB_001027wi	neuron 28370 (FANC:501120)
adult ventral nerve cord	overlaps	VFB_001027wi	neuron 28370 (FANC:501120)
right side of organism	has_soma_location	VFB_001027wi	neuron 28370 (FANC:501120)
adult peripheral nervous system	overlaps	VFB_001027wl	neuron 28381 (FANC:501167)
adult ventral nerve cord	overlaps	VFB_001027wl	neuron 28381 (FANC:501167)
right side of organism	has_soma_location	VFB_001027wl	neuron 28381 (FANC:501167)
adult peripheral nervous system	overlaps	VFB_001027wn	neuron 28386 (FANC:501225)
adult ventral nerve cord	overlaps	VFB_001027wn	neuron 28386 (FANC:501225)
right side of organism	has_soma_location	VFB_001027wn	neuron 28386 (FANC:501225)
adult peripheral nervous system	overlaps	VFB_001027wq	neuron 28391 (FANC:501273)
adult ventral nerve cord	overlaps	VFB_001027wq	neuron 28391 (FANC:501273)
right side of organism	has_soma_location	VFB_001027wq	neuron 28391 (FANC:501273)
adult peripheral nervous system	overlaps	VFB_001028fr	neuron 28401 (FANC:517583)
adult ventral nerve cord	overlaps	VFB_001028fr	neuron 28401 (FANC:517583)
right side of organism	has_soma_location	VFB_001028fr	neuron 28401 (FANC:517583)
adult peripheral nervous system	overlaps	VFB_001028g6	neuron 28502 (FANC:517780)
adult ventral nerve cord	overlaps	VFB_001028g6	neuron 28502 (FANC:517780)
left side of organism	has_soma_location	VFB_001028g6	neuron 28502 (FANC:517780)
adult peripheral nervous system	overlaps	VFB_0010288l	neuron 29627 (FANC:514138)
adult ventral nerve cord	overlaps	VFB_0010288l	neuron 29627 (FANC:514138)
left side of organism	has_soma_location	VFB_0010288l	neuron 29627 (FANC:514138)
adult peripheral nervous system	overlaps	VFB_001028a6	neuron 29782 (FANC:514757)
adult ventral nerve cord	overlaps	VFB_001028a6	neuron 29782 (FANC:514757)
left side of organism	has_soma_location	VFB_001028a6	neuron 29782 (FANC:514757)
adult peripheral nervous system	overlaps	VFB_001028ah	neuron 29810 (FANC:514890)
adult ventral nerve cord	overlaps	VFB_001028ah	neuron 29810 (FANC:514890)
left side of organism	has_soma_location	VFB_001028ah	neuron 29810 (FANC:514890)
adult peripheral nervous system	overlaps	VFB_001028an	neuron 29826 (FANC:514979)
adult ventral nerve cord	overlaps	VFB_001028an	neuron 29826 (FANC:514979)
left side of organism	has_soma_location	VFB_001028an	neuron 29826 (FANC:514979)
adult peripheral nervous system	overlaps	VFB_001028er	neuron 30295 (FANC:517104)
adult ventral nerve cord	overlaps	VFB_001028er	neuron 30295 (FANC:517104)
left side of organism	has_soma_location	VFB_001028er	neuron 30295 (FANC:517104)
adult peripheral nervous system	overlaps	VFB_001028fj	neuron 30396 (FANC:517483)
adult ventral nerve cord	overlaps	VFB_001028fj	neuron 30396 (FANC:517483)
left side of organism	has_soma_location	VFB_001028fj	neuron 30396 (FANC:517483)
left side of organism	has_soma_location	VFB_001028l9	neuron 30721 (FANC:564024)
adult peripheral nervous system	overlaps	VFB_001027oo	neuron 33306 (FANC:495545)
adult ventral nerve cord	overlaps	VFB_001027oo	neuron 33306 (FANC:495545)
right side of organism	has_soma_location	VFB_001027oo	neuron 33306 (FANC:495545)
adult peripheral nervous system	overlaps	VFB_001028bw	neuron 34070 (FANC:515577)
adult ventral nerve cord	overlaps	VFB_001028bw	neuron 34070 (FANC:515577)
bilateral	has_characteristic	VFB_001028bw	neuron 34070 (FANC:515577)
right side of organism	has_soma_location	VFB_001028bw	neuron 34070 (FANC:515577)
adult peripheral nervous system	overlaps	VFB_001028al	neuron 38013 (FANC:514941)
adult ventral nerve cord	overlaps	VFB_001028al	neuron 38013 (FANC:514941)
right side of organism	has_soma_location	VFB_001028al	neuron 38013 (FANC:514941)
adult peripheral nervous system	overlaps	VFB_001027sa	neuron 42004 (FANC:498353)
adult ventral nerve cord	overlaps	VFB_001027sa	neuron 42004 (FANC:498353)
left side of organism	has_soma_location	VFB_001027sa	neuron 42004 (FANC:498353)
adult peripheral nervous system	overlaps	VFB_001027y5	neuron 42032 (FANC:503476)
adult ventral nerve cord	overlaps	VFB_001027y5	neuron 42032 (FANC:503476)
left side of organism	has_soma_location	VFB_001027y5	neuron 42032 (FANC:503476)
adult peripheral nervous system	overlaps	VFB_001027sg	neuron 42036 (FANC:498457)
adult ventral nerve cord	overlaps	VFB_001027sg	neuron 42036 (FANC:498457)
left side of organism	has_soma_location	VFB_001027sg	neuron 42036 (FANC:498457)
adult peripheral nervous system	overlaps	VFB_001027sj	neuron 42055 (FANC:498511)
adult ventral nerve cord	overlaps	VFB_001027sj	neuron 42055 (FANC:498511)
left side of organism	has_soma_location	VFB_001027sj	neuron 42055 (FANC:498511)
adult peripheral nervous system	overlaps	VFB_001027sm	neuron 42066 (FANC:498580)
adult ventral nerve cord	overlaps	VFB_001027sm	neuron 42066 (FANC:498580)
left side of organism	has_soma_location	VFB_001027sm	neuron 42066 (FANC:498580)
adult peripheral nervous system	overlaps	VFB_001027sq	neuron 42075 (FANC:498652)
adult ventral nerve cord	overlaps	VFB_001027sq	neuron 42075 (FANC:498652)
left side of organism	has_soma_location	VFB_001027sq	neuron 42075 (FANC:498652)
adult peripheral nervous system	overlaps	VFB_001027st	neuron 42083 (FANC:498700)
adult ventral nerve cord	overlaps	VFB_001027st	neuron 42083 (FANC:498700)
left side of organism	has_soma_location	VFB_001027st	neuron 42083 (FANC:498700)
adult peripheral nervous system	overlaps	VFB_001027sx	neuron 42096 (FANC:498764)
adult ventral nerve cord	overlaps	VFB_001027sx	neuron 42096 (FANC:498764)
left side of organism	has_soma_location	VFB_001027sx	neuron 42096 (FANC:498764)
adult peripheral nervous system	overlaps	VFB_001027t2	neuron 42110 (FANC:498847)
adult ventral nerve cord	overlaps	VFB_001027t2	neuron 42110 (FANC:498847)
left side of organism	has_soma_location	VFB_001027t2	neuron 42110 (FANC:498847)
adult peripheral nervous system	overlaps	VFB_001027tx	neuron 42297 (FANC:499493)
adult ventral nerve cord	overlaps	VFB_001027tx	neuron 42297 (FANC:499493)
left side of organism	has_soma_location	VFB_001027tx	neuron 42297 (FANC:499493)
adult peripheral nervous system	overlaps	VFB_001027u1	neuron 42315 (FANC:499561)
adult ventral nerve cord	overlaps	VFB_001027u1	neuron 42315 (FANC:499561)
left side of organism	has_soma_location	VFB_001027u1	neuron 42315 (FANC:499561)
adult peripheral nervous system	overlaps	VFB_001027u7	neuron 42326 (FANC:499671)
adult ventral nerve cord	overlaps	VFB_001027u7	neuron 42326 (FANC:499671)
left side of organism	has_soma_location	VFB_001027u7	neuron 42326 (FANC:499671)
adult peripheral nervous system	overlaps	VFB_001028gf	neuron 42903 (FANC:517892)
adult ventral nerve cord	overlaps	VFB_001028gf	neuron 42903 (FANC:517892)
left side of organism	has_soma_location	VFB_001028gf	neuron 42903 (FANC:517892)
adult peripheral nervous system	overlaps	VFB_001028gg	neuron 42907 (FANC:517903)
adult ventral nerve cord	overlaps	VFB_001028gg	neuron 42907 (FANC:517903)
left side of organism	has_soma_location	VFB_001028gg	neuron 42907 (FANC:517903)
adult peripheral nervous system	overlaps	VFB_001028gi	neuron 42911 (FANC:517926)
adult ventral nerve cord	overlaps	VFB_001028gi	neuron 42911 (FANC:517926)
left side of organism	has_soma_location	VFB_001028gi	neuron 42911 (FANC:517926)
adult peripheral nervous system	overlaps	VFB_001028gk	neuron 42915 (FANC:517949)
adult ventral nerve cord	overlaps	VFB_001028gk	neuron 42915 (FANC:517949)
left side of organism	has_soma_location	VFB_001028gk	neuron 42915 (FANC:517949)
adult peripheral nervous system	overlaps	VFB_001028gl	neuron 42919 (FANC:517960)
adult ventral nerve cord	overlaps	VFB_001028gl	neuron 42919 (FANC:517960)
left side of organism	has_soma_location	VFB_001028gl	neuron 42919 (FANC:517960)
adult peripheral nervous system	overlaps	VFB_001027xe	neuron 42923 (FANC:501737)
adult ventral nerve cord	overlaps	VFB_001027xe	neuron 42923 (FANC:501737)
left side of organism	has_soma_location	VFB_001027xe	neuron 42923 (FANC:501737)
adult peripheral nervous system	overlaps	VFB_001028go	neuron 42929 (FANC:517994)
adult ventral nerve cord	overlaps	VFB_001028go	neuron 42929 (FANC:517994)
left side of organism	has_soma_location	VFB_001028go	neuron 42929 (FANC:517994)
adult peripheral nervous system	overlaps	VFB_001027nf	tergotrochanteral motor neuron_right (FANC:494502)
adult posterior dorsal mesothoracic nerve	fasciculates_with	VFB_001027nf	tergotrochanteral motor neuron_right (FANC:494502)
adult ventral nerve cord	overlaps	VFB_001027nf	tergotrochanteral motor neuron_right (FANC:494502)
right side of organism	has_soma_location	VFB_001027nf	tergotrochanteral motor neuron_right (FANC:494502)
adult peripheral nervous system	overlaps	VFB_001027nj	neuron 47532 (FANC:494583)
adult ventral nerve cord	overlaps	VFB_001027nj	neuron 47532 (FANC:494583)
right side of organism	has_soma_location	VFB_001027nj	neuron 47532 (FANC:494583)
adult peripheral nervous system	overlaps	VFB_001027nl	neuron 47543 (FANC:494623)
adult ventral nerve cord	overlaps	VFB_001027nl	neuron 47543 (FANC:494623)
right side of organism	has_soma_location	VFB_001027nl	neuron 47543 (FANC:494623)
adult peripheral nervous system	overlaps	VFB_001027nw	neuron 47577 (FANC:495023)
adult ventral nerve cord	overlaps	VFB_001027nw	neuron 47577 (FANC:495023)
right side of organism	has_soma_location	VFB_001027nw	neuron 47577 (FANC:495023)
adult peripheral nervous system	overlaps	VFB_0010286e	neuron 47841 (FANC:513330)
adult ventral nerve cord	overlaps	VFB_0010286e	neuron 47841 (FANC:513330)
bilateral	has_characteristic	VFB_0010286e	neuron 47841 (FANC:513330)
right side of organism	has_soma_location	VFB_0010286e	neuron 47841 (FANC:513330)
adult peripheral nervous system	overlaps	VFB_001027sp	neuron 48216 (FANC:498637)
adult ventral nerve cord	overlaps	VFB_001027sp	neuron 48216 (FANC:498637)
right side of organism	has_soma_location	VFB_001027sp	neuron 48216 (FANC:498637)
adult peripheral nervous system	overlaps	VFB_001027ss	neuron 48223 (FANC:498683)
adult ventral nerve cord	overlaps	VFB_001027ss	neuron 48223 (FANC:498683)
right side of organism	has_soma_location	VFB_001027ss	neuron 48223 (FANC:498683)
adult peripheral nervous system	overlaps	VFB_001027su	neuron 48230 (FANC:498716)
adult ventral nerve cord	overlaps	VFB_001027su	neuron 48230 (FANC:498716)
right side of organism	has_soma_location	VFB_001027su	neuron 48230 (FANC:498716)
adult peripheral nervous system	overlaps	VFB_001027sw	neuron 48239 (FANC:498747)
adult ventral nerve cord	overlaps	VFB_001027sw	neuron 48239 (FANC:498747)
right side of organism	has_soma_location	VFB_001027sw	neuron 48239 (FANC:498747)
adult peripheral nervous system	overlaps	VFB_001028gy	neuron 51190 (FANC:518119)
adult ventral nerve cord	overlaps	VFB_001028gy	neuron 51190 (FANC:518119)
left side of organism	has_soma_location	VFB_001028gy	neuron 51190 (FANC:518119)
adult peripheral nervous system	overlaps	VFB_001028gz	neuron 51198 (FANC:518131)
adult ventral nerve cord	overlaps	VFB_001028gz	neuron 51198 (FANC:518131)
left side of organism	has_soma_location	VFB_001028gz	neuron 51198 (FANC:518131)
adult peripheral nervous system	overlaps	VFB_001028fv	neuron 53002 (FANC:517632)
adult ventral nerve cord	overlaps	VFB_001028fv	neuron 53002 (FANC:517632)
bilateral	has_characteristic	VFB_001028fv	neuron 53002 (FANC:517632)
left side of organism	has_soma_location	VFB_001028fv	neuron 53002 (FANC:517632)
adult peripheral nervous system	overlaps	VFB_001027mb	neuron 65755 (FANC:493801)
adult ventral nerve cord	overlaps	VFB_001027mb	neuron 65755 (FANC:493801)
left side of organism	has_soma_location	VFB_001027mb	neuron 65755 (FANC:493801)
adult peripheral nervous system	overlaps	VFB_001027md	neuron 65763 (FANC:493833)
adult ventral nerve cord	overlaps	VFB_001027md	neuron 65763 (FANC:493833)
left side of organism	has_soma_location	VFB_001027md	neuron 65763 (FANC:493833)
adult peripheral nervous system	overlaps	VFB_001027zo	neuron 65771 (FANC:510972)
adult ventral nerve cord	overlaps	VFB_001027zo	neuron 65771 (FANC:510972)
left side of organism	has_soma_location	VFB_001027zo	neuron 65771 (FANC:510972)
adult peripheral nervous system	overlaps	VFB_001027zr	neuron 65782 (FANC:511018)
adult ventral nerve cord	overlaps	VFB_001027zr	neuron 65782 (FANC:511018)
left side of organism	has_soma_location	VFB_001027zr	neuron 65782 (FANC:511018)
left side of organism	has_soma_location	VFB_001028lf	neuron 65807 (FANC:564602)
left side of organism	has_soma_location	VFB_001028lp	neuron 65856 (FANC:565218)
adult peripheral nervous system	overlaps	VFB_001027xg	neuron 69551 (FANC:501767)
adult ventral nerve cord	overlaps	VFB_001027xg	neuron 69551 (FANC:501767)
left side of organism	has_soma_location	VFB_001027xg	neuron 69551 (FANC:501767)
adult peripheral nervous system	overlaps	VFB_001027xj	neuron 69568 (FANC:501826)
adult ventral nerve cord	overlaps	VFB_001027xj	neuron 69568 (FANC:501826)
left side of organism	has_soma_location	VFB_001027xj	neuron 69568 (FANC:501826)
adult peripheral nervous system	overlaps	VFB_001027xn	neuron 69577 (FANC:501889)
adult ventral nerve cord	overlaps	VFB_001027xn	neuron 69577 (FANC:501889)
left side of organism	has_soma_location	VFB_001027xn	neuron 69577 (FANC:501889)
adult peripheral nervous system	overlaps	VFB_001027xt	neuron 69599 (FANC:501988)
adult ventral nerve cord	overlaps	VFB_001027xt	neuron 69599 (FANC:501988)
left side of organism	has_soma_location	VFB_001027xt	neuron 69599 (FANC:501988)
adult peripheral nervous system	overlaps	VFB_001027xz	neuron 69612 (FANC:502103)
adult ventral nerve cord	overlaps	VFB_001027xz	neuron 69612 (FANC:502103)
left side of organism	has_soma_location	VFB_001027xz	neuron 69612 (FANC:502103)
adult peripheral nervous system	overlaps	VFB_001027y3	neuron 69624 (FANC:502199)
adult ventral nerve cord	overlaps	VFB_001027y3	neuron 69624 (FANC:502199)
left side of organism	has_soma_location	VFB_001027y3	neuron 69624 (FANC:502199)
adult peripheral nervous system	overlaps	VFB_001027kx	neuron 69636 (FANC:492831)
