subject_external_db	subject_external_id	relation	object
catmaid_fafb	10852545	is_a	Johnston organ neuron CL
catmaid_fafb	10856798	is_a	Johnston organ neuron CL
catmaid_fafb	13250568	is_a	Johnston organ neuron CL
catmaid_fafb	1238996	is_a	Johnston organ neuron CM
catmaid_fafb	11098600	is_a	Johnston organ neuron CM
catmaid_fafb	13249592	is_a	Johnston organ neuron CM
catmaid_fafb	1238934	is_a	Johnston organ neuron EVM
catmaid_fafb	1600614	is_a	Johnston organ neuron EVM
catmaid_fafb	1600629	is_a	Johnston organ neuron EVM
catmaid_fafb	1600644	is_a	Johnston organ neuron EVM
catmaid_fafb	1600733	is_a	Johnston organ neuron EVM
catmaid_fafb	1600753	is_a	Johnston organ neuron EVM
catmaid_fafb	10739684	is_a	Johnston organ neuron EVM
catmaid_fafb	10849280	is_a	Johnston organ neuron EVM
catmaid_fafb	10852196	is_a	Johnston organ neuron EVM
catmaid_fafb	11233737	is_a	Johnston organ neuron EVM
catmaid_fafb	11271260	is_a	Johnston organ neuron EVM
catmaid_fafb	11293394	is_a	Johnston organ neuron EVM
catmaid_fafb	13247849	is_a	Johnston organ neuron EVM
catmaid_fafb	13249211	is_a	Johnston organ neuron EVM
catmaid_fafb	13251350	is_a	Johnston organ neuron EVM
