subject_external_id	subject_name	subject_external_db	relation	object	pub
720575941668388851	BANC_888:720575941668388851	BANC888	is_a	labellar taste peg mechanosensory neuron	
720575941668391411	BANC_888:720575941668391411	BANC888	is_a	adult lateral horn AV2b7 neuron	
720575941668397489	BANC_888:720575941668397489	BANC888	is_a	transmedullary Y neuron TmY14	
720575941668397735	BANC_888:720575941668397735	BANC888	is_a	adult AN10B060 neuron	
720575941668398323	BANC_888:720575941668398323	BANC888	is_a	adult optic lobe intrinsic neuron	
720575941668398579	BANC_888:720575941668398579	BANC888	is_a	adult CB1046 neuron	
720575941668415153	BANC_888:720575941668415153	BANC888	is_a	transmedullary Y neuron TmY3	
720575941668419505	BANC_888:720575941668419505	BANC888	is_a	adult optic lobe intrinsic neuron	
720575941668421809	BANC_888:720575941668421809	BANC888	is_a	distal medullary amacrine neuron Dm2	
720575941668422387	BANC_888:720575941668422387	BANC888	is_a	adult lateral accessory lobe neuron 127	
720575941668422643	BANC_888:720575941668422643	BANC888	is_a	adult CB1090 neuron	
720575941668424947	BANC_888:720575941668424947	BANC888	is_a	adult saddle neuron 008	
720575941668425715	BANC_888:720575941668425715	BANC888	is_a	adult fan-shaped body layer 2 neuron of CP2 lineage	FlyBase:FBrf0257023
720575941668426161	BANC_888:720575941668426161	BANC888	is_a	T4c neuron	
720575941668426417	BANC_888:720575941668426417	BANC888	is_a	T2 neuron	
720575941668427185	BANC_888:720575941668427185	BANC888	is_a	T4a neuron	
720575941668427763	BANC_888:720575941668427763	BANC888	is_a	adult antennal lobe projection neuron VP1d++ vPN	
720575941668440497	BANC_888:720575941668440497	BANC888	is_a	gustatory receptor neuron of the labellum	
720575941668442801	BANC_888:720575941668442801	BANC888	is_a	adult SNta41 neuron	
720575941668443891	BANC_888:720575941668443891	BANC888	is_a	adult lateral horn AV2a3 neuron	
720575941668446385	BANC_888:720575941668446385	BANC888	is_a	adult IN19A013 neuron	
720575941668446707	BANC_888:720575941668446707	BANC888	is_a	adult anterior ventrolateral protocerebrum neuron 190	
720575941668451571	BANC_888:720575941668451571	BANC888	is_a	adult posterior lateral protocerebrum neuron 247	
720575941668452017	BANC_888:720575941668452017	BANC888	is_a	T5a neuron	
720575941668454065	BANC_888:720575941668454065	BANC888	is_a	T5d neuron	
720575941668461299	BANC_888:720575941668461299	BANC888	is_a	gamma dorsal Kenyon cell	
720575941668462067	BANC_888:720575941668462067	BANC888	is_a	adult superior intermediate protocerebrum neuron 014	
720575941668463091	BANC_888:720575941668463091	BANC888	is_a	lobula columnar neuron LC11	
720575941668463347	BANC_888:720575941668463347	BANC888	is_a	adult AN05B102 neuron	
720575941668465319	BANC_888:720575941668465319	BANC888	is_a	descending neuron of the gnathal ganglion DNge111	
720575941668467699	BANC_888:720575941668467699	BANC888	is_a	adult inferior bridge neuron 007	
720575941668473843	BANC_888:720575941668473843	BANC888	is_a	adult CB1678 neuron	
720575941668474099	BANC_888:720575941668474099	BANC888	is_a	adult lateral horn AV3g2 neuron	
720575941668481779	BANC_888:720575941668481779	BANC888	is_a	adult ANXXX074 neuron	
720575941668483827	BANC_888:720575941668483827	BANC888	is_a	alpha/beta Kenyon cell	
720575941668487923	BANC_888:720575941668487923	BANC888	is_a	alpha/beta Kenyon cell	
720575941668490151	BANC_888:720575941668490151	BANC888	is_a	adult IN09A020 neuron	
720575941668500723	BANC_888:720575941668500723	BANC888	is_a	lobula columnar neuron LC15	
720575941668509171	BANC_888:720575941668509171	BANC888	is_a	gamma main Kenyon cell	
720575941668520881	BANC_888:720575941668520881	BANC888	is_a	adult SAch01 neuron	
720575941668520947	BANC_888:720575941668520947	BANC888	is_a	adult CB1119 neuron	
720575941668521137	BANC_888:720575941668521137	BANC888	is_a	adult SAch01 neuron	
720575941668521715	BANC_888:720575941668521715	BANC888	is_a	adult superior medial protocerebrum neuron 162	
720575941668526067	BANC_888:720575941668526067	BANC888	is_a	adult AN08B009 neuron	
720575941668531443	BANC_888:720575941668531443	BANC888	is_a	alpha'/beta' anterior-posterior type 1 Kenyon cell	
720575941668534183	BANC_888:720575941668534183	BANC888	is_a	T4c neuron	
720575941668537331	BANC_888:720575941668537331	BANC888	is_a	lobula-lobula plate columnar neuron LLPC1	
720575941668549107	BANC_888:720575941668549107	BANC888	is_a	adult anterior ventrolateral protocerebrum neuron 299	
720575941668549363	BANC_888:720575941668549363	BANC888	is_a	adult posterior slope neuron 150	
720575941668553639	BANC_888:720575941668553639	BANC888	is_a	mesothoracic accessory trochanter levator muscle motor neuron	
720575941668553971	BANC_888:720575941668553971	BANC888	is_a	adult superior intermediate protocerebrum neuron 076	
720575941668555687	BANC_888:720575941668555687	BANC888	is_a	adult IN05B089 neuron	
720575941668567207	BANC_888:720575941668567207	BANC888	is_a	adult IN09B047 neuron	
720575941668568307	BANC_888:720575941668568307	BANC888	is_a	adult vest neuron 011	
720575941668570545	BANC_888:720575941668570545	BANC888	is_a	centrifugal neuron C2	
