subject_external_db	subject_external_id	subject_name	relation	object
catmaid_l1em	16070049	CN-1	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	12476851	CN-1	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	8310087	CN-15	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	12138418	CN-15	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	10702736	CN-16	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	14206030	CN-16	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	8034919	CN-17	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	12299621	CN-17	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	14948339	CN-18	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	17237305	CN-18	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	8037197	CN-2	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	17822238	CN-2	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	7065182	CN-20	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	18062678	CN-20	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	4411542	CN-22	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	14071613	CN-22	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	9236708	CN-23	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	9212816	CN-23	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	7980189	CN-24	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	11600886	CN-24	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	4067286	CN-26	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	10875625	CN-26	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	17361757	CN-27	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	12813847	CN-27	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	17379420	CN-28	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	10411574	CN-28	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	8065771	CN-29	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	17038587	CN-29	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	8423405	CN-3	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	11137808	CN-3	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	7056904	CN-30	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	17176927	CN-30	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	14617508	CN-34	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	14680483	CN-34	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	16339645	CN-35	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	12868041	CN-35	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	9015568	CN-39	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	12587013	CN-39	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	11464638	CN-4	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	10543751	CN-4	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	8539175	CN-40	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	13988443	CN-40	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	6611100	CN-41	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	17276867	CN-41	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	4575178	CN-42	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	17176911	CN-42	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	13858797	CN-45	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	14333495	CN-45	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	16486385	CN-46	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	11178891	CN-46	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	16485079	CN-47	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	17434825	CN-47	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	4665186	CN-49	is_a	larval mushroom body-lateral horn convergence neuron
catmaid_l1em	17671219	CN-49	is_a	larval mushroom body-lateral horn convergence neuron
