subject_external_db	subject_external_id	subject_name	relation	object	pub
catmaid_l1em	12073881	MN-L-Sens-B2-ACp-16	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	18934019	MN-L-Sens-B2-ACp-17	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15677323	MN-L-Sens-B2-ACp-18	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15680093	MN-L-Sens-B2-ACp-19	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15688358	MN-L-Sens-B2-ACp-20	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15681740	MN-L-Sens-B2-ACp-21	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15673867	MN-L-Sens-B2-ACp-22	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15714639	MN-L-Sens-B2-ACpl-01 (Awesome MN sensory 2)	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15716934	MN-L-Sens-B2-ACpl-02 (Awesome MN sensory 1)	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15673925	MN-L-Sens-B2-ACpl-03	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	9808022	MN-L-Sens-B2-AVp-01	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15717426	MN-L-Sens-B2-AVp-02	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15715151	MN-L-Sens-B2-VM-01	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15674083	MN-L-Sens-B2-VM-02	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15680710	MN-L-Sens-B2-VM-03	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15715796	MN-L-Sens-B2-VM-04	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15677030	MN-L-Sens-B2-VM-05	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15690955	MN-L-Sens-B2-VM-06	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15711222	MN-L-Sens-B2-VM-07	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15679484	MN-L-Sens-B2-VM-08	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15678441	MN-L-Sens-B2-VM-09	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15714845	MN-L-Sens-B2-VM-10	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15690392	MN-L-Sens-B2-VM-11	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15678849	MN-L-Sens-B2-VM-12	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15712024	MN-L-Sens-B2-VM-13	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15690711	MN-L-Sens-B2-VM-14	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15717229	MN-L-Sens-B2-VM-15	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15711289	MN-L-Sens-B2-VM-16	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15713374	MN-L-Sens-B2-VM-17	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15713206	MN-L-Sens-B2-VM-18	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	3267019	MN-L-Sens-B2-VM-19	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15730680	MN-L-Sens-B2-VM-20	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15678833	MN-L-Sens-B2-VM-21	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15675901	MN-L-Sens-B2-VM-22	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15699715	MN-L-Sens-B2-VM-23	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	19180425	MN-L-Sens-B2-VM-24	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15723727	MN-L-Sens-B3-ACp-01	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	16288872	MN-L-Sens-B3-ACp-02	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	7556564	MN-L-Sens-B3-ACp-03	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	3054101	MN-L-Sens-B3-ACp-04	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15717736	MN-L-Sens-B3-ACp-05	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15718275	MN-L-Sens-B3-ACp-06 (J Neuron)	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15717935	MN-L-Sens-B3-ACpl-07	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15724385	MN-L-Sens-B3-AVp-01	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15723479	MN-L-Sens-B3-AVp-02	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	3032520	MN-L-Sens-B3-AVp-03	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15727304	MN-L-Sens-B3-VM-04	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15730645	MN-L-Sens-B3-VM-05	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15724520	MN-L-Sens-B3-VM-06	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15725673	MN-L-Sens-B3-VM-07	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15724636	MN-L-Sens-B3-VM-08	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15725545	MN-L-Sens-B3-VM-09	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15725127	MN-L-Sens-B3-VM-10	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15724175	MN-L-Sens-B3-VM-11	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	3036249	MN-L-Sens-B3-VM-12	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15728017	MN-L-Sens-B3-VM-13	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	3050645	MN-L-Sens-B3-VM-14	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	5448622	MN-R-Sens-B1-ACpl-01	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15594123	MN-R-Sens-B1-VM-02	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15638742	MN-R-Sens-B1-VM-03	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15743905	MN-R-Sens-B1-VM-04	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15671481	MN-R-Sens-B1-VM-05	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15609427	MN-R-Sens-B2-?-00	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15652529	MN-R-Sens-B2-ACp-01	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15556868	MN-R-Sens-B2-ACp-02	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15736147	MN-R-Sens-B2-ACp-03	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	16341399	MN-R-Sens-B2-ACp-04	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15615589	MN-R-Sens-B2-ACp-05	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15589362	MN-R-Sens-B2-ACp-06	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15653432	MN-R-Sens-B2-ACp-07	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15595607	MN-R-Sens-B2-ACp-08	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15615042	MN-R-Sens-B2-ACp-09	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	18625446	MN-R-Sens-B2-ACp-10	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15556081	MN-R-Sens-B2-ACp-11	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15588691	MN-R-Sens-B2-ACp-12	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	3071301	MN-R-Sens-B2-ACp-13	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	12253020	MN-R-Sens-B2-ACp-14	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15595823	MN-R-Sens-B2-ACp-15	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15615081	MN-R-Sens-B2-ACp-16	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15609885	MN-R-Sens-B2-ACp-17	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	10934438	MN-R-Sens-B2-ACp-18	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15653288	MN-R-Sens-B2-ACp-19	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15588800	MN-R-Sens-B2-ACp-20	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15589411	MN-R-Sens-B2-ACp-21	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15651438	MN-R-Sens-B2-ACp-22	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15595950	MN-R-Sens-B2-ACpl-01 (Awesome MN sensory 2)	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15746421	MN-R-Sens-B2-ACpl-02 (Awesome MN sensory 1)	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15615776	MN-R-Sens-B2-ACpl-03	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15658013	MN-R-Sens-B2-AVp-01	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	8810739	MN-R-Sens-B2-AVp-02	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15653927	MN-R-Sens-B2-VM-01	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15611791	MN-R-Sens-B2-VM-02	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15629355	MN-R-Sens-B2-VM-03	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15606918	MN-R-Sens-B2-VM-04	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15656435	MN-R-Sens-B2-VM-05	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15617459	MN-R-Sens-B2-VM-06	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15607180	MN-R-Sens-B2-VM-07	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15610387	MN-R-Sens-B2-VM-08	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15611642	MN-R-Sens-B2-VM-09	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15615475	MN-R-Sens-B2-VM-10	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15615305	MN-R-Sens-B2-VM-11	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15618976	MN-R-Sens-B2-VM-12	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15620606	MN-R-Sens-B2-VM-13	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15762568	MN-R-Sens-B2-VM-14	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15629241	MN-R-Sens-B2-VM-15	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	18679889	MN-R-Sens-B2-VM-16	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15620432	MN-R-Sens-B2-VM-17	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15629888	MN-R-Sens-B2-VM-18	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15612241	MN-R-Sens-B2-VM-19	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15618756	MN-R-Sens-B2-VM-20	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	3562954	MN-R-Sens-B2-VM-21	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15615877	MN-R-Sens-B2-VM-22	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	18833414	MN-R-Sens-B2-VM-23	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	8199012	MN-R-Sens-B3-?-00	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15641926	MN-R-Sens-B3-ACp-01	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15639171	MN-R-Sens-B3-ACp-02	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15640893	MN-R-Sens-B3-ACp-03	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15639020	MN-R-Sens-B3-ACp-04	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	3199456	MN-R-Sens-B3-ACp-05	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15645825	MN-R-Sens-B3-ACp-06	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	3123905	MN-R-Sens-B3-ACpl-07	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15638968	MN-R-Sens-B3-AVp-01	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15640548	MN-R-Sens-B3-AVp-02	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15640425	MN-R-Sens-B3-AVp-03	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15672153	MN-R-Sens-B3-VM-04	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15637893	MN-R-Sens-B3-VM-05	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15638520	MN-R-Sens-B3-VM-06	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	18785124	MN-R-Sens-B3-VM-07	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15639275	MN-R-Sens-B3-VM-08	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15671848	MN-R-Sens-B3-VM-09	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15639548	MN-R-Sens-B3-VM-10	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15640724	MN-R-Sens-B3-VM-11	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15672957	MN-R-Sens-B3-VM-12	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15640567	MN-R-Sens-B3-VM-13	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15914721	MN-R-Sens-B3-VM-14	is_a	larval maxillary-labial nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	8208555	MxN-L-motor-01 - SGDO	is_a	larval maxillary-labial nerve motor neuron	FlyBase:FBrf0240975
catmaid_l1em	8105236	MxN-L-motor-02 - LR-A	is_a	larval maxillary-labial nerve motor neuron	FlyBase:FBrf0240975
catmaid_l1em	8092228	MxN-L-motor-03 - LR-B	is_a	larval maxillary-labial nerve motor neuron	FlyBase:FBrf0240975
catmaid_l1em	5453143	MxN-L-motor-04 - MHE-A	is_a	larval maxillary-labial nerve motor neuron	FlyBase:FBrf0240975
catmaid_l1em	5450669	MxN-L-motor-05 - MHE-B	is_a	larval maxillary-labial nerve motor neuron	FlyBase:FBrf0240975
catmaid_l1em	5452286	MxN-L-motor-06 - MHE-C	is_a	larval maxillary-labial nerve motor neuron	FlyBase:FBrf0240975
catmaid_l1em	8061047	MxN-L-motor-07 - MHD-A	is_a	larval maxillary-labial nerve motor neuron	FlyBase:FBrf0240975
catmaid_l1em	8084863	MxN-L-motor-08 - MHD-B	is_a	larval maxillary-labial nerve motor neuron	FlyBase:FBrf0240975
catmaid_l1em	8435311	MxN-L-motor-09 - MHD-C	is_a	larval maxillary-labial nerve motor neuron	FlyBase:FBrf0240975
catmaid_l1em	8149490	MxN-R-motor-01 - SGDO	is_a	larval maxillary-labial nerve motor neuron	FlyBase:FBrf0240975
catmaid_l1em	8167773	MxN-R-motor-02 - LR-A	is_a	larval maxillary-labial nerve motor neuron	FlyBase:FBrf0240975
catmaid_l1em	8177700	MxN-R-motor-03 - LR-B	is_a	larval maxillary-labial nerve motor neuron	FlyBase:FBrf0240975
catmaid_l1em	5435750	MxN-R-motor-04 - MHE-A	is_a	larval maxillary-labial nerve motor neuron	FlyBase:FBrf0240975
catmaid_l1em	5434746	MxN-R-motor-05 - MHE-B	is_a	larval maxillary-labial nerve motor neuron	FlyBase:FBrf0240975
catmaid_l1em	5437704	MxN-R-motor-06 - MHE-C	is_a	larval maxillary-labial nerve motor neuron	FlyBase:FBrf0240975
catmaid_l1em	8134938	MxN-R-motor-07 - MHD-A	is_a	larval maxillary-labial nerve motor neuron	FlyBase:FBrf0240975
catmaid_l1em	5440613	MxN-R-motor-08 - MHD-B	is_a	larval maxillary-labial nerve motor neuron	FlyBase:FBrf0240975
catmaid_l1em	5439602	MxN-R-motor-09 - MHD-C	is_a	larval maxillary-labial nerve motor neuron	FlyBase:FBrf0240975
catmaid_l1em	2391092	PaN-L-motor-01	is_a	larval prothoracic accessory nerve motor neuron	FlyBase:FBrf0240975
catmaid_l1em	38147	PaN-L-motor-02	is_a	larval prothoracic accessory nerve motor neuron	FlyBase:FBrf0240975
catmaid_l1em	2495308	PaN-L-Sens-B1-VM-01	is_a	larval prothoracic accessory nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	2668719	PaN-L-Sens-B1-VM-02	is_a	larval prothoracic accessory nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	2669832	PaN-L-Sens-B1-VM-03	is_a	larval prothoracic accessory nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	2505675	PaN-L-Sens-B1-VM-04	is_a	larval prothoracic accessory nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	2799380	PaN-L-Sens-B2-VM-01	is_a	larval prothoracic accessory nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	2524026	PaN-L-Sens-B2-VM-02	is_a	larval prothoracic accessory nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	2220573	PaN-R-motor-01	is_a	larval prothoracic accessory nerve motor neuron	FlyBase:FBrf0240975
catmaid_l1em	8574714	PaN-R-motor-02	is_a	larval prothoracic accessory nerve motor neuron	FlyBase:FBrf0240975
catmaid_l1em	2305234	PaN-R-Sens-B1-VM-01	is_a	larval prothoracic accessory nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	2268281	PaN-R-Sens-B1-VM-02	is_a	larval prothoracic accessory nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	16123983	PaN-R-Sens-B1-VM-03	is_a	larval prothoracic accessory nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	16124048	PaN-R-Sens-B1-VM-04	is_a	larval prothoracic accessory nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	16124082	PaN-R-Sens-B1-VM-05	is_a	larval prothoracic accessory nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	2302816	PaN-R-Sens-B2-VM-01	is_a	larval prothoracic accessory nerve sensory neuron	FlyBase:FBrf0240975
catmaid_l1em	15995012	SE0 L1	is_a	larval serotonergic SE0 neuron	FlyBase:FBrf0240975
catmaid_l1em	15769638	SE0 L2	is_a	larval serotonergic SE0 neuron	FlyBase:FBrf0240975
catmaid_l1em	15983118	SE0 L3	is_a	larval serotonergic SE0 neuron	FlyBase:FBrf0240975
catmaid_l1em	15995309	SE0 L4	is_a	larval serotonergic SE0 neuron	FlyBase:FBrf0240975
catmaid_l1em	896562	SE0 R1	is_a	larval serotonergic SE0 neuron	FlyBase:FBrf0240975
catmaid_l1em	887905	SE0 R2	is_a	larval serotonergic SE0 neuron	FlyBase:FBrf0240975
catmaid_l1em	15564695	SE0 R3	is_a	larval serotonergic SE0 neuron	FlyBase:FBrf0240975
catmaid_l1em	15573428	SE0 R4	is_a	larval serotonergic SE0 neuron	FlyBase:FBrf0240975
