subject_external_db	subject_external_id	relation	object
catmaid_fafb	177545	is_a	adult multiglomerular antennal lobe projection neuron type 24 lvPN
catmaid_fafb	177584	is_a	adult multiglomerular antennal lobe projection neuron type 24 lvPN
catmaid_fafb	177997	is_a	adult multiglomerular antennal lobe projection neuron type 25 lvPN
catmaid_fafb	181551	is_a	adult lateral horn centrifugal neuron 8
catmaid_fafb	554327	is_a	adult lateral horn centrifugal neuron 8
catmaid_fafb	1041505	is_a	adult fruitless aSP-g (female) neuron
catmaid_fafb	1058665	is_a	adult fruitless aSP-f (female) neuron
catmaid_fafb	1064828	is_a	adult fruitless aSP-f (female) neuron
catmaid_fafb	1137895	is_a	adult multiglomerular antennal lobe projection neuron type 29 lvPN
catmaid_fafb	1142316	is_a	adult multiglomerular antennal lobe projection neuron type 25 lvPN
catmaid_fafb	1185009	is_a	adult lateral horn PV5e1 neuron
catmaid_fafb	1299740	is_a	adult lateral horn-mushroom body neuron 1
catmaid_fafb	1576584	is_a	adult subesophageal zone output neuron
catmaid_fafb	1578380	is_a	adult subesophageal zone output neuron
catmaid_fafb	1906859	is_a	adult lateral horn AD1c2 neuron
catmaid_fafb	1936120	is_a	adult lateral horn PD2a5 neuron
catmaid_fafb	1945705	is_a	adult lateral horn PD2a7 neuron
catmaid_fafb	2262342	is_a	adult subesophageal zone output neuron
catmaid_fafb	2434711	is_a	adult subesophageal zone output neuron
catmaid_fafb	2561794	is_a	adult subesophageal zone output neuron
catmaid_fafb	2720102	is_a	adult lateral horn AD1c2 neuron
catmaid_fafb	2816120	is_a	adult subesophageal zone output neuron
catmaid_fafb	2969221	is_a	adult lateral horn AD1c1 neuron
catmaid_fafb	3003322	is_a	adult multiglomerular antennal lobe projection neuron type 50 vPN
catmaid_fafb	3075063	is_a	adult lateral horn AD1b6 neuron
catmaid_fafb	3075690	is_a	adult subesophageal zone output neuron
catmaid_fafb	3076815	is_a	adult subesophageal zone output neuron
catmaid_fafb	3080183	is_a	adult lateral horn AD1c1 neuron
catmaid_fafb	3673438	is_a	adult subesophageal zone output neuron
catmaid_fafb	3770352	is_a	adult lateral horn PD2a6 neuron
catmaid_fafb	3993648	is_a	adult lateral horn AD1d2 neuron
catmaid_fafb	4970266	is_a	adult subesophageal zone output neuron
catmaid_fafb	5132530	is_a	adult subesophageal zone output neuron
catmaid_fafb	5163300	is_a	adult fruitless aIP-g (female) neuron
catmaid_fafb	5302372	is_a	adult fruitless aIP-g (female) neuron
catmaid_fafb	5302382	is_a	adult fruitless aIP-g (female) neuron
catmaid_fafb	5364422	is_a	adult subesophageal zone output neuron
catmaid_fafb	5480425	is_a	adult subesophageal zone output neuron
catmaid_fafb	5481383	is_a	adult subesophageal zone output neuron
catmaid_fafb	5524037	is_a	adult anterior ventrolateral protocerebrum neuron 443
catmaid_fafb	5701890	is_a	adult lateral horn AD1b6 neuron
catmaid_fafb	5727050	is_a	adult lateral horn AD1b6 neuron
catmaid_fafb	5870465	is_a	adult subesophageal zone output neuron
