subject_external_db	subject_external_id	relation	object
catmaid_fafb	720956	is_a	tier 3 bilaterally projecting wind sensitive wedge projection neuron
catmaid_fafb	829827	is_a	adult dense ABAF antennal lobe local neuron
catmaid_fafb	1990940	is_a	adult patchy antennal lobe local neuron
catmaid_fafb	2849437	is_a	adult patchy antennal lobe local neuron
catmaid_fafb	2891306	is_a	adult dense ABAF antennal lobe local neuron
catmaid_fafb	3077882	is_a	adult SIMPAL neuron
catmaid_fafb	3085783	is_a	adult SIMPAL neuron
catmaid_fafb	3601125	is_a	tier 1 bilaterally projecting wind sensitive wedge projection neuron
catmaid_fafb	3644717	is_a	adult superior medial protocerebrum neuron 183
catmaid_fafb	3755537	is_a	tier 2 bilaterally projecting wind sensitive wedge projection neuron
catmaid_fafb	3821611	is_a	tier 1 bilaterally projecting wind sensitive wedge projection neuron
catmaid_fafb	3871868	is_a	tier 3 bilaterally projecting wind sensitive wedge projection neuron
catmaid_fafb	4271367	is_a	tier 3 bilaterally projecting wind sensitive wedge projection neuron
catmaid_fafb	5157807	is_a	adult SIMPAL neuron
catmaid_fafb	5219918	is_a	adult sparse ABAF antennal lobe local neuron
catmaid_fafb	5243155	is_a	adult patchy antennal lobe local neuron
catmaid_fafb	5692633	is_a	adult patchy antennal lobe local neuron
catmaid_fafb	5994210	is_a	adult patchy antennal lobe local neuron
catmaid_fafb	6097229	is_a	tier 2 bilaterally projecting wind sensitive wedge projection neuron
catmaid_fafb	6190457	is_a	adult patchy antennal lobe local neuron
catmaid_fafb	6209269	is_a	adult patchy antennal lobe local neuron
catmaid_fafb	6478900	is_a	tier 3 bilaterally projecting wind sensitive wedge projection neuron
catmaid_fafb	6792329	is_a	tier 3 bilaterally projecting wind sensitive wedge projection neuron
catmaid_fafb	7276604	is_a	tier 3 bilaterally projecting wind sensitive wedge projection neuron
catmaid_fafb	7298321	is_a	adult patchy antennal lobe local neuron
catmaid_fafb	7298540	is_a	adult patchy antennal lobe local neuron
catmaid_fafb	7298614	is_a	adult patchy antennal lobe local neuron
catmaid_fafb	7348199	is_a	adult patchy antennal lobe local neuron
catmaid_fafb	7364280	is_a	adult patchy antennal lobe local neuron
catmaid_fafb	7702725	is_a	adult patchy antennal lobe local neuron
catmaid_fafb	8382473	is_a	adult patchy antennal lobe local neuron
catmaid_fafb	8409238	is_a	adult patchy antennal lobe local neuron
catmaid_fafb	8540881	is_a	adult SIMPAL neuron
catmaid_fafb	8633531	is_a	adult patchy antennal lobe local neuron
catmaid_fafb	8758601	is_a	adult patchy antennal lobe local neuron
catmaid_fafb	10108062	is_a	adult patchy antennal lobe local neuron
catmaid_fafb	10238492	is_a	adult patchy antennal lobe local neuron
catmaid_fafb	11633437	is_a	adult patchy antennal lobe local neuron
